NUMBER OF AGES= 1 MAGS=10
----------------------------------------------------       
MIX-LEN  Y      Z          Zeff        [Fe/H] [a/Fe]
 1.9380  0.2452 1.3168E-04 1.7223E-04  -2.00  -0.20 
----------------------------------------------------       
**PHOTOMETRIC SYSTEM**: Bessell UBV(RI)c + 2MASS JHKs + Kepler (Vega)
----------------------------------------------------       
AGE= 7.000 EEPS=268
#EEP   M    LogTeff  LogG   LogL U       B       V       R       I       J       H       Ks      Kp      D51
  25  0.316005  3.6170  5.0060 -1.6470 11.6831 10.7973  9.5807  8.8576  8.2003  7.3185  6.7772  6.6155  9.0381  9.9906
  26  0.319473  3.6175  5.0037 -1.6380 11.6507 10.7692  9.5552  8.8338  8.1777  7.2974  6.7564  6.5947  9.0142  9.9629
  27  0.322023  3.6178  5.0013 -1.6307 11.6246 10.7466  9.5344  8.8145  8.1592  7.2801  6.7393  6.5777  8.9947  9.9405
  28  0.324277  3.6182  4.9989 -1.6240 11.6005 10.7255  9.5152  8.7966  8.1421  7.2642  6.7234  6.5618  8.9766  9.9197
  29  0.326808  3.6186  4.9965 -1.6166 11.5741 10.7026  9.4942  8.7771  8.1234  7.2468  6.7061  6.5447  8.9570  9.8971
  30  0.330274  3.6191  4.9937 -1.6074 11.5411 10.6738  9.4680  8.7526  8.1001  7.2250  6.6846  6.5233  8.9323  9.8688
  31  0.335564  3.6197  4.9902 -1.5943 11.4946 10.6333  9.4308  8.7179  8.0671  7.1941  6.6540  6.4929  8.8974  9.8288
  32  0.344374  3.6208  4.9845 -1.5732 11.4197 10.5679  9.3709  8.6620  8.0136  7.1441  6.6047  6.4440  8.8411  9.7643
  33  0.393553  3.6289  4.9452 -1.4432 10.9318 10.1489  8.9921  8.3124  7.6833  6.8400  6.3065  6.1500  8.4885  9.3535
  34  0.422259  3.6356  4.9154 -1.3561 10.5828  9.8555  8.7305  8.0743  7.4613  6.6396  6.1124  5.9610  8.2480  9.0676
  35  0.442410  3.6415  4.8924 -1.2893 10.2995  9.6224  8.5255  7.8899  7.2913  6.4889  5.9685  5.8221  8.0613  8.8419
  36  0.457943  3.6466  4.8744 -1.2356 10.0647  9.4314  8.3586  7.7408  7.1548  6.3692  5.8552  5.7136  7.9101  8.6580
  37  0.470224  3.6514  4.8601 -1.1908  9.8629  9.2699  8.2188  7.6163  7.0416  6.2708  5.7631  5.6259  7.7837  8.5037
  38  0.481151  3.6560  4.8476 -1.1499  9.6703  9.1201  8.0902  7.5022  6.9381  6.1819  5.6804  5.5476  7.6678  8.3616
  39  0.491250  3.6605  4.8362 -1.1115  9.4834  8.9782  7.9695  7.3955  6.8415  6.0994  5.6045  5.4759  7.5590  8.2281
  40  0.501020  3.6651  4.8259 -1.0743  9.2992  8.8396  7.8528  7.2922  6.7483  6.0203  5.5324  5.4079  7.4537  8.0994
  41  0.510089  3.6696  4.8167 -1.0393  9.1236  8.7087  7.7434  7.1956  6.6615  5.9471  5.4662  5.3458  7.3551  7.9794
  42  0.518768  3.6742  4.8085 -1.0054  8.9496  8.5808  7.6376  7.1023  6.5777  5.8773  5.4035  5.2872  7.2597  7.8633
  43  0.527687  3.6791  4.8005 -0.9703  8.7669  8.4479  7.5286  7.0061  6.4917  5.8059  5.3400  5.2281  7.1614  7.7441
  44  0.537500  3.6846  4.7919 -0.9318  8.5650  8.3007  7.4088  6.9009  6.3980  5.7286  5.2720  5.1648  7.0536  7.6139
  45  0.548644  3.6910  4.7825 -0.8881  8.3387  8.1351  7.2751  6.7830  6.2932  5.6425  5.1963  5.0944  6.9327  7.4696
  46  0.561024  3.6980  4.7720 -0.8396  8.0922  7.9549  7.1305  6.6547  6.1783  5.5476  5.1133  5.0167  6.8009  7.3142
  47  0.573859  3.7055  4.7616 -0.7892  7.8395  7.7683  6.9815  6.5227  6.0609  5.4511  5.0289  4.9382  6.6652  7.1548
  48  0.586788  3.7131  4.7510 -0.7385  7.5937  7.5851  6.8352  6.3926  5.9446  5.3553  4.9455  4.8603  6.5313  6.9990
  49  0.599484  3.7204  4.7402 -0.6893  7.3648  7.4116  6.6961  6.2682  5.8329  5.2627  4.8644  4.7846  6.4031  6.8513
  50  0.611832  3.7273  4.7293 -0.6418  7.1534  7.2478  6.5640  6.1495  5.7262  5.1740  4.7865  4.7115  6.2810  6.7119
  51  0.623721  3.7340  4.7186 -0.5963  6.9587  7.0931  6.4385  6.0367  5.6249  5.0896  4.7119  4.6417  6.1649  6.5797
  52  0.629258  3.7371  4.7134 -0.5751  6.8715  7.0224  6.3807  5.9847  5.5782  5.0504  4.6770  4.6091  6.1113  6.5189
  53  0.634744  3.7401  4.7083 -0.5541  6.7868  6.9531  6.3237  5.9335  5.5321  5.0116  4.6425  4.5767  6.0584  6.4591
  54  0.640169  3.7430  4.7030 -0.5335  6.7045  6.8857  6.2680  5.8832  5.4867  4.9733  4.6085  4.5447  6.0066  6.4006
  55  0.645526  3.7459  4.6978 -0.5132  6.6250  6.8198  6.2135  5.8339  5.4420  4.9356  4.5748  4.5131  5.9558  6.3434
  56  0.650811  3.7487  4.6925 -0.4932  6.5479  6.7556  6.1600  5.7854  5.3982  4.8984  4.5418  4.4819  5.9060  6.2873
  57  0.656015  3.7514  4.6872 -0.4735  6.4736  6.6930  6.1076  5.7378  5.3550  4.8616  4.5090  4.4510  5.8570  6.2325
  58  0.661143  3.7541  4.6818 -0.4541  6.4016  6.6319  6.0562  5.6912  5.3126  4.8255  4.4765  4.4204  5.8089  6.1788
  59  0.666199  3.7567  4.6765 -0.4349  6.3310  6.5716  6.0056  5.6454  5.2711  4.7900  4.4446  4.3904  5.7617  6.1259
  60  0.671182  3.7592  4.6711 -0.4161  6.2618  6.5122  5.9558  5.6005  5.2308  4.7554  4.4132  4.3609  5.7154  6.0739
  61  0.676101  3.7617  4.6657 -0.3976  6.1941  6.4538  5.9069  5.5564  5.1911  4.7214  4.3823  4.3318  5.6699  6.0226
  62  0.680959  3.7642  4.6603 -0.3792  6.1287  6.3969  5.8588  5.5129  5.1517  4.6876  4.3517  4.3030  5.6249  5.9723
  63  0.685761  3.7666  4.6550 -0.3611  6.0654  6.3413  5.8115  5.4698  5.1126  4.6541  4.3215  4.2746  5.5806  5.9230
  64  0.690510  3.7690  4.6497 -0.3432  6.0038  6.2868  5.7648  5.4273  5.0738  4.6208  4.2917  4.2464  5.5368  5.8744
  65  0.695203  3.7714  4.6445 -0.3255  5.9433  6.2331  5.7189  5.3852  5.0354  4.5880  4.2624  4.2187  5.4935  5.8264
  66  0.699853  3.7738  4.6394 -0.3079  5.8839  6.1800  5.6733  5.3437  4.9976  4.5556  4.2336  4.1914  5.4508  5.7790
  67  0.704439  3.7762  4.6343 -0.2906  5.8258  6.1277  5.6285  5.3027  4.9603  4.5238  4.2051  4.1645  5.4087  5.7323
  68  0.708958  3.7785  4.6294 -0.2735  5.7690  6.0764  5.5844  5.2626  4.9237  4.4924  4.1773  4.1382  5.3672  5.6864
  69  0.713410  3.7809  4.6246 -0.2567  5.7134  6.0258  5.5409  5.2229  4.8877  4.4616  4.1498  4.1123  5.3263  5.6410
  70  0.717792  3.7831  4.6199 -0.2401  5.6590  5.9760  5.4980  5.1840  4.8523  4.4314  4.1228  4.0868  5.2861  5.5964
  71  0.722113  3.7854  4.6152 -0.2237  5.6056  5.9269  5.4558  5.1456  4.8175  4.4017  4.0964  4.0618  5.2466  5.5524
  72  0.726371  3.7876  4.6104 -0.2075  5.5531  5.8785  5.4142  5.1079  4.7833  4.3724  4.0703  4.0372  5.2076  5.5091
  73  0.730569  3.7898  4.6056 -0.1916  5.5019  5.8309  5.3733  5.0707  4.7495  4.3434  4.0444  4.0128  5.1691  5.4666
  74  0.734709  3.7919  4.6008 -0.1759  5.4519  5.7841  5.3329  5.0339  4.7162  4.3147  4.0187  3.9885  5.1311  5.4246
  75  0.738788  3.7940  4.5958 -0.1603  5.4035  5.7382  5.2930  4.9973  4.6828  4.2860  3.9932  3.9641  5.0935  5.3832
  76  0.742815  3.7960  4.5907 -0.1449  5.3563  5.6932  5.2537  4.9611  4.6496  4.2574  3.9677  3.9398  5.0563  5.3424
  77  0.746788  3.7979  4.5856 -0.1297  5.3101  5.6488  5.2148  4.9254  4.6169  4.2290  3.9423  3.9155  5.0195  5.3021
  78  0.750707  3.7997  4.5802 -0.1146  5.2645  5.6050  5.1766  4.8904  4.5848  4.2008  3.9168  3.8913  4.9834  5.2625
  79  0.754573  3.8015  4.5748 -0.0997  5.2190  5.5615  5.1391  4.8562  4.5537  4.1733  3.8913  3.8672  4.9480  5.2235
  80  0.758379  3.8033  4.5692 -0.0850  5.1743  5.5185  5.1019  4.8224  4.5228  4.1458  3.8658  3.8431  4.9130  5.1849
  81  0.762130  3.8050  4.5634 -0.0704  5.1305  5.4760  5.0652  4.7889  4.4921  4.1185  3.8404  3.8191  4.8783  5.1467
  82  0.767612  3.8074  4.5548 -0.0490  5.0675  5.4143  5.0109  4.7389  4.4462  4.0776  3.8029  3.7832  4.8269  5.0907
  83  0.773082  3.8098  4.5460 -0.0275  5.0061  5.3531  4.9562  4.6880  4.3990  4.0358  3.7650  3.7466  4.7747  5.0343
  84  0.778533  3.8121  4.5369 -0.0059  4.9455  5.2920  4.9012  4.6368  4.3512  3.9935  3.7268  3.7095  4.7222  4.9779
  85  0.783960  3.8143  4.5275  0.0155  4.8853  5.2309  4.8463  4.5854  4.3034  3.9509  3.6884  3.6720  4.6695  4.9213
  86  0.789366  3.8166  4.5179  0.0371  4.8252  5.1699  4.7913  4.5340  4.2556  3.9083  3.6497  3.6345  4.6169  4.8649
  87  0.794754  3.8188  4.5083  0.0587  4.7655  5.1087  4.7363  4.4826  4.2077  3.8656  3.6108  3.5967  4.5642  4.8083
  88  0.800130  3.8210  4.4985  0.0803  4.7062  5.0476  4.6812  4.4311  4.1599  3.8227  3.5721  3.5588  4.5115  4.7517
  89  0.805491  3.8233  4.4886  0.1019  4.6473  4.9865  4.6260  4.3796  4.1119  3.7798  3.5330  3.5209  4.4587  4.6950
  90  0.810852  3.8254  4.4785  0.1235  4.5887  4.9253  4.5707  4.3278  4.0635  3.7365  3.4936  3.4824  4.4055  4.6382
  91  0.816221  3.8276  4.4683  0.1454  4.5297  4.8637  4.5149  4.2757  4.0149  3.6928  3.4540  3.4437  4.3520  4.5810
  92  0.821600  3.8298  4.4579  0.1675  4.4706  4.8015  4.4586  4.2229  3.9658  3.6487  3.4138  3.4045  4.2980  4.5232
  93  0.826977  3.8320  4.4473  0.1896  4.4111  4.7386  4.4016  4.1695  3.9160  3.6041  3.3734  3.3649  4.2433  4.4647
  94  0.832334  3.8343  4.4366  0.2121  4.3513  4.6750  4.3439  4.1157  3.8659  3.5591  3.3327  3.3251  4.1880  4.4057
  95  0.837640  3.8365  4.4258  0.2348  4.2913  4.6110  4.2859  4.0614  3.8153  3.5139  3.2917  3.2849  4.1323  4.3462
  96  0.842861  3.8388  4.4150  0.2574  4.2313  4.5467  4.2277  4.0069  3.7646  3.4685  3.2508  3.2448  4.0764  4.2865
  97  0.847958  3.8411  4.4041  0.2800  4.1717  4.4824  4.1695  3.9525  3.7141  3.4234  3.2102  3.2049  4.0206  4.2266
  98  0.852903  3.8434  4.3933  0.3025  4.1125  4.4184  4.1115  3.8984  3.6640  3.3786  3.1699  3.1653  3.9651  4.1672
  99  0.857714  3.8457  4.3826  0.3249  4.0539  4.3548  4.0539  3.8447  3.6142  3.3341  3.1299  3.1261  3.9099  4.1081
 100  0.862374  3.8480  4.3719  0.3470  3.9959  4.2919  3.9970  3.7916  3.5649  3.2902  3.0904  3.0873  3.8553  4.0497
 101  0.866869  3.8502  4.3611  0.3688  3.9390  4.2298  3.9408  3.7391  3.5163  3.2468  3.0514  3.0489  3.8014  3.9920
 102  0.871196  3.8523  4.3505  0.3903  3.8829  4.1686  3.8854  3.6874  3.4683  3.2040  3.0129  3.0111  3.7482  3.9352
 103  0.875357  3.8544  4.3400  0.4114  3.8280  4.1085  3.8309  3.6364  3.4212  3.1617  2.9749  2.9737  3.6958  3.8793
 104  0.879353  3.8565  4.3294  0.4323  3.7742  4.0493  3.7771  3.5863  3.3746  3.1200  2.9373  2.9366  3.6443  3.8244
 105  0.883196  3.8585  4.3189  0.4527  3.7212  3.9913  3.7242  3.5367  3.3286  3.0787  2.9000  2.8999  3.5934  3.7701
 106  0.886898  3.8605  4.3084  0.4729  3.6693  3.9341  3.6721  3.4880  3.2832  3.0379  2.8631  2.8634  3.5433  3.7168
 107  0.890468  3.8625  4.2980  0.4927  3.6182  3.8778  3.6207  3.4398  3.2385  2.9977  2.8267  2.8275  3.4939  3.6641
 108  0.893921  3.8644  4.2877  0.5124  3.5679  3.8222  3.5700  3.3923  3.1944  2.9581  2.7908  2.7920  3.4450  3.6122
 109  0.897269  3.8663  4.2776  0.5318  3.5183  3.7671  3.5198  3.3454  3.1510  2.9190  2.7554  2.7571  3.3968  3.5608
 110  0.900525  3.8682  4.2673  0.5511  3.4693  3.7126  3.4702  3.2991  3.1080  2.8803  2.7204  2.7226  3.3491  3.5100
 111  0.903682  3.8700  4.2571  0.5700  3.4211  3.6586  3.4213  3.2536  3.0660  2.8423  2.6861  2.6888  3.3022  3.4599
 112  0.904545  3.8706  4.2545  0.5754  3.4075  3.6431  3.4075  3.2409  3.0544  2.8320  2.6770  2.6798  3.2890  3.4456
 113  0.905405  3.8712  4.2520  0.5808  3.3937  3.6272  3.3935  3.2281  3.0428  2.8219  2.6681  2.6711  3.2756  3.4311
 114  0.906262  3.8719  4.2495  0.5863  3.3799  3.6114  3.3795  3.2152  3.0312  2.8118  2.6593  2.6625  3.2623  3.4166
 115  0.907118  3.8726  4.2473  0.5919  3.3658  3.5951  3.3651  3.2023  3.0197  2.8019  2.6508  2.6543  3.2489  3.4019
 116  0.907972  3.8733  4.2451  0.5974  3.3517  3.5788  3.3509  3.1894  3.0082  2.7921  2.6423  2.6460  3.2354  3.3872
 117  0.908824  3.8740  4.2429  0.6029  3.3375  3.5623  3.3365  3.1764  2.9966  2.7822  2.6339  2.6379  3.2218  3.3723
 118  0.909673  3.8748  4.2405  0.6086  3.3231  3.5457  3.3220  3.1633  2.9849  2.7721  2.6251  2.6294  3.2081  3.3572
 119  0.910519  3.8755  4.2380  0.6143  3.3086  3.5291  3.3074  3.1499  2.9729  2.7617  2.6161  2.6206  3.1942  3.3421
 120  0.911361  3.8760  4.2353  0.6200  3.2940  3.5124  3.2925  3.1364  2.9606  2.7508  2.6066  2.6112  3.1801  3.3267
 121  0.912199  3.8766  4.2322  0.6258  3.2792  3.4957  3.2775  3.1225  2.9479  2.7395  2.5965  2.6013  3.1657  3.3113
 122  0.913030  3.8772  4.2290  0.6317  3.2642  3.4789  3.2623  3.1084  2.9348  2.7278  2.5859  2.5909  3.1511  3.2957
 123  0.913857  3.8777  4.2255  0.6377  3.2491  3.4620  3.2470  3.0940  2.9215  2.7158  2.5749  2.5799  3.1363  3.2800
 124  0.914680  3.8782  4.2218  0.6437  3.2338  3.4451  3.2315  3.0794  2.9080  2.7032  2.5634  2.5686  3.1213  3.2641
 125  0.915497  3.8787  4.2180  0.6498  3.2184  3.4279  3.2157  3.0646  2.8941  2.6905  2.5516  2.5570  3.1061  3.2481
 126  0.916309  3.8791  4.2140  0.6560  3.2029  3.4108  3.1998  3.0496  2.8800  2.6775  2.5395  2.5450  3.0907  3.2319
 127  0.917118  3.8795  4.2098  0.6622  3.1872  3.3935  3.1838  3.0344  2.8657  2.6642  2.5271  2.5327  3.0752  3.2156
 128  0.917921  3.8799  4.2055  0.6685  3.1714  3.3763  3.1677  3.0190  2.8512  2.6505  2.5143  2.5200  3.0595  3.1992
 129  0.918719  3.8803  4.2010  0.6748  3.1554  3.3589  3.1514  3.0035  2.8364  2.6367  2.5012  2.5069  3.0437  3.1826
 130  0.919511  3.8807  4.1964  0.6812  3.1393  3.3414  3.1349  2.9877  2.8212  2.6224  2.4877  2.4935  3.0276  3.1659
 131  0.920298  3.8810  4.1916  0.6877  3.1230  3.3239  3.1183  2.9717  2.8058  2.6079  2.4738  2.4796  3.0112  3.1490
 132  0.921079  3.8813  4.1866  0.6942  3.1066  3.3063  3.1015  2.9555  2.7902  2.5929  2.4596  2.4654  2.9948  3.1321
 133  0.921852  3.8815  4.1814  0.7008  3.0901  3.2886  3.0846  2.9391  2.7744  2.5777  2.4450  2.4509  2.9781  3.1149
 134  0.922620  3.8817  4.1759  0.7075  3.0734  3.2709  3.0676  2.9224  2.7582  2.5621  2.4298  2.4357  2.9613  3.0977
 135  0.923378  3.8818  4.1699  0.7142  3.0567  3.2531  3.0502  2.9054  2.7416  2.5458  2.4137  2.4197  2.9443  3.0804
 136  0.924128  3.8819  4.1637  0.7210  3.0399  3.2354  3.0329  2.8883  2.7246  2.5289  2.3971  2.4030  2.9270  3.0630
 137  0.924871  3.8818  4.1571  0.7278  3.0231  3.2177  3.0154  2.8709  2.7074  2.5117  2.3800  2.3859  2.9095  3.0454
 138  0.925605  3.8818  4.1503  0.7347  3.0061  3.2000  2.9977  2.8533  2.6898  2.4940  2.3622  2.3682  2.8919  3.0278
 139  0.926330  3.8816  4.1431  0.7417  2.9891  3.1823  2.9799  2.8354  2.6717  2.4758  2.3439  2.3498  2.8741  3.0100
 140  0.927046  3.8814  4.1356  0.7487  2.9720  3.1645  2.9620  2.8173  2.6534  2.4571  2.3250  2.3309  2.8560  2.9921
 141  0.927753  3.8811  4.1277  0.7558  2.9548  3.1469  2.9440  2.7990  2.6348  2.4379  2.3053  2.3112  2.8378  2.9742
 142  0.928449  3.8808  4.1194  0.7629  2.9376  3.1293  2.9258  2.7804  2.6157  2.4181  2.2850  2.2906  2.8194  2.9562
 143  0.929134  3.8803  4.1107  0.7702  2.9204  3.1118  2.9075  2.7615  2.5962  2.3975  2.2637  2.2693  2.8008  2.9380
 144  0.929806  3.8798  4.1016  0.7775  2.9030  3.0944  2.8891  2.7423  2.5762  2.3764  2.2417  2.2471  2.7819  2.9199
 145  0.930467  3.8791  4.0919  0.7848  2.8857  3.0772  2.8706  2.7229  2.5557  2.3543  2.2186  2.2239  2.7627  2.9017
 146  0.931115  3.8783  4.0818  0.7921  2.8683  3.0602  2.8520  2.7032  2.5348  2.3317  2.1947  2.1998  2.7435  2.8835
 147  0.931750  3.8774  4.0710  0.7995  2.8510  3.0434  2.8334  2.6832  2.5133  2.3083  2.1697  2.1746  2.7241  2.8653
 148  0.932368  3.8764  4.0597  0.8070  2.8338  3.0269  2.8147  2.6629  2.4914  2.2840  2.1436  2.1483  2.7044  2.8472
 149  0.932974  3.8752  4.0478  0.8144  2.8167  3.0107  2.7960  2.6424  2.4690  2.2590  2.1164  2.1208  2.6847  2.8291
 150  0.933562  3.8739  4.0352  0.8219  2.7998  2.9949  2.7773  2.6217  2.4460  2.2330  2.0880  2.0922  2.6648  2.8112
 151  0.934134  3.8723  4.0219  0.8295  2.7830  2.9795  2.7586  2.6007  2.4226  2.2061  2.0583  2.0622  2.6448  2.7934
 152  0.934688  3.8706  4.0077  0.8370  2.7666  2.9645  2.7401  2.5796  2.3987  2.1782  2.0273  2.0310  2.6248  2.7759
 153  0.935226  3.8687  3.9929  0.8446  2.7504  2.9501  2.7217  2.5583  2.3743  2.1495  1.9950  1.9984  2.6047  2.7585
 154  0.935743  3.8666  3.9772  0.8521  2.7345  2.9364  2.7034  2.5369  2.3495  2.1198  1.9614  1.9644  2.5845  2.7413
 155  0.936243  3.8644  3.9606  0.8596  2.7190  2.9233  2.6853  2.5153  2.3241  2.0890  1.9265  1.9289  2.5643  2.7246
 156  0.936721  3.8619  3.9433  0.8671  2.7040  2.9110  2.6675  2.4936  2.2983  2.0574  1.8900  1.8920  2.5441  2.7082
 157  0.937179  3.8591  3.9250  0.8746  2.6894  2.8996  2.6500  2.4718  2.2720  2.0247  1.8521  1.8535  2.5240  2.6922
 158  0.937617  3.8561  3.9058  0.8820  2.6755  2.8891  2.6328  2.4500  2.2452  1.9910  1.8127  1.8133  2.5040  2.6768
 159  0.938037  3.8529  3.8859  0.8894  2.6621  2.8795  2.6160  2.4282  2.2183  1.9565  1.7719  1.7720  2.4841  2.6618
 160  0.938437  3.8496  3.8652  0.8967  2.6495  2.8708  2.5996  2.4064  2.1910  1.9211  1.7300  1.7292  2.4644  2.6474
 161  0.938818  3.8460  3.8438  0.9039  2.6377  2.8632  2.5836  2.3847  2.1634  1.8848  1.6867  1.6851  2.4449  2.6336
 162  0.939080  3.8432  3.8279  0.9090  2.6298  2.8584  2.5725  2.3693  2.1433  1.8583  1.6547  1.6523  2.4311  2.6241
 163  0.939338  3.8404  3.8114  0.9143  2.6223  2.8538  2.5613  2.3535  2.1228  1.8309  1.6216  1.6186  2.4170  2.6146
 164  0.939593  3.8374  3.7945  0.9195  2.6149  2.8497  2.5500  2.3375  2.1019  1.8027  1.5876  1.5837  2.4027  2.6051
 165  0.939845  3.8344  3.7770  0.9249  2.6078  2.8460  2.5387  2.3211  2.0805  1.7740  1.5526  1.5480  2.3882  2.5957
 166  0.940094  3.8312  3.7592  0.9304  2.6009  2.8422  2.5272  2.3046  2.0588  1.7448  1.5172  1.5116  2.3736  2.5863
 167  0.940338  3.8280  3.7408  0.9359  2.5944  2.8386  2.5157  2.2879  2.0369  1.7149  1.4808  1.4742  2.3588  2.5768
 168  0.940579  3.8247  3.7219  0.9414  2.5883  2.8352  2.5043  2.2712  2.0148  1.6847  1.4439  1.4363  2.3440  2.5675
 169  0.940817  3.8212  3.7025  0.9471  2.5828  2.8323  2.4930  2.2542  1.9923  1.6538  1.4059  1.3973  2.3291  2.5583
 170  0.941051  3.8175  3.6823  0.9527  2.5784  2.8304  2.4813  2.2364  1.9684  1.6214  1.3669  1.3566  2.3135  2.5491
 171  0.941281  3.8137  3.6614  0.9584  2.5752  2.8296  2.4697  2.2181  1.9437  1.5879  1.3263  1.3143  2.2975  2.5401
 172  0.941507  3.8098  3.6401  0.9640  2.5729  2.8287  2.4588  2.2009  1.9201  1.5546  1.2852  1.2717  2.2824  2.5318
 173  0.941732  3.8056  3.6181  0.9696  2.5717  2.8284  2.4485  2.1841  1.8969  1.5210  1.2432  1.2283  2.2679  2.5241
 174  0.941955  3.8014  3.5956  0.9752  2.5718  2.8294  2.4387  2.1673  1.8733  1.4867  1.2000  1.1837  2.2535  2.5173
 175  0.942177  3.7969  3.5726  0.9806  2.5732  2.8312  2.4294  2.1509  1.8501  1.4520  1.1562  1.1383  2.2394  2.5109
 176  0.942399  3.7924  3.5491  0.9859  2.5771  2.8347  2.4205  2.1345  1.8263  1.4170  1.1119  1.0921  2.2254  2.5052
 177  0.942624  3.7877  3.5252  0.9910  2.5862  2.8422  2.4113  2.1160  1.7993  1.3793  1.0670  1.0435  2.2102  2.5000
 178  0.942851  3.7828  3.5010  0.9959  2.5967  2.8498  2.4033  2.0991  1.7742  1.3430  1.0227  0.9960  2.1962  2.4958
 179  0.943083  3.7779  3.4767  1.0007  2.6071  2.8565  2.3965  2.0846  1.7522  1.3089  0.9791  0.9502  2.1841  2.4926
 180  0.943317  3.7730  3.4527  1.0053  2.6202  2.8648  2.3905  2.0702  1.7301  1.2745  0.9355  0.9039  2.1723  2.4903
 181  0.943554  3.7684  3.4293  1.0101  2.6338  2.8724  2.3839  2.0559  1.7082  1.2408  0.8928  0.8587  2.1603  2.4875
 182  0.943777  3.7641  3.4074  1.0153  2.6454  2.8775  2.3761  2.0408  1.6864  1.2082  0.8523  0.8158  2.1475  2.4829
 183  0.943997  3.7604  3.3863  1.0215  2.6536  2.8787  2.3650  2.0233  1.6627  1.1753  0.8126  0.7738  2.1319  2.4749
 184  0.944212  3.7571  3.3659  1.0290  2.6569  2.8750  2.3503  2.0027  1.6368  1.1413  0.7731  0.7320  2.1131  2.4630
 185  0.944419  3.7545  3.3461  1.0382  2.6529  2.8647  2.3308  1.9786  1.6082  1.1060  0.7331  0.6902  2.0904  2.4458
 186  0.944619  3.7520  3.3267  1.0478  2.6468  2.8524  2.3102  1.9536  1.5794  1.0707  0.6931  0.6488  2.0667  2.4272
 187  0.944811  3.7500  3.3079  1.0586  2.6348  2.8349  2.2859  1.9258  1.5483  1.0344  0.6531  0.6075  2.0399  2.4047
 188  0.944998  3.7482  3.2896  1.0700  2.6198  2.8148  2.2598  1.8966  1.5161  0.9978  0.6134  0.5668  2.0116  2.3801
 189  0.945179  3.7467  3.2718  1.0819  2.6028  2.7929  2.2322  1.8661  1.4830  0.9610  0.5742  0.5265  1.9819  2.3539
 190  0.945356  3.7454  3.2544  1.0944  2.5825  2.7684  2.2031  1.8346  1.4492  0.9240  0.5353  0.4867  1.9511  2.3259
 191  0.945531  3.7442  3.2370  1.1068  2.5623  2.7438  2.1739  1.8030  1.4155  0.8872  0.4964  0.4471  1.9201  2.2977
 192  0.945701  3.7432  3.2202  1.1196  2.5393  2.7171  2.1434  1.7706  1.3813  0.8505  0.4580  0.4079  1.8883  2.2681
 193  0.945871  3.7422  3.2036  1.1324  2.5160  2.6902  2.1128  1.7381  1.3472  0.8138  0.4196  0.3689  1.8564  2.2384
 194  0.946039  3.7413  3.1871  1.1455  2.4910  2.6619  2.0815  1.7053  1.3130  0.7773  0.3815  0.3303  1.8240  2.2079
