NUMBER OF AGES= 1 MAGS=10
----------------------------------------------------       
MIX-LEN  Y      Z          Zeff        [Fe/H] [a/Fe]
 1.9380  0.2452 1.3168E-04 1.7223E-04  -2.00  -0.20 
----------------------------------------------------       
**PHOTOMETRIC SYSTEM**: Bessell UBV(RI)c + 2MASS JHKs + Kepler (Vega)
----------------------------------------------------       
AGE= 8.000 EEPS=268
#EEP   M    LogTeff  LogG   LogL U       B       V       R       I       J       H       Ks      Kp      D51
 115  0.872711  3.8585  4.2319  0.5344  3.5228  3.7797  3.5162  3.3306  3.1240  2.8743  2.6965  2.6968  3.3863  3.5614
 116  0.873521  3.8591  4.2291  0.5400  3.5083  3.7636  3.5017  3.3170  3.1115  2.8633  2.6866  2.6870  3.3724  3.5465
 117  0.874332  3.8597  4.2265  0.5456  3.4936  3.7472  3.4870  3.3034  3.0991  2.8522  2.6768  2.6773  3.3583  3.5313
 118  0.875140  3.8604  4.2236  0.5513  3.4787  3.7309  3.4721  3.2896  3.0864  2.8409  2.6668  2.6675  3.3441  3.5161
 119  0.875946  3.8610  4.2206  0.5571  3.4639  3.7143  3.4571  3.2757  3.0734  2.8294  2.6565  2.6573  3.3297  3.5007
 120  0.876750  3.8615  4.2174  0.5629  3.4489  3.6977  3.4420  3.2615  3.0602  2.8175  2.6458  2.6467  3.3151  3.4852
 121  0.877548  3.8621  4.2139  0.5689  3.4337  3.6811  3.4266  3.2470  3.0467  2.8052  2.6345  2.6356  3.3003  3.4695
 122  0.878343  3.8625  4.2102  0.5749  3.4184  3.6642  3.4111  3.2323  3.0329  2.7925  2.6227  2.6238  3.2853  3.4537
 123  0.879133  3.8630  4.2062  0.5810  3.4030  3.6473  3.3954  3.2174  3.0188  2.7793  2.6104  2.6117  3.2700  3.4377
 124  0.879919  3.8634  4.2020  0.5872  3.3874  3.6303  3.3795  3.2023  3.0044  2.7659  2.5979  2.5993  3.2546  3.4216
 125  0.880701  3.8638  4.1977  0.5934  3.3717  3.6131  3.3634  3.1869  2.9898  2.7522  2.5850  2.5864  3.2390  3.4052
 126  0.881479  3.8641  4.1932  0.5997  3.3558  3.5959  3.3472  3.1714  2.9750  2.7382  2.5716  2.5733  3.2231  3.3887
 127  0.882252  3.8645  4.1886  0.6061  3.3398  3.5785  3.3308  3.1557  2.9600  2.7240  2.5582  2.5599  3.2071  3.3721
 128  0.883022  3.8648  4.1838  0.6125  3.3237  3.5610  3.3144  3.1398  2.9446  2.7094  2.5443  2.5461  3.1910  3.3553
 129  0.883787  3.8651  4.1789  0.6190  3.3075  3.5434  3.2977  3.1236  2.9291  2.6946  2.5302  2.5320  3.1746  3.3384
 130  0.884546  3.8654  4.1738  0.6256  3.2911  3.5257  3.2808  3.1073  2.9134  2.6796  2.5157  2.5176  3.1581  3.3213
 131  0.885302  3.8656  4.1685  0.6322  3.2746  3.5079  3.2638  3.0908  2.8975  2.6642  2.5009  2.5029  3.1414  3.3041
 132  0.886050  3.8658  4.1631  0.6389  3.2580  3.4899  3.2466  3.0741  2.8813  2.6486  2.4858  2.4878  3.1245  3.2868
 133  0.886794  3.8660  4.1574  0.6457  3.2412  3.4718  3.2293  3.0573  2.8649  2.6326  2.4702  2.4724  3.1074  3.2693
 134  0.887530  3.8662  4.1514  0.6525  3.2243  3.4538  3.2118  3.0401  2.8481  2.6161  2.4540  2.4562  3.0901  3.2517
 135  0.888259  3.8661  4.1449  0.6595  3.2074  3.4358  3.1942  3.0227  2.8308  2.5990  2.4371  2.4392  3.0726  3.2339
 136  0.888978  3.8661  4.1382  0.6664  3.1903  3.4178  3.1763  3.0050  2.8133  2.5813  2.4195  2.4217  3.0549  3.2161
 137  0.889692  3.8660  4.1312  0.6735  3.1732  3.3997  3.1584  2.9871  2.7954  2.5633  2.4014  2.4036  3.0369  3.1981
 138  0.890397  3.8659  4.1239  0.6806  3.1560  3.3816  3.1403  2.9690  2.7772  2.5448  2.3828  2.3850  3.0188  3.1801
 139  0.891093  3.8657  4.1162  0.6878  3.1386  3.3635  3.1221  2.9506  2.7586  2.5258  2.3634  2.3657  3.0005  3.1619
 140  0.891780  3.8654  4.1082  0.6950  3.1213  3.3455  3.1037  2.9320  2.7397  2.5063  2.3435  2.3457  2.9820  3.1436
 141  0.892458  3.8650  4.0998  0.7023  3.1039  3.3275  3.0852  2.9132  2.7203  2.4862  2.3228  2.3251  2.9633  3.1253
 142  0.893124  3.8646  4.0910  0.7097  3.0864  3.3096  3.0667  2.8941  2.7007  2.4656  2.3015  2.3035  2.9444  3.1069
 143  0.893780  3.8641  4.0818  0.7172  3.0689  3.2917  3.0480  2.8747  2.6806  2.4443  2.2793  2.2813  2.9252  3.0885
 144  0.894424  3.8634  4.0721  0.7246  3.0514  3.2740  3.0292  2.8551  2.6601  2.4224  2.2563  2.2582  2.9059  3.0700
 145  0.895056  3.8627  4.0618  0.7323  3.0339  3.2564  3.0103  2.8352  2.6392  2.3996  2.2322  2.2341  2.8864  3.0513
 146  0.895675  3.8618  4.0511  0.7399  3.0164  3.2391  2.9914  2.8151  2.6178  2.3763  2.2073  2.2091  2.8667  3.0328
 147  0.896278  3.8608  4.0398  0.7475  2.9990  3.2219  2.9724  2.7947  2.5960  2.3522  2.1815  2.1831  2.8469  3.0143
 148  0.896869  3.8597  4.0279  0.7552  2.9818  3.2052  2.9534  2.7741  2.5736  2.3273  2.1545  2.1558  2.8269  2.9959
 149  0.897444  3.8584  4.0153  0.7630  2.9646  3.1887  2.9342  2.7533  2.5509  2.3016  2.1264  2.1275  2.8068  2.9776
 150  0.898003  3.8570  4.0020  0.7707  2.9476  3.1726  2.9153  2.7322  2.5276  2.2749  2.0971  2.0979  2.7865  2.9593
 151  0.898545  3.8554  3.9881  0.7785  2.9308  3.1571  2.8963  2.7109  2.5036  2.2473  2.0665  2.0669  2.7661  2.9413
 152  0.899070  3.8536  3.9735  0.7864  2.9142  3.1420  2.8774  2.6893  2.4792  2.2187  2.0344  2.0346  2.7455  2.9234
 153  0.899578  3.8517  3.9581  0.7942  2.8979  3.1275  2.8586  2.6676  2.4544  2.1892  2.0013  2.0010  2.7248  2.9057
 154  0.900067  3.8496  3.9420  0.8020  2.8819  3.1136  2.8400  2.6457  2.4291  2.1589  1.9669  1.9661  2.7042  2.8883
 155  0.900538  3.8473  3.9253  0.8099  2.8664  3.1002  2.8215  2.6237  2.4034  2.1277  1.9313  1.9300  2.6835  2.8711
 156  0.900992  3.8449  3.9080  0.8177  2.8512  3.0874  2.8032  2.6014  2.3773  2.0959  1.8947  1.8928  2.6628  2.8542
 157  0.901427  3.8423  3.8901  0.8255  2.8365  3.0750  2.7850  2.5792  2.3509  2.0632  1.8569  1.8544  2.6421  2.8375
 158  0.901845  3.8396  3.8715  0.8333  2.8224  3.0634  2.7671  2.5569  2.3241  2.0298  1.8182  1.8149  2.6214  2.8212
 159  0.902244  3.8366  3.8523  0.8411  2.8089  3.0527  2.7492  2.5346  2.2970  1.9958  1.7782  1.7741  2.6008  2.8052
 160  0.902626  3.8337  3.8324  0.8489  2.7960  3.0427  2.7318  2.5121  2.2695  1.9609  1.7372  1.7322  2.5802  2.7897
 161  0.902990  3.8304  3.8118  0.8566  2.7838  3.0334  2.7147  2.4898  2.2419  1.9254  1.6952  1.6893  2.5597  2.7746
 162  0.903229  3.8281  3.7974  0.8619  2.7760  3.0274  2.7031  2.4745  2.2229  1.9007  1.6659  1.6593  2.5458  2.7645
 163  0.903466  3.8256  3.7824  0.8672  2.7684  3.0216  2.6915  2.4591  2.2035  1.8754  1.6357  1.6285  2.5317  2.7543
 164  0.903699  3.8230  3.7668  0.8726  2.7612  3.0161  2.6800  2.4435  2.1839  1.8495  1.6046  1.5966  2.5175  2.7444
 165  0.903928  3.8203  3.7506  0.8780  2.7544  3.0111  2.6683  2.4275  2.1635  1.8227  1.5726  1.5636  2.5031  2.7344
 166  0.904154  3.8175  3.7339  0.8835  2.7483  3.0068  2.6562  2.4105  2.1418  1.7946  1.5394  1.5291  2.4878  2.7242
 167  0.904377  3.8145  3.7165  0.8891  2.7431  3.0033  2.6439  2.3929  2.1193  1.7653  1.5050  1.4930  2.4723  2.7141
 168  0.904595  3.8114  3.6988  0.8946  2.7383  2.9999  2.6322  2.3760  2.0972  1.7360  1.4699  1.4566  2.4571  2.7044
 169  0.904812  3.8082  3.6803  0.9002  2.7344  2.9965  2.6209  2.3597  2.0759  1.7066  1.4339  1.4195  2.4425  2.6952
 170  0.905025  3.8048  3.6613  0.9058  2.7311  2.9937  2.6099  2.3434  2.0544  1.6765  1.3969  1.3814  2.4280  2.6865
 171  0.905237  3.8013  3.6417  0.9114  2.7289  2.9918  2.5992  2.3270  2.0324  1.6456  1.3588  1.3420  2.4134  2.6781
 172  0.905445  3.7977  3.6218  0.9170  2.7275  2.9905  2.5887  2.3108  2.0105  1.6146  1.3202  1.3023  2.3992  2.6700
 173  0.905654  3.7939  3.6015  0.9225  2.7273  2.9900  2.5786  2.2947  1.9886  1.5831  1.2811  1.2617  2.3850  2.6624
 174  0.905863  3.7901  3.5807  0.9279  2.7304  2.9918  2.5683  2.2774  1.9647  1.5502  1.2414  1.2196  2.3700  2.6551
 175  0.906071  3.7861  3.5595  0.9332  2.7363  2.9957  2.5580  2.2591  1.9394  1.5160  1.2012  1.1762  2.3546  2.6483
 176  0.906281  3.7819  3.5379  0.9384  2.7426  2.9989  2.5488  2.2429  1.9164  1.4832  1.1613  1.1337  2.3406  2.6422
 177  0.906491  3.7776  3.5158  0.9433  2.7498  3.0024  2.5405  2.2277  1.8947  1.4510  1.1211  1.0916  2.3276  2.6371
 178  0.906700  3.7733  3.4936  0.9484  2.7595  3.0075  2.5326  2.2125  1.8725  1.4181  1.0800  1.0482  2.3147  2.6326
 179  0.906911  3.7693  3.4723  0.9536  2.7685  3.0112  2.5242  2.1972  1.8508  1.3861  1.0404  1.0064  2.3015  2.6272
 180  0.907117  3.7656  3.4520  0.9593  2.7756  3.0126  2.5145  2.1812  1.8289  1.3549  1.0023  0.9662  2.2875  2.6204
 181  0.907313  3.7622  3.4327  0.9653  2.7809  3.0119  2.5033  2.1644  1.8068  1.3243  0.9655  0.9274  2.2722  2.6118
 182  0.907521  3.7590  3.4124  0.9729  2.7833  3.0077  2.4884  2.1439  1.7810  1.2904  0.9258  0.8857  2.2535  2.5996
 183  0.907722  3.7561  3.3925  0.9814  2.7817  2.9995  2.4706  2.1210  1.7533  1.2556  0.8862  0.8441  2.2320  2.5842
 184  0.907918  3.7536  3.3730  0.9910  2.7753  2.9870  2.4497  2.0959  1.7242  1.2202  0.8462  0.8025  2.2082  2.5656
 185  0.908108  3.7516  3.3540  1.0018  2.7637  2.9700  2.4258  2.0684  1.6933  1.1838  0.8059  0.7609  2.1817  2.5433
 186  0.908292  3.7497  3.3352  1.0128  2.7510  2.9518  2.4009  2.0401  1.6618  1.1472  0.7657  0.7197  2.1544  2.5201
 187  0.908471  3.7480  3.3169  1.0247  2.7344  2.9303  2.3736  2.0099  1.6288  1.1100  0.7257  0.6785  2.1250  2.4942
 188  0.908646  3.7466  3.2990  1.0370  2.7153  2.9065  2.3447  1.9782  1.5948  1.0727  0.6861  0.6379  2.0942  2.4666
 189  0.908819  3.7453  3.2813  1.0496  2.6956  2.8822  2.3154  1.9463  1.5606  1.0352  0.6465  0.5976  2.0630  2.4384
 190  0.908987  3.7442  3.2639  1.0625  2.6732  2.8556  2.2847  1.9135  1.5258  0.9977  0.6072  0.5575  2.0309  2.4087
 191  0.909154  3.7431  3.2468  1.0756  2.6500  2.8287  2.2538  1.8806  1.4910  0.9602  0.5680  0.5175  1.9984  2.3788
 192  0.909320  3.7421  3.2299  1.0888  2.6253  2.8004  2.2222  1.8472  1.4560  0.9228  0.5291  0.4779  1.9655  2.3479
 193  0.909484  3.7413  3.2132  1.1021  2.5998  2.7716  2.1902  1.8137  1.4210  0.8855  0.4902  0.4385  1.9324  2.3167
 194  0.909647  3.7405  3.1966  1.1155  2.5734  2.7422  2.1579  1.7800  1.3860  0.8484  0.4515  0.3995  1.8991  2.2851
