NUMBER OF AGES= 1 MAGS=10
----------------------------------------------------       
MIX-LEN  Y      Z          Zeff        [Fe/H] [a/Fe]
 1.9380  0.2452 1.3168E-04 1.7223E-04  -2.00  -0.20 
----------------------------------------------------       
**PHOTOMETRIC SYSTEM**: Bessell UBV(RI)c + 2MASS JHKs + Kepler (Vega)
----------------------------------------------------       
AGE=12.000 EEPS=267
#EEP   M    LogTeff  LogG   LogL U       B       V       R       I       J       H       Ks      Kp      D51
  29  0.319669  3.6178  4.9975 -1.6301 11.6229 10.7451  9.5331  8.8132  8.1580  7.2788  6.7377  6.5760  8.9934  9.9390
  30  0.322228  3.6182  4.9955 -1.6230 11.5966 10.7225  9.5126  8.7942  8.1399  7.2621  6.7212  6.5597  8.9743  9.9167
  31  0.324600  3.6186  4.9935 -1.6163 11.5716 10.7009  9.4929  8.7761  8.1227  7.2462  6.7055  6.5440  8.9560  9.8954
  32  0.327389  3.6191  4.9913 -1.6087 11.5435 10.6766  9.4710  8.7558  8.1033  7.2283  6.6878  6.5264  8.9355  9.8716
  33  0.331233  3.6196  4.9887 -1.5990 11.5085 10.6462  9.4432  8.7299  8.0788  7.2054  6.6652  6.5041  8.9094  9.8416
  34  0.336940  3.6203  4.9853 -1.5855 11.4607 10.6045  9.4050  8.6942  8.0446  7.1735  6.6337  6.4728  8.8735  9.8005
  35  0.345632  3.6212  4.9802 -1.5654 11.3897 10.5422  9.3478  8.6407  7.9935  7.1256  6.5864  6.4259  8.8197  9.7391
  36  0.359716  3.6231  4.9697 -1.5303 11.2635 10.4325  9.2475  8.5472  7.9045  7.0426  6.5046  6.3449  8.7254  9.6310
  37  0.375955  3.6258  4.9550 -1.4852 11.0957 10.2880  9.1167  8.4264  7.7901  6.9371  6.4009  6.2427  8.6036  9.4893
  38  0.388467  3.6285  4.9414 -1.4468 10.9477 10.1619  9.0033  8.3223  7.6923  6.8476  6.3136  6.1569  8.4986  9.3658
  39  0.398673  3.6309  4.9291 -1.4135 10.8184 10.0522  8.9049  8.2324  7.6079  6.7709  6.2388  6.0837  8.4077  9.2587
  40  0.411248  3.6340  4.9138 -1.3726 10.6564  9.9154  8.7826  8.1208  7.5037  6.6765  6.1472  5.9945  8.2950  9.1253
  41  0.427950  3.6386  4.8936 -1.3166 10.4242  9.7228  8.6122  7.9668  7.3612  6.5491  6.0249  5.8761  8.1394  8.9381
  42  0.445574  3.6443  4.8727 -1.2554 10.1597  9.5068  8.4232  7.7974  7.2058  6.4122  5.8948  5.7510  7.9677  8.7298
  43  0.457611  3.6487  4.8579 -1.2116  9.9663  9.3502  8.2867  7.6755  7.0944  6.3148  5.8030  5.6633  7.8440  8.5795
  44  0.467417  3.6526  4.8457 -1.1741  9.7958  9.2146  8.1693  7.5711  6.9994  6.2324  5.7259  5.5900  7.7379  8.4502
  45  0.476287  3.6565  4.8346 -1.1390  9.6301  9.0865  8.0596  7.4737  6.9111  6.1565  5.6555  5.5232  7.6389  8.3289
  46  0.484438  3.6604  4.8246 -1.1062  9.4701  8.9651  7.9565  7.3825  6.8284  6.0859  5.5906  5.4620  7.5460  8.2149
  47  0.492384  3.6644  4.8151 -1.0737  9.3103  8.8449  7.8549  7.2927  6.7474  6.0170  5.5277  5.4027  7.4544  8.1029
  48  0.500520  3.6686  4.8057 -1.0406  9.1454  8.7213  7.7514  7.2010  6.6647  5.9471  5.4641  5.3430  7.3609  7.9893
  49  0.508680  3.6729  4.7966 -1.0070  8.9758  8.5956  7.6468  7.1085  6.5815  5.8772  5.4010  5.2838  7.2665  7.8749
  50  0.516829  3.6776  4.7879 -0.9728  8.7999  8.4671  7.5409  7.0149  6.4975  5.8071  5.3384  5.2253  7.1708  7.7591
  51  0.525104  3.6826  4.7793 -0.9376  8.6166  8.3338  7.4320  6.9189  6.4118  5.7361  5.2755  5.1667  7.0725  7.6405
  52  0.529885  3.6855  4.7745 -0.9170  8.5104  8.2559  7.3687  6.8633  6.3622  5.6953  5.2396  5.1332  7.0155  7.5720
  53  0.534683  3.6884  4.7697 -0.8965  8.4038  8.1778  7.3056  6.8076  6.3127  5.6545  5.2037  5.0998  6.9584  7.5038
  54  0.539489  3.6914  4.7649 -0.8758  8.2970  8.0998  7.2428  6.7520  6.2632  5.6137  5.1679  5.0665  6.9014  7.4360
  55  0.544306  3.6944  4.7600 -0.8550  8.1913  8.0226  7.1806  6.6969  6.2137  5.5728  5.1321  5.0329  6.8447  7.3693
  56  0.549135  3.6974  4.7550 -0.8342  8.0868  7.9458  7.1190  6.6420  6.1646  5.5320  5.0963  4.9994  6.7885  7.3031
  57  0.553951  3.7004  4.7500 -0.8135  7.9834  7.8695  7.0577  6.5875  6.1158  5.4916  5.0608  4.9662  6.7325  7.2376
  58  0.558745  3.7034  4.7450 -0.7928  7.8810  7.7934  6.9966  6.5334  6.0675  5.4516  5.0256  4.9334  6.6768  7.1724
  59  0.563498  3.7064  4.7400 -0.7721  7.7801  7.7181  6.9362  6.4797  6.0197  5.4121  4.9909  4.9009  6.6217  7.1082
  60  0.568214  3.7094  4.7351 -0.7515  7.6811  7.6439  6.8768  6.4268  5.9723  5.3727  4.9565  4.8687  6.5672  7.0449
  61  0.572879  3.7124  4.7302 -0.7311  7.5841  7.5712  6.8185  6.3745  5.9254  5.3339  4.9225  4.8369  6.5135  6.9829
  62  0.577495  3.7153  4.7252 -0.7109  7.4895  7.4999  6.7612  6.3232  5.8793  5.2956  4.8888  4.8054  6.4607  6.9221
  63  0.582060  3.7182  4.7202 -0.6909  7.3976  7.4298  6.7048  6.2727  5.8337  5.2576  4.8555  4.7741  6.4087  6.8623
  64  0.586567  3.7211  4.7151 -0.6711  7.3084  7.3613  6.6495  6.2229  5.7889  5.2202  4.8225  4.7432  6.3576  6.8038
  65  0.591015  3.7238  4.7100 -0.6515  7.2218  7.2941  6.5951  6.1741  5.7448  5.1833  4.7899  4.7125  6.3072  6.7464
  66  0.595400  3.7266  4.7049 -0.6322  7.1376  7.2282  6.5418  6.1260  5.7014  5.1469  4.7579  4.6825  6.2577  6.6901
  67  0.599727  3.7293  4.6997 -0.6132  7.0559  7.1636  6.4893  6.0786  5.6587  5.1111  4.7261  4.6527  6.2090  6.6350
  68  0.603988  3.7319  4.6944 -0.5944  6.9768  7.1004  6.4376  6.0321  5.6167  5.0758  4.6947  4.6232  6.1611  6.5808
  69  0.608174  3.7346  4.6892 -0.5758  6.9004  7.0386  6.3869  5.9863  5.5754  5.0409  4.6636  4.5938  6.1140  6.5276
  70  0.612289  3.7371  4.6838 -0.5575  6.8265  6.9783  6.3371  5.9413  5.5348  5.0064  4.6327  4.5648  6.0678  6.4753
  71  0.616328  3.7395  4.6785 -0.5395  6.7548  6.9192  6.2883  5.8971  5.4949  4.9725  4.6022  4.5361  6.0223  6.4240
  72  0.620294  3.7419  4.6731 -0.5218  6.6852  6.8617  6.2405  5.8537  5.4555  4.9389  4.5721  4.5077  5.9777  6.3739
  73  0.624182  3.7443  4.6677 -0.5043  6.6175  6.8056  6.1937  5.8112  5.4168  4.9059  4.5425  4.4797  5.9340  6.3249
  74  0.627994  3.7465  4.6623 -0.4871  6.5520  6.7507  6.1478  5.7695  5.3788  4.8735  4.5133  4.4521  5.8911  6.2769
  75  0.631734  3.7488  4.6569 -0.4701  6.4884  6.6971  6.1028  5.7285  5.3414  4.8414  4.4844  4.4248  5.8488  6.2298
  76  0.635397  3.7510  4.6515 -0.4535  6.4268  6.6449  6.0587  5.6882  5.3046  4.8098  4.4560  4.3979  5.8075  6.1838
  77  0.638988  3.7531  4.6461 -0.4371  6.3670  6.5937  6.0153  5.6487  5.2685  4.7787  4.4278  4.3712  5.7668  6.1387
  78  0.642506  3.7551  4.6406 -0.4210  6.3087  6.5437  5.9728  5.6098  5.2332  4.7481  4.4001  4.3450  5.7270  6.0943
  79  0.645958  3.7572  4.6352 -0.4051  6.2512  6.4941  5.9310  5.5719  5.1987  4.7183  4.3728  4.3193  5.6879  6.0507
  80  0.649342  3.7592  4.6298 -0.3895  6.1950  6.4454  5.8899  5.5347  5.1650  4.6891  4.3460  4.2940  5.6495  6.0077
  81  0.652653  3.7611  4.6244 -0.3742  6.1402  6.3977  5.8496  5.4982  5.1320  4.6604  4.3196  4.2691  5.6118  5.9657
  82  0.657401  3.7639  4.6165 -0.3521  6.0626  6.3295  5.7916  5.4456  5.0841  4.6187  4.2815  4.2329  5.5576  5.9052
  83  0.662115  3.7666  4.6084 -0.3299  5.9870  6.2627  5.7341  5.3928  5.0357  4.5766  4.2431  4.1965  5.5033  5.8453
  84  0.666795  3.7693  4.6001 -0.3078  5.9129  6.1963  5.6766  5.3399  4.9871  4.5341  4.2045  4.1599  5.4491  5.7856
  85  0.671443  3.7720  4.5916 -0.2856  5.8396  6.1303  5.6192  5.2870  4.9383  4.4915  4.1658  4.1229  5.3948  5.7261
  86  0.676055  3.7746  4.5830 -0.2634  5.7668  6.0643  5.5617  5.2339  4.8895  4.4488  4.1269  4.0858  5.3404  5.6664
  87  0.680632  3.7772  4.5743 -0.2410  5.6948  5.9983  5.5042  5.1809  4.8406  4.4058  4.0880  4.0486  5.2859  5.6069
  88  0.685174  3.7798  4.5653 -0.2187  5.6234  5.9326  5.4467  5.1278  4.7916  4.3627  4.0486  4.0109  5.2314  5.5472
  89  0.689678  3.7824  4.5560 -0.1962  5.5526  5.8669  5.3890  5.0745  4.7423  4.3193  4.0088  3.9730  5.1767  5.4875
  90  0.694141  3.7850  4.5465 -0.1736  5.4823  5.8011  5.3311  5.0210  4.6929  4.2755  3.9689  3.9347  5.1218  5.4276
  91  0.698557  3.7875  4.5367 -0.1510  5.4124  5.7353  5.2731  4.9673  4.6432  4.2315  3.9284  3.8959  5.0667  5.3675
  92  0.702918  3.7900  4.5267 -0.1282  5.3430  5.6694  5.2148  4.9133  4.5932  4.1871  3.8877  3.8569  5.0114  5.3074
  93  0.707205  3.7925  4.5163 -0.1054  5.2746  5.6038  5.1566  4.8592  4.5429  4.1423  3.8467  3.8173  4.9558  5.2473
  94  0.711408  3.7949  4.5057 -0.0826  5.2072  5.5385  5.0983  4.8048  4.4922  4.0971  3.8053  3.7774  4.9001  5.1873
  95  0.715526  3.7973  4.4949 -0.0598  5.1402  5.4734  5.0402  4.7505  4.4416  4.0518  3.7636  3.7372  4.8446  5.1274
  96  0.719552  3.7995  4.4836 -0.0370  5.0737  5.4084  4.9822  4.6965  4.3913  4.0064  3.7216  3.6965  4.7892  5.0676
  97  0.723485  3.8018  4.4719 -0.0141  5.0067  5.3433  4.9246  4.6431  4.3417  3.9611  3.6788  3.6556  4.7344  5.0081
  98  0.727320  3.8039  4.4599  0.0086  4.9406  5.2784  4.8672  4.5898  4.2921  3.9156  3.6356  3.6142  4.6796  4.9489
  99  0.731056  3.8059  4.4476  0.0314  4.8755  5.2141  4.8097  4.5362  4.2421  3.8697  3.5921  3.5723  4.6246  4.8898
 100  0.734691  3.8079  4.4348  0.0540  4.8124  5.1507  4.7520  4.4819  4.1909  3.8227  3.5484  3.5296  4.5690  4.8307
 101  0.738222  3.8097  4.4217  0.0767  4.7505  5.0879  4.6944  4.4273  4.1392  3.7753  3.5043  3.4864  4.5135  4.7719
 102  0.741649  3.8115  4.4082  0.0992  4.6895  5.0257  4.6370  4.3727  4.0874  3.7276  3.4597  3.4427  4.4578  4.7132
 103  0.744973  3.8132  4.3944  0.1216  4.6293  4.9638  4.5798  4.3182  4.0356  3.6797  3.4149  3.3986  4.4024  4.6549
 104  0.748193  3.8147  4.3801  0.1440  4.5697  4.9024  4.5230  4.2643  3.9842  3.6317  3.3695  3.3542  4.3474  4.5970
 105  0.751314  3.8162  4.3657  0.1662  4.5107  4.8414  4.4667  4.2106  3.9329  3.5837  3.3240  3.3096  4.2927  4.5396
 106  0.754322  3.8176  4.3508  0.1883  4.4525  4.7810  4.4107  4.1571  3.8818  3.5355  3.2781  3.2646  4.2383  4.4826
 107  0.757224  3.8188  4.3357  0.2102  4.3952  4.7213  4.3552  4.1039  3.8308  3.4873  3.2318  3.2192  4.1842  4.4260
 108  0.760026  3.8200  4.3202  0.2320  4.3387  4.6623  4.3000  4.0509  3.7799  3.4389  3.1855  3.1736  4.1304  4.3699
 109  0.762736  3.8211  4.3045  0.2535  4.2828  4.6039  4.2451  3.9980  3.7289  3.3904  3.1389  3.1277  4.0768  4.3142
 110  0.765363  3.8221  4.2887  0.2750  4.2277  4.5462  4.1906  3.9454  3.6781  3.3418  3.0922  3.0815  4.0234  4.2589
 111  0.767916  3.8231  4.2725  0.2963  4.1732  4.4891  4.1364  3.8930  3.6274  3.2932  3.0453  3.0351  3.9703  4.2040
 112  0.768635  3.8233  4.2678  0.3024  4.1577  4.4728  4.1210  3.8780  3.6128  3.2792  3.0319  3.0218  3.9552  4.1884
 113  0.769353  3.8235  4.2630  0.3085  4.1421  4.4564  4.1054  3.8628  3.5981  3.2650  3.0181  3.0082  3.9398  4.1726
 114  0.770071  3.8238  4.2583  0.3146  4.1266  4.4401  4.0899  3.8478  3.5835  3.2510  3.0045  2.9947  3.9247  4.1569
 115  0.770787  3.8240  4.2535  0.3208  4.1109  4.4237  4.0742  3.8326  3.5687  3.2367  2.9908  2.9810  3.9092  4.1410
 116  0.771501  3.8243  4.2486  0.3271  4.0948  4.4066  4.0581  3.8169  3.5536  3.2222  2.9769  2.9672  3.8934  4.1247
 117  0.772211  3.8245  4.2438  0.3334  4.0789  4.3899  4.0422  3.8015  3.5386  3.2079  2.9631  2.9535  3.8778  4.1085
 118  0.772915  3.8249  4.2392  0.3398  4.0623  4.3724  4.0256  3.7856  3.5233  3.1933  2.9492  2.9397  3.8617  4.0917
 119  0.773616  3.8253  4.2345  0.3464  4.0452  4.3545  4.0088  3.7695  3.5078  3.1788  2.9354  2.9261  3.8453  4.0746
 120  0.774313  3.8256  4.2299  0.3530  4.0282  4.3364  3.9919  3.7533  3.4924  3.1642  2.9216  2.9126  3.8289  4.0575
 121  0.775010  3.8261  4.2254  0.3596  4.0109  4.3181  3.9749  3.7370  3.4768  3.1498  2.9080  2.8991  3.8123  4.0401
 122  0.775705  3.8265  4.2208  0.3663  3.9936  4.2998  3.9578  3.7207  3.4612  3.1352  2.8942  2.8855  3.7957  4.0227
 123  0.776397  3.8269  4.2161  0.3731  3.9761  4.2812  3.9405  3.7042  3.4454  3.1204  2.8802  2.8717  3.7789  4.0052
 124  0.777087  3.8273  4.2111  0.3799  3.9586  4.2627  3.9231  3.6874  3.4294  3.1052  2.8657  2.8574  3.7619  3.9874
 125  0.777771  3.8276  4.2059  0.3868  3.9410  4.2440  3.9055  3.6704  3.4130  3.0894  2.8507  2.8426  3.7447  3.9696
 126  0.778451  3.8279  4.2003  0.3938  3.9233  4.2255  3.8877  3.6530  3.3961  3.0732  2.8349  2.8269  3.7272  3.9516
 127  0.779124  3.8281  4.1943  0.4009  3.9056  4.2068  3.8697  3.6355  3.3790  3.0565  2.8186  2.8106  3.7095  3.9335
 128  0.779793  3.8282  4.1881  0.4080  3.8878  4.1880  3.8515  3.6176  3.3615  3.0393  2.8018  2.7938  3.6915  3.9151
 129  0.780456  3.8284  4.1818  0.4153  3.8698  4.1690  3.8331  3.5996  3.3437  3.0217  2.7845  2.7767  3.6733  3.8966
 130  0.781114  3.8285  4.1752  0.4226  3.8517  4.1500  3.8146  3.5813  3.3257  3.0039  2.7669  2.7592  3.6549  3.8780
 131  0.781767  3.8285  4.1685  0.4300  3.8334  4.1308  3.7959  3.5628  3.3074  2.9859  2.7490  2.7414  3.6363  3.8592
 132  0.782415  3.8286  4.1616  0.4374  3.8151  4.1116  3.7770  3.5442  3.2888  2.9675  2.7307  2.7232  3.6176  3.8402
 133  0.783058  3.8286  4.1546  0.4449  3.7967  4.0922  3.7580  3.5253  3.2701  2.9488  2.7121  2.7046  3.5987  3.8212
 134  0.783693  3.8286  4.1473  0.4525  3.7782  4.0727  3.7388  3.5062  3.2511  2.9298  2.6931  2.6857  3.5795  3.8019
 135  0.784324  3.8286  4.1399  0.4602  3.7595  4.0532  3.7195  3.4870  3.2319  2.9105  2.6738  2.6664  3.5602  3.7825
 136  0.784947  3.8285  4.1321  0.4679  3.7408  4.0337  3.7000  3.4674  3.2123  2.8906  2.6537  2.6464  3.5407  3.7630
 137  0.785562  3.8283  4.1240  0.4757  3.7221  4.0141  3.6803  3.4476  3.1924  2.8702  2.6331  2.6257  3.5209  3.7434
 138  0.786170  3.8281  4.1156  0.4836  3.7033  3.9945  3.6605  3.4276  3.1721  2.8495  2.6119  2.6045  3.5010  3.7237
 139  0.786769  3.8278  4.1069  0.4916  3.6845  3.9749  3.6406  3.4074  3.1516  2.8283  2.5903  2.5829  3.4808  3.7039
 140  0.787361  3.8275  4.0980  0.4996  3.6656  3.9552  3.6205  3.3870  3.1308  2.8067  2.5681  2.5605  3.4605  3.6839
 141  0.787944  3.8272  4.0888  0.5077  3.6466  3.9355  3.6003  3.3663  3.1096  2.7846  2.5454  2.5377  3.4400  3.6639
 142  0.788518  3.8267  4.0792  0.5158  3.6276  3.9159  3.5799  3.3454  3.0882  2.7621  2.5220  2.5143  3.4193  3.6437
 143  0.789082  3.8263  4.0693  0.5241  3.6087  3.8963  3.5595  3.3243  3.0664  2.7391  2.4981  2.4903  3.3984  3.6235
 144  0.789635  3.8257  4.0591  0.5324  3.5897  3.8767  3.5389  3.3030  3.0443  2.7156  2.4735  2.4656  3.3773  3.6032
 145  0.790179  3.8251  4.0485  0.5407  3.5707  3.8573  3.5182  3.2815  3.0219  2.6916  2.4482  2.4402  3.3559  3.5829
 146  0.790710  3.8243  4.0375  0.5491  3.5517  3.8378  3.4975  3.2597  2.9991  2.6670  2.4222  2.4140  3.3345  3.5625
 147  0.791230  3.8235  4.0261  0.5576  3.5329  3.8185  3.4766  3.2378  2.9760  2.6419  2.3954  2.3871  3.3129  3.5421
 148  0.791738  3.8226  4.0142  0.5662  3.5141  3.7994  3.4557  3.2156  2.9525  2.6161  2.3679  2.3594  3.2911  3.5217
 149  0.792232  3.8216  4.0019  0.5748  3.4955  3.7805  3.4346  3.1931  2.9285  2.5897  2.3395  2.3308  3.2691  3.5012
 150  0.792713  3.8205  3.9890  0.5834  3.4771  3.7620  3.4135  3.1702  2.9039  2.5625  2.3102  2.3010  3.2469  3.4807
 151  0.793180  3.8193  3.9756  0.5921  3.4590  3.7438  3.3921  3.1468  2.8786  2.5344  2.2799  2.2702  3.2242  3.4602
 152  0.793632  3.8179  3.9617  0.6009  3.4414  3.7263  3.3704  3.1227  2.8522  2.5052  2.2488  2.2381  3.2010  3.4395
 153  0.794070  3.8164  3.9472  0.6096  3.4241  3.7092  3.3487  3.0982  2.8251  2.4752  2.2166  2.2048  3.1775  3.4188
 154  0.794493  3.8148  3.9322  0.6184  3.4073  3.6926  3.3269  3.0734  2.7976  2.4444  2.1836  2.1705  3.1539  3.3982
 155  0.794900  3.8131  3.9165  0.6273  3.3909  3.6763  3.3052  3.0484  2.7699  2.4130  2.1495  2.1352  3.1302  3.3778
 156  0.795292  3.8111  3.9003  0.6361  3.3749  3.6601  3.2841  3.0243  2.7427  2.3813  2.1144  2.0993  3.1071  3.3580
 157  0.795668  3.8091  3.8834  0.6450  3.3595  3.6442  3.2633  3.0003  2.7157  2.3493  2.0784  2.0625  3.0842  3.3384
 158  0.796030  3.8069  3.8659  0.6538  3.3447  3.6287  3.2428  2.9765  2.6885  2.3166  2.0413  2.0248  3.0615  3.3193
 159  0.796378  3.8045  3.8478  0.6627  3.3306  3.6139  3.2225  2.9525  2.6610  2.2832  2.0032  1.9858  3.0387  3.3004
 160  0.796711  3.8020  3.8291  0.6715  3.3172  3.5999  3.2023  2.9285  2.6331  2.2490  1.9640  1.9458  3.0159  3.2819
 161  0.797030  3.7994  3.8098  0.6803  3.3046  3.5866  3.1824  2.9045  2.6049  2.2142  1.9239  1.9048  2.9932  3.2638
 162  0.797261  3.7972  3.7949  0.6869  3.2960  3.5771  3.1676  2.8866  2.5837  2.1877  1.8931  1.8732  2.9763  3.2504
 163  0.797490  3.7950  3.7794  0.6936  3.2877  3.5678  3.1527  2.8682  2.5619  2.1603  1.8613  1.8405  2.9590  3.2370
 164  0.797715  3.7926  3.7632  0.7004  3.2802  3.5590  3.1377  2.8493  2.5394  2.1318  1.8282  1.8064  2.9414  3.2235
 165  0.797938  3.7901  3.7465  0.7073  3.2740  3.5511  3.1223  2.8295  2.5155  2.1021  1.7942  1.7709  2.9231  3.2100
 166  0.798158  3.7876  3.7293  0.7143  3.2686  3.5437  3.1067  2.8091  2.4909  2.0714  1.7594  1.7343  2.9044  3.1965
 167  0.798377  3.7848  3.7114  0.7214  3.2641  3.5368  3.0911  2.7886  2.4657  2.0400  1.7236  1.6966  2.8855  3.1830
 168  0.798590  3.7814  3.6909  0.7284  3.2623  3.5317  3.0765  2.7686  2.4405  2.0065  1.6839  1.6551  2.8672  3.1709
 169  0.798798  3.7775  3.6684  0.7354  3.2642  3.5289  3.0627  2.7484  2.4143  1.9709  1.6412  1.6105  2.8490  3.1600
 170  0.799004  3.7736  3.6461  0.7425  3.2681  3.5271  3.0487  2.7276  2.3871  1.9346  1.5985  1.5654  2.8303  3.1491
 171  0.799210  3.7702  3.6254  0.7498  3.2693  3.5229  3.0340  2.7068  2.3608  1.9001  1.5584  1.5232  2.8115  3.1371
 172  0.799416  3.7673  3.6063  0.7574  3.2673  3.5157  3.0181  2.6861  2.3355  1.8676  1.5207  1.4838  2.7922  3.1233
 173  0.799616  3.7647  3.5878  0.7652  3.2641  3.5075  3.0014  2.6651  2.3102  1.8354  1.4835  1.4450  2.7725  3.1089
 174  0.799813  3.7621  3.5694  0.7733  3.2601  3.4982  2.9842  2.6435  2.2845  1.8031  1.4465  1.4066  2.7521  3.0937
 175  0.800001  3.7597  3.5514  0.7817  3.2549  3.4877  2.9661  2.6214  2.2585  1.7710  1.4098  1.3684  2.7312  3.0775
 176  0.800182  3.7574  3.5337  0.7904  3.2483  3.4758  2.9471  2.5985  2.2321  1.7388  1.3734  1.3307  2.7094  3.0603
 177  0.800354  3.7554  3.5166  0.7995  3.2400  3.4623  2.9271  2.5750  2.2054  1.7068  1.3377  1.2937  2.6870  3.0420
 178  0.800518  3.7535  3.4999  0.8088  3.2298  3.4473  2.9062  2.5511  2.1786  1.6751  1.3023  1.2573  2.6640  3.0227
 179  0.800675  3.7518  3.4838  0.8184  3.2179  3.4310  2.8845  2.5265  2.1514  1.6435  1.2677  1.2218  2.6402  3.0022
 180  0.800826  3.7503  3.4679  0.8280  3.2057  3.4141  2.8623  2.5018  2.1241  1.6123  1.2335  1.1866  2.6163  2.9815
 181  0.800970  3.7489  3.4527  0.8379  3.1918  3.3961  2.8396  2.4766  2.0967  1.5813  1.2001  1.1523  2.5917  2.9599
 182  0.801140  3.7474  3.4346  0.8501  3.1737  3.3730  2.8112  2.4455  2.0630  1.5440  1.1605  1.1116  2.5614  2.9328
 183  0.801306  3.7461  3.4168  0.8626  3.1541  3.3486  2.7817  2.4133  2.0285  1.5062  1.1208  1.0709  2.5300  2.9045
 184  0.801470  3.7449  3.3991  0.8756  3.1327  3.3227  2.7511  2.3803  1.9934  1.4682  1.0810  1.0304  2.4977  2.8750
 185  0.801633  3.7438  3.3816  0.8888  3.1094  3.2953  2.7196  2.3467  1.9578  1.4300  1.0412  0.9898  2.4647  2.8445
 186  0.801793  3.7428  3.3642  0.9022  3.0852  3.2672  2.6877  2.3128  1.9220  1.3918  1.0014  0.9493  2.4313  2.8135
 187  0.801953  3.7418  3.3470  0.9159  3.0597  3.2380  2.6550  2.2784  1.8860  1.3534  0.9615  0.9088  2.3974  2.7817
 188  0.802112  3.7410  3.3299  0.9296  3.0330  3.2080  2.6219  2.2436  1.8498  1.3150  0.9218  0.8685  2.3631  2.7493
 189  0.802269  3.7402  3.3129  0.9436  3.0057  3.1774  2.5885  2.2087  1.8135  1.2768  0.8820  0.8282  2.3286  2.7165
 190  0.802427  3.7394  3.2961  0.9575  2.9772  3.1460  2.5546  2.1738  1.7773  1.2386  0.8423  0.7881  2.2939  2.6833
 191  0.802583  3.7388  3.2794  0.9716  2.9481  3.1142  2.5205  2.1385  1.7409  1.2003  0.8027  0.7482  2.2589  2.6497
 192  0.802739  3.7381  3.2627  0.9858  2.9185  3.0820  2.4862  2.1031  1.7045  1.1621  0.7630  0.7083  2.2238  2.6159
 193  0.802894  3.7375  3.2461  1.0000  2.8884  3.0495  2.4517  2.0676  1.6680  1.1238  0.7234  0.6684  2.1885  2.5819
 194  0.803050  3.7369  3.2297  1.0143  2.8580  3.0166  2.4170  2.0319  1.6315  1.0856  0.6839  0.6287  2.1532  2.5477
 195  0.803205  3.7364  3.2133  1.0285  2.8274  2.9837  2.3823  1.9964  1.5951  1.0476  0.6447  0.5892  2.1178  2.5134
 196  0.803360  3.7359  3.1971  1.0427  2.7964  2.9505  2.3475  1.9608  1.5587  1.0097  0.6055  0.5498  2.0824  2.4790
