NUMBER OF AGES= 1 MAGS=10
----------------------------------------------------       
MIX-LEN  Y      Z          Zeff        [Fe/H] [a/Fe]
 1.9380  0.2452 1.3168E-04 1.7223E-04  -2.00  -0.20 
----------------------------------------------------       
**PHOTOMETRIC SYSTEM**: Bessell UBV(RI)c + 2MASS JHKs + Kepler (Vega)
----------------------------------------------------       
AGE=10.000 EEPS=267
#EEP   M    LogTeff  LogG   LogL U       B       V       R       I       J       H       Ks      Kp      D51
  42  0.475387  3.6551  4.8431 -1.1543  9.6983  9.1400  8.1061  7.5155  6.9493  6.1902  5.6872  5.5536  7.6813  8.3797
  43  0.484487  3.6592  4.8323 -1.1186  9.5259  9.0085  7.9939  7.4162  6.8594  6.1132  5.6163  5.4866  7.5802  8.2558
  44  0.493414  3.6635  4.8219 -1.0833  9.3524  8.8776  7.8833  7.3183  6.7709  6.0380  5.5474  5.4216  7.4804  8.1337
  45  0.502190  3.6679  4.8122 -1.0485  9.1794  8.7479  7.7745  7.2220  6.6842  5.9645  5.4805  5.3588  7.3823  8.0142
  46  0.510700  3.6723  4.8032 -1.0143  9.0063  8.6196  7.6678  7.1278  6.5995  5.8934  5.4164  5.2987  7.2860  7.8974
  47  0.519123  3.6771  4.7947 -0.9798  8.8288  8.4899  7.5609  7.0335  6.5149  5.8229  5.3535  5.2399  7.1895  7.7804
  48  0.527877  3.6822  4.7862 -0.9438  8.6408  8.3533  7.4492  6.9350  6.4269  5.7502  5.2891  5.1798  7.0888  7.6586
  49  0.537105  3.6876  4.7775 -0.9055  8.4420  8.2077  7.3314  6.8313  6.3347  5.6742  5.2223  5.1177  6.9824  7.5310
  50  0.546836  3.6935  4.7684 -0.8653  8.2349  8.0563  7.2094  6.7233  6.2383  5.5947  5.1525  5.0526  6.8717  7.3996
  51  0.556835  3.6994  4.7588 -0.8238  8.0266  7.9034  7.0867  6.6142  6.1406  5.5138  5.0816  4.9862  6.7597  7.2680
  52  0.561957  3.7026  4.7539 -0.8025  7.9206  7.8249  7.0238  6.5585  6.0910  5.4728  5.0456  4.9526  6.7023  7.2008
  53  0.567066  3.7057  4.7491 -0.7812  7.8157  7.7469  6.9613  6.5030  6.0416  5.4320  5.0099  4.9193  6.6454  7.1342
  54  0.572150  3.7088  4.7443 -0.7601  7.7124  7.6697  6.8996  6.4482  5.9926  5.3916  4.9745  4.8863  6.5890  7.0684
  55  0.577214  3.7119  4.7395 -0.7389  7.6109  7.5939  6.8388  6.3940  5.9441  5.3515  4.9395  4.8535  6.5331  7.0038
  56  0.582249  3.7150  4.7346 -0.7179  7.5118  7.5193  6.7790  6.3405  5.8959  5.3116  4.9046  4.8209  6.4781  6.9403
  57  0.587246  3.7181  4.7296 -0.6970  7.4152  7.4460  6.7202  6.2878  5.8485  5.2722  4.8701  4.7886  6.4238  6.8779
  58  0.592203  3.7211  4.7247 -0.6763  7.3214  7.3740  6.6623  6.2357  5.8017  5.2333  4.8358  4.7564  6.3704  6.8166
  59  0.597118  3.7240  4.7196 -0.6558  7.2304  7.3035  6.6053  6.1845  5.7556  5.1947  4.8018  4.7245  6.3176  6.7564
  60  0.601982  3.7269  4.7144 -0.6355  7.1418  7.2343  6.5492  6.1341  5.7102  5.1567  4.7684  4.6932  6.2657  6.6973
  61  0.606799  3.7298  4.7093 -0.6155  7.0556  7.1662  6.4939  6.0842  5.6653  5.1192  4.7352  4.6621  6.2145  6.6392
  62  0.611552  3.7327  4.7041 -0.5957  6.9719  7.0993  6.4395  6.0352  5.6211  5.0822  4.7024  4.6313  6.1640  6.5820
  63  0.616247  3.7355  4.6988 -0.5760  6.8911  7.0339  6.3858  5.9869  5.5775  5.0454  4.6696  4.6005  6.1141  6.5256
  64  0.620871  3.7382  4.6935 -0.5567  6.8127  6.9700  6.3331  5.9393  5.5347  5.0092  4.6373  4.5700  6.0652  6.4702
  65  0.625425  3.7408  4.6881 -0.5376  6.7369  6.9074  6.2814  5.8927  5.4925  4.9735  4.6053  4.5399  6.0172  6.4160
  66  0.629901  3.7434  4.6828 -0.5188  6.6631  6.8465  6.2309  5.8469  5.4510  4.9382  4.5738  4.5103  5.9701  6.3630
  67  0.634304  3.7459  4.6774 -0.5002  6.5915  6.7870  6.1813  5.8019  5.4102  4.9035  4.5427  4.4810  5.9238  6.3111
  68  0.638628  3.7484  4.6720 -0.4820  6.5221  6.7290  6.1328  5.7578  5.3701  4.8694  4.5121  4.4521  5.8784  6.2602
  69  0.642875  3.7508  4.6667 -0.4641  6.4550  6.6723  6.0851  5.7145  5.3307  4.8357  4.4818  4.4236  5.8339  6.2105
  70  0.647047  3.7532  4.6613 -0.4465  6.3901  6.6170  6.0385  5.6719  5.2919  4.8024  4.4519  4.3953  5.7901  6.1618
  71  0.651140  3.7555  4.6559 -0.4292  6.3266  6.5627  5.9927  5.6302  5.2540  4.7699  4.4226  4.3676  5.7472  6.1140
  72  0.655156  3.7577  4.6505 -0.4121  6.2644  6.5092  5.9477  5.5895  5.2172  4.7382  4.3937  4.3404  5.7053  6.0669
  73  0.659086  3.7599  4.6451 -0.3954  6.2036  6.4567  5.9036  5.5496  5.1812  4.7071  4.3653  4.3136  5.6642  6.0208
  74  0.662934  3.7620  4.6397 -0.3789  6.1447  6.4055  5.8603  5.5107  5.1460  4.6766  4.3374  4.2874  5.6238  5.9756
  75  0.666712  3.7641  4.6343 -0.3627  6.0878  6.3556  5.8180  5.4722  5.1111  4.6465  4.3098  4.2614  5.5841  5.9315
  76  0.670415  3.7661  4.6289 -0.3468  6.0329  6.3072  5.7765  5.4343  5.0764  4.6164  4.2827  4.2356  5.5452  5.8882
  77  0.674050  3.7681  4.6235 -0.3312  5.9796  6.2598  5.7358  5.3969  5.0422  4.5867  4.2559  4.2102  5.5068  5.8458
  78  0.677613  3.7701  4.6182 -0.3158  5.9277  6.2135  5.6958  5.3602  5.0084  4.5576  4.2295  4.1851  5.4690  5.8043
  79  0.681117  3.7720  4.6129 -0.3006  5.8769  6.1679  5.6563  5.3239  4.9752  4.5287  4.2035  4.1604  5.4319  5.7633
  80  0.684556  3.7739  4.6076 -0.2856  5.8272  6.1231  5.6176  5.2884  4.9425  4.5003  4.1779  4.1360  5.3953  5.7230
  81  0.687939  3.7757  4.6024 -0.2708  5.7785  6.0790  5.5793  5.2532  4.9103  4.4723  4.1526  4.1120  5.3591  5.6833
  82  0.692833  3.7784  4.5947 -0.2492  5.7085  6.0151  5.5239  5.2022  4.8634  4.4316  4.1158  4.0769  5.3067  5.6256
  83  0.697727  3.7810  4.5869 -0.2275  5.6388  5.9510  5.4680  5.1510  4.8164  4.3905  4.0786  4.0415  5.2541  5.5678
  84  0.702616  3.7837  4.5789 -0.2058  5.5695  5.8868  5.4121  5.0996  4.7692  4.3494  4.0413  4.0059  5.2012  5.5097
  85  0.707478  3.7864  4.5709 -0.1840  5.5003  5.8225  5.3560  5.0480  4.7220  4.3082  4.0039  3.9704  5.1482  5.4515
  86  0.712310  3.7891  4.5627 -0.1620  5.4316  5.7580  5.2997  4.9965  4.6747  4.2669  3.9666  3.9349  5.0952  5.3932
  87  0.717108  3.7918  4.5542 -0.1400  5.3635  5.6936  5.2435  4.9447  4.6272  4.2253  3.9288  3.8988  5.0418  5.3349
  88  0.721870  3.7944  4.5455 -0.1180  5.2966  5.6295  5.1870  4.8924  4.5789  4.1830  3.8907  3.8623  4.9882  5.2765
  89  0.726592  3.7970  4.5365 -0.0958  5.2303  5.5655  5.1304  4.8400  4.5304  4.1403  3.8521  3.8251  4.9344  5.2180
  90  0.731267  3.7995  4.5270 -0.0736  5.1641  5.5013  5.0738  4.7877  4.4821  4.0975  3.8130  3.7876  4.8806  5.1595
  91  0.735891  3.8020  4.5172 -0.0512  5.0970  5.4366  5.0174  4.7360  4.4347  4.0548  3.7731  3.7497  4.8272  5.1010
  92  0.740458  3.8043  4.5071 -0.0287  5.0303  5.3718  4.9608  4.6841  4.3869  4.0117  3.7324  3.7112  4.7737  5.0425
  93  0.744962  3.8066  4.4964 -0.0063  4.9649  5.3075  4.9041  4.6315  4.3382  3.9676  3.6913  3.6717  4.7196  4.9838
  94  0.749396  3.8089  4.4852  0.0163  4.9015  5.2438  4.8465  4.5777  4.2878  3.9223  3.6497  3.6312  4.6645  4.9248
  95  0.753745  3.8110  4.4736  0.0389  4.8388  5.1805  4.7889  4.5234  4.2369  3.8761  3.6073  3.5899  4.6090  4.8658
  96  0.757988  3.8130  4.4616  0.0615  4.7769  5.1173  4.7312  4.4690  4.1856  3.8296  3.5646  3.5481  4.5535  4.8068
  97  0.762121  3.8150  4.4492  0.0841  4.7154  5.0544  4.6738  4.4148  4.1344  3.7830  3.5213  3.5058  4.4981  4.7480
  98  0.766143  3.8168  4.4364  0.1066  4.6544  4.9917  4.6165  4.3606  4.0833  3.7361  3.4775  3.4631  4.4429  4.6894
  99  0.770057  3.8186  4.4234  0.1290  4.5942  4.9294  4.5594  4.3066  4.0323  3.6890  3.4336  3.4201  4.3878  4.6310
 100  0.773865  3.8204  4.4100  0.1514  4.5346  4.8675  4.5026  4.2527  3.9813  3.6417  3.3892  3.3767  4.3328  4.5729
 101  0.777571  3.8220  4.3964  0.1737  4.4756  4.8060  4.4458  4.1988  3.9301  3.5943  3.3448  3.3331  4.2778  4.5150
 102  0.781180  3.8236  4.3826  0.1958  4.4172  4.7449  4.3893  4.1450  3.8789  3.5467  3.3002  3.2891  4.2230  4.4573
 103  0.784697  3.8251  4.3685  0.2179  4.3592  4.6842  4.3329  4.0912  3.8277  3.4991  3.2554  3.2451  4.1682  4.3999
 104  0.788154  3.8267  4.3546  0.2400  4.3015  4.6235  4.2767  4.0377  3.7768  3.4518  3.2111  3.2014  4.1137  4.3426
 105  0.791558  3.8282  4.3405  0.2619  4.2443  4.5631  4.2207  3.9843  3.7260  3.4045  3.1665  3.1575  4.0593  4.2855
 106  0.794893  3.8296  4.3264  0.2838  4.1875  4.5031  4.1648  3.9310  3.6752  3.3569  3.1217  3.1134  4.0050  4.2286
 107  0.798160  3.8310  4.3119  0.3055  4.1310  4.4432  4.1091  3.8776  3.6244  3.3093  3.0769  3.0691  3.9509  4.1719
 108  0.801370  3.8324  4.2973  0.3273  4.0749  4.3836  4.0534  3.8244  3.5734  3.2616  3.0319  3.0246  3.8967  4.1152
 109  0.804535  3.8337  4.2824  0.3492  4.0190  4.3241  3.9976  3.7709  3.5222  3.2135  2.9863  2.9795  3.8424  4.0585
 110  0.807656  3.8349  4.2672  0.3710  3.9630  4.2645  3.9418  3.7173  3.4709  3.1650  2.9404  2.9341  3.7878  4.0018
 111  0.810735  3.8361  4.2517  0.3928  3.9072  4.2051  3.8858  3.6635  3.4191  3.1161  2.8939  2.8881  3.7333  3.9450
 112  0.811576  3.8364  4.2474  0.3989  3.8918  4.1886  3.8703  3.6486  3.4048  3.1026  2.8809  2.8753  3.7181  3.9292
 113  0.812417  3.8368  4.2430  0.4050  3.8761  4.1718  3.8545  3.6334  3.3903  3.0888  2.8679  2.8623  3.7027  3.9132
 114  0.813254  3.8371  4.2387  0.4112  3.8606  4.1552  3.8389  3.6184  3.3759  3.0751  2.8550  2.8495  3.6875  3.8974
 115  0.814086  3.8375  4.2344  0.4175  3.8446  4.1380  3.8229  3.6031  3.3612  3.0613  2.8420  2.8367  3.6718  3.8811
 116  0.814913  3.8379  4.2302  0.4238  3.8283  4.1205  3.8066  3.5876  3.3464  3.0476  2.8291  2.8240  3.6560  3.8645
 117  0.815736  3.8383  4.2260  0.4301  3.8120  4.1031  3.7902  3.5720  3.3317  3.0339  2.8163  2.8113  3.6402  3.8479
 118  0.816556  3.8388  4.2220  0.4366  3.7954  4.0850  3.7737  3.5563  3.3169  3.0202  2.8036  2.7988  3.6242  3.8310
 119  0.817372  3.8393  4.2179  0.4430  3.7788  4.0672  3.7572  3.5406  3.3020  3.0065  2.7909  2.7862  3.6082  3.8141
 120  0.818184  3.8398  4.2138  0.4495  3.7621  4.0491  3.7405  3.5248  3.2871  2.9927  2.7780  2.7735  3.5920  3.7971
 121  0.818992  3.8403  4.2096  0.4560  3.7453  4.0310  3.7237  3.5088  3.2719  2.9787  2.7650  2.7606  3.5758  3.7800
 122  0.819794  3.8407  4.2051  0.4626  3.7284  4.0129  3.7068  3.4927  3.2565  2.9644  2.7516  2.7473  3.5593  3.7627
 123  0.820590  3.8411  4.2004  0.4692  3.7115  3.9947  3.6897  3.4763  3.2409  2.9496  2.7376  2.7335  3.5427  3.7454
 124  0.821380  3.8414  4.1954  0.4759  3.6945  3.9766  3.6726  3.4598  3.2249  2.9345  2.7230  2.7191  3.5259  3.7280
 125  0.822161  3.8417  4.1902  0.4827  3.6775  3.9583  3.6552  3.4430  3.2087  2.9188  2.7081  2.7043  3.5089  3.7104
 126  0.822934  3.8419  4.1846  0.4895  3.6603  3.9400  3.6377  3.4260  3.1922  2.9029  2.6926  2.6888  3.4917  3.6927
 127  0.823701  3.8421  4.1790  0.4964  3.6431  3.9217  3.6201  3.4088  3.1754  2.8867  2.6768  2.6732  3.4743  3.6749
 128  0.824460  3.8423  4.1732  0.5034  3.6258  3.9032  3.6024  3.3915  3.1585  2.8701  2.6608  2.6572  3.4568  3.6570
 129  0.825212  3.8425  4.1672  0.5104  3.6084  3.8847  3.5845  3.3739  3.1414  2.8534  2.6444  2.6408  3.4391  3.6390
 130  0.825956  3.8425  4.1611  0.5175  3.5909  3.8661  3.5665  3.3563  3.1241  2.8364  2.6278  2.6242  3.4213  3.6209
 131  0.826693  3.8426  4.1548  0.5246  3.5733  3.8475  3.5484  3.3385  3.1066  2.8192  2.6107  2.6073  3.4034  3.6027
 132  0.827421  3.8427  4.1484  0.5317  3.5556  3.8288  3.5302  3.3205  3.0889  2.8017  2.5934  2.5901  3.3855  3.5843
 133  0.828141  3.8428  4.1418  0.5390  3.5379  3.8100  3.5119  3.3025  3.0710  2.7839  2.5758  2.5726  3.3672  3.5659
 134  0.828852  3.8428  4.1349  0.5462  3.5201  3.7913  3.4934  3.2842  3.0528  2.7657  2.5578  2.5545  3.3489  3.5474
 135  0.829554  3.8427  4.1277  0.5536  3.5023  3.7726  3.4749  3.2657  3.0343  2.7471  2.5391  2.5359  3.3303  3.5288
 136  0.830246  3.8426  4.1202  0.5609  3.4845  3.7540  3.4562  3.2470  3.0155  2.7281  2.5199  2.5167  3.3116  3.5102
 137  0.830928  3.8424  4.1124  0.5684  3.4667  3.7354  3.4375  3.2282  2.9965  2.7087  2.5002  2.4970  3.2928  3.4916
 138  0.831601  3.8422  4.1045  0.5759  3.4488  3.7167  3.4187  3.2091  2.9773  2.6889  2.4801  2.4769  3.2738  3.4728
 139  0.832264  3.8420  4.0963  0.5834  3.4309  3.6981  3.3998  3.1899  2.9577  2.6688  2.4595  2.4563  3.2547  3.4540
 140  0.832917  3.8417  4.0877  0.5910  3.4130  3.6795  3.3807  3.1705  2.9379  2.6482  2.4384  2.4351  3.2354  3.4351
 141  0.833557  3.8413  4.0789  0.5986  3.3950  3.6610  3.3616  3.1509  2.9179  2.6272  2.4167  2.4133  3.2160  3.4161
 142  0.834188  3.8408  4.0699  0.6063  3.3770  3.6426  3.3424  3.1311  2.8976  2.6058  2.3944  2.3910  3.1964  3.3971
 143  0.834806  3.8403  4.0605  0.6140  3.3590  3.6242  3.3231  3.1112  2.8769  2.5839  2.3715  2.3681  3.1766  3.3781
 144  0.835412  3.8398  4.0507  0.6217  3.3411  3.6059  3.3037  3.0911  2.8559  2.5615  2.3480  2.3445  3.1569  3.3591
 145  0.836005  3.8391  4.0405  0.6295  3.3233  3.5877  3.2844  3.0708  2.8346  2.5387  2.3239  2.3202  3.1368  3.3400
 146  0.836586  3.8383  4.0299  0.6374  3.3054  3.5697  3.2649  3.0503  2.8130  2.5152  2.2991  2.2951  3.1167  3.3209
 147  0.837152  3.8375  4.0190  0.6453  3.2876  3.5518  3.2453  3.0295  2.7910  2.4912  2.2735  2.2693  3.0963  3.3018
 148  0.837706  3.8366  4.0075  0.6533  3.2699  3.5342  3.2258  3.0086  2.7688  2.4666  2.2471  2.2428  3.0759  3.2827
 149  0.838244  3.8355  3.9957  0.6613  3.2524  3.5168  3.2061  2.9874  2.7460  2.4414  2.2198  2.2153  3.0553  3.2636
 150  0.838767  3.8344  3.9832  0.6694  3.2351  3.4997  3.1865  2.9661  2.7228  2.4155  2.1917  2.1868  3.0346  3.2448
 151  0.839274  3.8331  3.9703  0.6775  3.2178  3.4829  3.1668  2.9445  2.6993  2.3888  2.1625  2.1572  3.0137  3.2259
 152  0.839767  3.8317  3.9569  0.6856  3.2009  3.4665  3.1473  2.9227  2.6753  2.3615  2.1325  2.1269  2.9927  3.2071
 153  0.840243  3.8302  3.9429  0.6937  3.1841  3.4504  3.1277  2.9008  2.6511  2.3335  2.1014  2.0955  2.9716  3.1884
 154  0.840703  3.8285  3.9283  0.7019  3.1678  3.4347  3.1082  2.8787  2.6264  2.3049  2.0696  2.0631  2.9505  3.1699
 155  0.841146  3.8268  3.9131  0.7100  3.1518  3.4195  3.0887  2.8565  2.6014  2.2754  2.0366  2.0296  2.9292  3.1515
 156  0.841572  3.8248  3.8973  0.7182  3.1362  3.4046  3.0695  2.8344  2.5761  2.2454  2.0027  1.9951  2.9081  3.1335
 157  0.841982  3.8227  3.8810  0.7264  3.1210  3.3903  3.0504  2.8121  2.5506  2.2148  1.9678  1.9597  2.8869  3.1157
 158  0.842375  3.8205  3.8640  0.7345  3.1066  3.3767  3.0313  2.7894  2.5244  2.1832  1.9320  1.9230  2.8655  3.0981
 159  0.842753  3.8181  3.8464  0.7426  3.0929  3.3642  3.0120  2.7658  2.4968  2.1504  1.8950  1.8848  2.8435  3.0804
 160  0.843115  3.8155  3.8282  0.7508  3.0801  3.3526  2.9925  2.7416  2.4683  2.1165  1.8571  1.8451  2.8211  3.0627
 161  0.843461  3.8128  3.8094  0.7589  3.0682  3.3416  2.9734  2.7176  2.4398  2.0820  1.8182  1.8046  2.7989  3.0455
 162  0.843713  3.8106  3.7948  0.7650  3.0596  3.3331  2.9596  2.7004  2.4191  2.0561  1.7882  1.7738  2.7828  3.0331
 163  0.843963  3.8083  3.7794  0.7712  3.0514  3.3248  2.9457  2.6831  2.3983  2.0296  1.7571  1.7418  2.7667  3.0208
 164  0.844209  3.8059  3.7635  0.7775  3.0436  3.3168  2.9320  2.6657  2.3771  2.0022  1.7248  1.7088  2.7505  3.0085
 165  0.844450  3.8033  3.7469  0.7839  3.0362  3.3094  2.9182  2.6478  2.3553  1.9738  1.6911  1.6743  2.7340  2.9964
 166  0.844689  3.8005  3.7296  0.7904  3.0294  3.3024  2.9044  2.6297  2.3329  1.9446  1.6564  1.6385  2.7173  2.9844
 167  0.844925  3.7977  3.7117  0.7970  3.0233  3.2958  2.8907  2.6115  2.3102  1.9146  1.6205  1.6016  2.7004  2.9726
 168  0.845158  3.7946  3.6931  0.8035  3.0182  3.2899  2.8770  2.5929  2.2869  1.8837  1.5833  1.5633  2.6835  2.9609
 169  0.845388  3.7914  3.6736  0.8101  3.0150  3.2855  2.8633  2.5737  2.2625  1.8513  1.5451  1.5233  2.6661  2.9495
 170  0.845614  3.7880  3.6538  0.8167  3.0141  3.2825  2.8492  2.5534  2.2364  1.8177  1.5061  1.4820  2.6479  2.9382
 171  0.845840  3.7846  3.6337  0.8233  3.0140  3.2798  2.8353  2.5331  2.2104  1.7838  1.4669  1.4403  2.6297  2.9271
 172  0.846063  3.7809  3.6127  0.8299  3.0143  3.2769  2.8222  2.5141  2.1857  1.7504  1.4267  1.3982  2.6126  2.9167
 173  0.846281  3.7768  3.5899  0.8363  3.0182  3.2763  2.8101  2.4953  2.1606  1.7153  1.3842  1.3538  2.5959  2.9075
 174  0.846494  3.7724  3.5660  0.8427  3.0263  3.2785  2.7988  2.4762  2.1342  1.6782  1.3393  1.3063  2.5793  2.8997
 175  0.846710  3.7688  3.5448  0.8495  3.0299  3.2768  2.7858  2.4571  2.1093  1.6443  1.2988  1.2636  2.5620  2.8896
 176  0.846925  3.7656  3.5251  0.8566  3.0311  3.2726  2.7718  2.4377  2.0848  1.6116  1.2603  1.2231  2.5442  2.8781
 177  0.847132  3.7626  3.5059  0.8640  3.0307  3.2666  2.7566  2.4176  2.0600  1.5794  1.2225  1.1837  2.5257  2.8652
 178  0.847329  3.7599  3.4873  0.8717  3.0288  3.2590  2.7405  2.3967  2.0348  1.5472  1.1853  1.1449  2.5062  2.8513
 179  0.847514  3.7575  3.4695  0.8800  3.0244  3.2491  2.7227  2.3750  2.0092  1.5154  1.1492  1.1073  2.4856  2.8355
 180  0.847687  3.7552  3.4521  0.8884  3.0191  3.2382  2.7045  2.3529  1.9834  1.4840  1.1137  1.0704  2.4646  2.8192
 181  0.847852  3.7534  3.4359  0.8973  3.0106  3.2249  2.6850  2.3302  1.9577  1.4533  1.0795  1.0351  2.4429  2.8013
 182  0.848035  3.7514  3.4173  0.9080  2.9981  3.2071  2.6607  2.3024  1.9268  1.4173  1.0398  0.9941  2.4161  2.7786
 183  0.848216  3.7497  3.3988  0.9194  2.9831  3.1870  2.6346  2.2732  1.8948  1.3807  1.0000  0.9533  2.3878  2.7540
 184  0.848392  3.7481  3.3807  0.9315  2.9657  3.1647  2.6067  2.2427  1.8617  1.3435  0.9601  0.9123  2.3581  2.7276
 185  0.848565  3.7467  3.3628  0.9438  2.9468  3.1410  2.5778  2.2110  1.8275  1.3060  0.9204  0.8717  2.3272  2.6998
 186  0.848736  3.7454  3.3451  0.9565  2.9261  3.1157  2.5478  2.1785  1.7927  1.2683  0.8808  0.8312  2.2954  2.6710
 187  0.848903  3.7443  3.3276  0.9697  2.9035  3.0889  2.5168  2.1454  1.7575  1.2303  0.8412  0.7907  2.2628  2.6410
 188  0.849070  3.7432  3.3103  0.9828  2.8799  3.0614  2.4854  2.1119  1.7222  1.1924  0.8016  0.7504  2.2300  2.6105
 189  0.849234  3.7423  3.2932  0.9963  2.8549  3.0328  2.4533  2.0780  1.6867  1.1545  0.7621  0.7104  2.1966  2.5792
 190  0.849397  3.7414  3.2762  1.0099  2.8287  3.0033  2.4206  2.0437  1.6509  1.1166  0.7227  0.6705  2.1627  2.5473
 191  0.849559  3.7406  3.2594  1.0235  2.8022  2.9735  2.3879  2.0095  1.6152  1.0788  0.6834  0.6306  2.1289  2.5153
 192  0.849720  3.7398  3.2428  1.0373  2.7744  2.9428  2.3546  1.9750  1.5795  1.0411  0.6442  0.5911  2.0947  2.4827
 193  0.849880  3.7391  3.2262  1.0511  2.7463  2.9119  2.3213  1.9405  1.5439  1.0034  0.6051  0.5516  2.0605  2.4499
 194  0.850041  3.7385  3.2098  1.0649  2.7175  2.8806  2.2877  1.9058  1.5082  0.9659  0.5662  0.5123  2.0261  2.4169
 195  0.850201  3.7379  3.1936  1.0788  2.6883  2.8489  2.2541  1.8712  1.4726  0.9286  0.5276  0.4735  1.9918  2.3837
 196  0.850361  3.7373  3.1775  1.0926  2.6589  2.8171  2.2205  1.8365  1.4370  0.8913  0.4890  0.4347  1.9574  2.3506
