NUMBER OF AGES= 1 MAGS=10
----------------------------------------------------       
MIX-LEN  Y      Z          Zeff        [Fe/H] [a/Fe]
 1.9380  0.2452 1.3168E-04 1.7223E-04  -2.00  -0.20 
----------------------------------------------------       
**PHOTOMETRIC SYSTEM**: Bessell UBV(RI)c + 2MASS JHKs + Kepler (Vega)
----------------------------------------------------       
AGE= 9.000 EEPS=268
#EEP   M    LogTeff  LogG   LogL U       B       V       R       I       J       H       Ks      Kp      D51
  84  0.724109  3.7925  4.5684 -0.1472  5.3778  5.7095  5.2610  4.9633  4.6468  4.2466  3.9514  3.9217  5.0601  5.3521
  85  0.729099  3.7951  4.5604 -0.1255  5.3120  5.6464  5.2056  4.9122  4.5997  4.2056  3.9146  3.8865  5.0076  5.2947
  86  0.734069  3.7978  4.5521 -0.1038  5.2465  5.5833  5.1501  4.8608  4.5525  4.1643  3.8774  3.8508  4.9549  5.2372
  87  0.739020  3.8003  4.5434 -0.0819  5.1806  5.5198  5.0946  4.8099  4.5057  4.1229  3.8394  3.8146  4.9024  5.1797
  88  0.743945  3.8028  4.5342 -0.0599  5.1143  5.4559  5.0392  4.7592  4.4592  4.0813  3.8005  3.7779  4.8500  5.1222
  89  0.748840  3.8052  4.5246 -0.0377  5.0484  5.3919  4.9833  4.7081  4.4123  4.0390  3.7611  3.7404  4.7972  5.0643
  90  0.753689  3.8076  4.5145 -0.0156  4.9842  5.3284  4.9270  4.6558  4.3638  3.9955  3.7209  3.7017  4.7434  5.0062
  91  0.758474  3.8099  4.5040  0.0068  4.9213  5.2652  4.8701  4.6026  4.3142  3.9510  3.6802  3.6622  4.6889  4.9479
  92  0.763181  3.8120  4.4930  0.0292  4.8591  5.2023  4.8129  4.5488  4.2637  3.9056  3.6388  3.6218  4.6340  4.8892
  93  0.767806  3.8142  4.4816  0.0516  4.7974  5.1394  4.7557  4.4950  4.2132  3.8600  3.5969  3.5809  4.5790  4.8306
  94  0.772345  3.8162  4.4699  0.0741  4.7360  5.0766  4.6985  4.4412  4.1627  3.8140  3.5545  3.5395  4.5240  4.7721
  95  0.776800  3.8182  4.4579  0.0965  4.6750  5.0138  4.6414  4.3874  4.1120  3.7680  3.5119  3.4979  4.4690  4.7136
  96  0.781170  3.8201  4.4457  0.1190  4.6146  4.9512  4.5844  4.3336  4.0614  3.7217  3.4690  3.4560  4.4141  4.6550
  97  0.785460  3.8220  4.4333  0.1413  4.5545  4.8888  4.5272  4.2797  4.0106  3.6751  3.4259  3.4138  4.3589  4.5966
  98  0.789675  3.8239  4.4206  0.1637  4.4949  4.8266  4.4702  4.2258  3.9597  3.6285  3.3825  3.3713  4.3039  4.5383
  99  0.793819  3.8257  4.4078  0.1861  4.4356  4.7644  4.4131  4.1718  3.9087  3.5818  3.3392  3.3287  4.2488  4.4800
 100  0.797897  3.8275  4.3949  0.2083  4.3766  4.7024  4.3561  4.1177  3.8577  3.5349  3.2957  3.2860  4.1937  4.4217
 101  0.801922  3.8293  4.3818  0.2307  4.3178  4.6404  4.2990  4.0637  3.8067  3.4879  3.2520  3.2431  4.1385  4.3634
 102  0.805907  3.8310  4.3686  0.2531  4.2590  4.5782  4.2418  4.0094  3.7554  3.4406  3.2081  3.1999  4.0832  4.3050
 103  0.809849  3.8328  4.3552  0.2755  4.2004  4.5159  4.1843  3.9549  3.7038  3.3931  3.1639  3.1563  4.0275  4.2463
 104  0.813762  3.8346  4.3419  0.2980  4.1416  4.4532  4.1265  3.9001  3.6521  3.3456  3.1199  3.1130  3.9716  4.1873
 105  0.817627  3.8363  4.3284  0.3206  4.0829  4.3905  4.0686  3.8453  3.6001  3.2977  3.0754  3.0691  3.9156  4.1283
 106  0.821410  3.8380  4.3145  0.3432  4.0246  4.3280  4.0107  3.7902  3.5479  3.2495  3.0306  3.0249  3.8595  4.0693
 107  0.825096  3.8396  4.3004  0.3657  3.9666  4.2657  3.9530  3.7354  3.4959  3.2012  2.9856  2.9805  3.8035  4.0105
 108  0.828684  3.8411  4.2860  0.3880  3.9090  4.2039  3.8955  3.6806  3.4439  3.1530  2.9404  2.9358  3.7477  3.9519
 109  0.832167  3.8426  4.2715  0.4103  3.8520  4.1425  3.8385  3.6262  3.3922  3.1046  2.8952  2.8910  3.6922  3.8937
 110  0.835545  3.8440  4.2568  0.4324  3.7956  4.0819  3.7818  3.5721  3.3407  3.0565  2.8499  2.8463  3.6372  3.8360
 111  0.838819  3.8453  4.2420  0.4542  3.7399  4.0219  3.7258  3.5186  3.2895  3.0085  2.8046  2.8015  3.5826  3.7791
 112  0.839660  3.8457  4.2381  0.4600  3.7251  4.0059  3.7109  3.5044  3.2760  2.9959  2.7928  2.7898  3.5681  3.7639
 113  0.840496  3.8462  4.2344  0.4659  3.7099  3.9895  3.6957  3.4899  3.2625  2.9834  2.7811  2.7782  3.5534  3.7484
 114  0.841325  3.8466  4.2306  0.4718  3.6950  3.9733  3.6807  3.4757  3.2490  2.9708  2.7695  2.7667  3.5389  3.7331
 115  0.842148  3.8471  4.2272  0.4777  3.6795  3.9566  3.6653  3.4612  3.2354  2.9584  2.7581  2.7554  3.5241  3.7174
 116  0.842965  3.8476  4.2236  0.4837  3.6643  3.9399  3.6500  3.4467  3.2218  2.9460  2.7467  2.7443  3.5093  3.7017
 117  0.843778  3.8481  4.2202  0.4897  3.6487  3.9230  3.6345  3.4322  3.2082  2.9337  2.7354  2.7332  3.4944  3.6859
 118  0.844585  3.8486  4.2167  0.4957  3.6332  3.9060  3.6190  3.4176  3.1946  2.9214  2.7241  2.7220  3.4794  3.6700
 119  0.845385  3.8491  4.2131  0.5017  3.6177  3.8890  3.6034  3.4029  3.1808  2.9088  2.7126  2.7106  3.4644  3.6541
 120  0.846180  3.8496  4.2093  0.5078  3.6020  3.8719  3.5877  3.3880  3.1668  2.8960  2.7007  2.6989  3.4492  3.6380
 121  0.846968  3.8500  4.2053  0.5139  3.5863  3.8548  3.5718  3.3730  3.1526  2.8828  2.6885  2.6868  3.4338  3.6219
 122  0.847746  3.8504  4.2011  0.5201  3.5705  3.8377  3.5559  3.3577  3.1380  2.8691  2.6757  2.6741  3.4182  3.6057
 123  0.848518  3.8508  4.1965  0.5264  3.5546  3.8206  3.5398  3.3422  3.1232  2.8551  2.6625  2.6609  3.4025  3.5893
 124  0.849281  3.8510  4.1918  0.5327  3.5386  3.8034  3.5235  3.3266  3.1082  2.8408  2.6487  2.6474  3.3866  3.5728
 125  0.850036  3.8513  4.1869  0.5391  3.5226  3.7861  3.5071  3.3107  3.0929  2.8262  2.6348  2.6334  3.3705  3.5562
 126  0.850785  3.8515  4.1819  0.5455  3.5065  3.7687  3.4906  3.2947  3.0774  2.8113  2.6204  2.6192  3.3544  3.5395
 127  0.851529  3.8518  4.1767  0.5521  3.4902  3.7514  3.4739  3.2787  3.0618  2.7962  2.6058  2.6047  3.3381  3.5226
 128  0.852266  3.8520  4.1714  0.5586  3.4739  3.7338  3.4571  3.2623  3.0459  2.7809  2.5910  2.5900  3.3215  3.5058
 129  0.852998  3.8522  4.1658  0.5652  3.4574  3.7162  3.4403  3.2458  3.0298  2.7652  2.5758  2.5749  3.3049  3.4887
 130  0.853724  3.8524  4.1602  0.5719  3.4409  3.6985  3.4232  3.2292  3.0135  2.7494  2.5604  2.5595  3.2880  3.4715
 131  0.854444  3.8525  4.1544  0.5787  3.4242  3.6807  3.4060  3.2123  2.9971  2.7333  2.5446  2.5438  3.2710  3.4541
 132  0.855157  3.8526  4.1485  0.5855  3.4075  3.6628  3.3887  3.1953  2.9804  2.7169  2.5286  2.5278  3.2539  3.4366
 133  0.855864  3.8527  4.1424  0.5923  3.3906  3.6448  3.3712  3.1781  2.9635  2.7002  2.5122  2.5115  3.2367  3.4191
 134  0.856564  3.8528  4.1360  0.5992  3.3737  3.6269  3.3537  3.1607  2.9462  2.6831  2.4952  2.4945  3.2192  3.4015
 135  0.857257  3.8527  4.1292  0.6062  3.3567  3.6091  3.3359  3.1431  2.9286  2.6654  2.4774  2.4767  3.2014  3.3837
 136  0.857940  3.8526  4.1221  0.6133  3.3395  3.5911  3.3180  3.1252  2.9108  2.6473  2.4592  2.4585  3.1835  3.3658
 137  0.858617  3.8525  4.1148  0.6204  3.3224  3.5731  3.3000  3.1072  2.8926  2.6288  2.4406  2.4399  3.1655  3.3478
 138  0.859286  3.8523  4.1073  0.6276  3.3052  3.5550  3.2819  3.0889  2.8742  2.6100  2.4215  2.4208  3.1472  3.3298
 139  0.859947  3.8521  4.0995  0.6347  3.2879  3.5371  3.2636  3.0704  2.8554  2.5906  2.4018  2.4010  3.1288  3.3116
 140  0.860599  3.8518  4.0913  0.6420  3.2705  3.5191  3.2453  3.0516  2.8363  2.5710  2.3815  2.3807  3.1103  3.2933
 141  0.861242  3.8515  4.0828  0.6494  3.2531  3.5011  3.2268  3.0327  2.8169  2.5507  2.3606  2.3598  3.0915  3.2749
 142  0.861875  3.8510  4.0740  0.6568  3.2356  3.4831  3.2081  3.0135  2.7972  2.5300  2.3391  2.3382  3.0725  3.2564
 143  0.862498  3.8505  4.0648  0.6643  3.2181  3.4653  3.1894  2.9942  2.7771  2.5087  2.3169  2.3159  3.0533  3.2379
 144  0.863110  3.8499  4.0552  0.6719  3.2006  3.4476  3.1705  2.9746  2.7566  2.4868  2.2939  2.2928  3.0339  3.2194
 145  0.863711  3.8493  4.0452  0.6795  3.1831  3.4299  3.1515  2.9547  2.7357  2.4643  2.2702  2.2691  3.0144  3.2008
 146  0.864299  3.8485  4.0347  0.6871  3.1656  3.4123  3.1325  2.9346  2.7146  2.4412  2.2456  2.2444  2.9947  3.1822
 147  0.864875  3.8476  4.0238  0.6949  3.1481  3.3950  3.1135  2.9143  2.6929  2.4175  2.2202  2.2188  2.9748  3.1635
 148  0.865438  3.8466  4.0123  0.7027  3.1307  3.3778  3.0943  2.8937  2.6708  2.3930  2.1939  2.1923  2.9549  3.1449
 149  0.865987  3.8455  4.0003  0.7105  3.1135  3.3610  3.0752  2.8729  2.6483  2.3678  2.1665  2.1647  2.9347  3.1264
 150  0.866521  3.8443  3.9877  0.7183  3.0964  3.3444  3.0560  2.8518  2.6253  2.3418  2.1382  2.1359  2.9143  3.1079
 151  0.867041  3.8429  3.9746  0.7263  3.0794  3.3283  3.0368  2.8305  2.6018  2.3150  2.1086  2.1060  2.8937  3.0895
 152  0.867545  3.8413  3.9607  0.7342  3.0627  3.3126  3.0176  2.8091  2.5778  2.2874  2.0780  2.0750  2.8731  3.0712
 153  0.868032  3.8396  3.9463  0.7422  3.0463  3.2973  2.9985  2.7874  2.5534  2.2589  2.0462  2.0429  2.8523  3.0531
 154  0.868504  3.8378  3.9312  0.7502  3.0302  3.2824  2.9794  2.7655  2.5286  2.2297  2.0134  2.0097  2.8315  3.0352
 155  0.868960  3.8358  3.9154  0.7582  3.0145  3.2681  2.9605  2.7434  2.5033  2.1996  1.9794  1.9751  2.8105  3.0175
 156  0.869398  3.8337  3.8991  0.7662  2.9991  3.2542  2.9416  2.7212  2.4778  2.1688  1.9445  1.9395  2.7895  2.9998
 157  0.869820  3.8314  3.8821  0.7742  2.9842  3.2409  2.9229  2.6988  2.4518  2.1373  1.9085  1.9028  2.7685  2.9825
 158  0.870225  3.8289  3.8645  0.7822  2.9698  3.2282  2.9044  2.6764  2.4255  2.1052  1.8714  1.8651  2.7475  2.9654
 159  0.870613  3.8263  3.8463  0.7902  2.9559  3.2160  2.8860  2.6540  2.3989  2.0722  1.8332  1.8262  2.7265  2.9487
 160  0.870985  3.8235  3.8273  0.7982  2.9427  3.2044  2.8680  2.6317  2.3722  2.0387  1.7942  1.7863  2.7057  2.9324
 161  0.871342  3.8206  3.8078  0.8062  2.9302  3.1935  2.8500  2.6091  2.3450  2.0044  1.7542  1.7454  2.6848  2.9163
 162  0.871589  3.8184  3.7933  0.8119  2.9219  3.1865  2.8368  2.5920  2.3244  1.9788  1.7246  1.7147  2.6692  2.9046
 163  0.871833  3.8160  3.7782  0.8177  2.9143  3.1800  2.8233  2.5743  2.3025  1.9520  1.6939  1.6826  2.6530  2.8929
 164  0.872074  3.8135  3.7624  0.8236  2.9070  3.1740  2.8099  2.5564  2.2804  1.9244  1.6621  1.6493  2.6367  2.8812
 165  0.872311  3.8109  3.7461  0.8295  2.9002  3.1678  2.7969  2.5390  2.2589  1.8964  1.6292  1.6153  2.6209  2.8698
 166  0.872544  3.8081  3.7290  0.8355  2.8939  3.1617  2.7842  2.5220  2.2375  1.8682  1.5953  1.5804  2.6053  2.8588
 167  0.872774  3.8051  3.7113  0.8415  2.8883  3.1562  2.7716  2.5049  2.2159  1.8391  1.5603  1.5445  2.5897  2.8481
 168  0.873001  3.8021  3.6933  0.8476  2.8831  3.1512  2.7591  2.4877  2.1939  1.8095  1.5246  1.5077  2.5740  2.8377
 169  0.873224  3.7990  3.6748  0.8537  2.8788  3.1468  2.7467  2.4703  2.1716  1.7793  1.4878  1.4699  2.5582  2.8274
 170  0.873445  3.7957  3.6557  0.8597  2.8752  3.1428  2.7345  2.4530  2.1492  1.7486  1.4504  1.4313  2.5426  2.8174
 171  0.873664  3.7923  3.6360  0.8658  2.8734  3.1400  2.7224  2.4353  2.1261  1.7168  1.4119  1.3913  2.5268  2.8077
 172  0.873880  3.7886  3.6154  0.8718  2.8753  3.1402  2.7103  2.4160  2.1004  1.6829  1.3721  1.3488  2.5100  2.7986
 173  0.874094  3.7846  3.5935  0.8776  2.8801  3.1423  2.6987  2.3969  2.0744  1.6476  1.3305  1.3042  2.4933  2.7905
 174  0.874305  3.7803  3.5706  0.8834  2.8854  3.1441  2.6883  2.3795  2.0502  1.6131  1.2882  1.2597  2.4783  2.7832
 175  0.874518  3.7764  3.5493  0.8893  2.8897  3.1442  2.6775  2.3623  2.0270  1.5804  1.2483  1.2178  2.4630  2.7753
 176  0.874732  3.7727  3.5286  0.8953  2.8945  3.1444  2.6666  2.3449  2.0037  1.5479  1.2090  1.1765  2.4477  2.7672
 177  0.874942  3.7691  3.5082  0.9014  2.8993  3.1441  2.6554  2.3275  1.9805  1.5156  1.1702  1.1356  2.4321  2.7587
 178  0.875146  3.7656  3.4879  0.9078  2.9038  3.1430  2.6435  2.3099  1.9572  1.4836  1.1315  1.0950  2.4162  2.7496
 179  0.875343  3.7625  3.4688  0.9145  2.9062  3.1396  2.6303  2.2914  1.9338  1.4523  1.0944  1.0560  2.3994  2.7390
 180  0.875532  3.7596  3.4506  0.9215  2.9068  3.1345  2.6161  2.2723  1.9102  1.4215  1.0585  1.0184  2.3817  2.7270
 181  0.875709  3.7572  3.4333  0.9291  2.9047  3.1268  2.6003  2.2523  1.8861  1.3912  1.0240  0.9823  2.3630  2.7133
 182  0.875904  3.7547  3.4141  0.9385  2.8988  3.1149  2.5801  2.2278  1.8576  1.3564  0.9847  0.9413  2.3397  2.6952
 183  0.876093  3.7525  3.3952  0.9486  2.8891  3.0995  2.5575  2.2015  1.8278  1.3208  0.9450  0.9004  2.3145  2.6745
 184  0.876279  3.7505  3.3765  0.9596  2.8761  3.0812  2.5327  2.1733  1.7965  1.2845  0.9051  0.8593  2.2873  2.6512
 185  0.876459  3.7489  3.3582  0.9714  2.8599  3.0600  2.5058  2.1435  1.7638  1.2476  0.8652  0.8183  2.2583  2.6258
 186  0.876636  3.7474  3.3401  0.9833  2.8425  3.0376  2.4779  2.1126  1.7305  1.2104  0.8254  0.7776  2.2283  2.5992
 187  0.876808  3.7460  3.3223  0.9959  2.8227  3.0133  2.4485  2.0806  1.6961  1.1728  0.7858  0.7369  2.1970  2.5710
 188  0.876979  3.7449  3.3049  1.0088  2.8009  2.9872  2.4180  2.0479  1.6613  1.1352  0.7463  0.6966  2.1649  2.5415
 189  0.877148  3.7437  3.2875  1.0218  2.7783  2.9606  2.3872  2.0149  1.6263  1.0974  0.7068  0.6564  2.1326  2.5117
 190  0.877313  3.7428  3.2704  1.0351  2.7538  2.9324  2.3554  1.9813  1.5910  1.0597  0.6675  0.6164  2.0995  2.4808
 191  0.877479  3.7418  3.2534  1.0484  2.7287  2.9038  2.3234  1.9476  1.5557  1.0220  0.6282  0.5765  2.0663  2.4496
 192  0.877643  3.7410  3.2366  1.0620  2.7024  2.8742  2.2909  1.9136  1.5202  0.9844  0.5891  0.5370  2.0327  2.4178
 193  0.877805  3.7402  3.2200  1.0756  2.6755  2.8442  2.2582  1.8794  1.4848  0.9469  0.5501  0.4976  1.9989  2.3857
 194  0.877968  3.7395  3.2035  1.0892  2.6478  2.8137  2.2252  1.8452  1.4494  0.9095  0.5113  0.4583  1.9650  2.3534
 195  0.878130  3.7388  3.1873  1.1030  2.6194  2.7826  2.1920  1.8109  1.4140  0.8723  0.4727  0.4195  1.9310  2.3207
