NUMBER OF AGES= 1 MAGS=10
----------------------------------------------------       
MIX-LEN  Y      Z          Zeff        [Fe/H] [a/Fe]
 1.9380  0.2452 1.3168E-04 1.7223E-04  -2.00  -0.20 
----------------------------------------------------       
**PHOTOMETRIC SYSTEM**: Bessell UBV(RI)c + 2MASS JHKs + Kepler (Vega)
----------------------------------------------------       
AGE=11.000 EEPS=267
#EEP   M    LogTeff  LogG   LogL U       B       V       R       I       J       H       Ks      Kp      D51
  89  0.707089  3.7893  4.5463 -0.1482  5.3962  5.7223  5.2650  4.9621  4.6408  4.2332  3.9329  3.9014  5.0607  5.3583
  90  0.711653  3.7919  4.5369 -0.1257  5.3278  5.6572  5.2077  4.9091  4.5918  4.1900  3.8935  3.8637  5.0062  5.2990
  91  0.716157  3.7944  4.5273 -0.1032  5.2603  5.5923  5.1502  4.8557  4.5423  4.1462  3.8538  3.8254  4.9514  5.2396
  92  0.720597  3.7969  4.5174 -0.0807  5.1935  5.5275  5.0926  4.8023  4.4927  4.1022  3.8138  3.7868  4.8966  5.1802
  93  0.724967  3.7993  4.5072 -0.0581  5.1269  5.4628  5.0352  4.7489  4.4432  4.0580  3.7731  3.7478  4.8418  5.1210
  94  0.729260  3.8017  4.4965 -0.0354  5.0597  5.3976  4.9781  4.6963  4.3946  4.0140  3.7318  3.7084  4.7877  5.0619
  95  0.733474  3.8040  4.4854 -0.0128  4.9929  5.3326  4.9209  4.6436  4.3458  3.9697  3.6899  3.6684  4.7334  5.0028
  96  0.737602  3.8062  4.4739  0.0099  4.9272  5.2680  4.8636  4.5905  4.2966  3.9247  3.6476  3.6278  4.6787  4.9436
  97  0.741640  3.8083  4.4621  0.0325  4.8637  5.2042  4.8060  4.5363  4.2457  3.8786  3.6049  3.5863  4.6234  4.8845
  98  0.745586  3.8103  4.4498  0.0552  4.8012  5.1409  4.7482  4.4817  4.1943  3.8318  3.5617  3.5441  4.5677  4.8254
  99  0.749435  3.8122  4.4371  0.0778  4.7395  5.0779  4.6904  4.4270  4.1426  3.7847  3.5182  3.5013  4.5119  4.7664
 100  0.753177  3.8141  4.4240  0.1005  4.6783  5.0152  4.6329  4.3726  4.0911  3.7373  3.4741  3.4582  4.4564  4.7076
 101  0.756795  3.8158  4.4106  0.1230  4.6178  4.9530  4.5757  4.3184  4.0398  3.6899  3.4295  3.4147  4.4011  4.6492
 102  0.760290  3.8174  4.3967  0.1453  4.5580  4.8912  4.5189  4.2645  3.9886  3.6423  3.3847  3.3708  4.3461  4.5912
 103  0.763668  3.8190  4.3826  0.1676  4.4990  4.8300  4.4625  4.2108  3.9375  3.5946  3.3395  3.3266  4.2914  4.5335
 104  0.766941  3.8205  4.3683  0.1896  4.4408  4.7693  4.4062  4.1572  3.8864  3.5468  3.2944  3.2822  4.2369  4.4762
 105  0.770124  3.8219  4.3538  0.2116  4.3832  4.7091  4.3503  4.1037  3.8354  3.4989  3.2491  3.2376  4.1825  4.4192
 106  0.773214  3.8232  4.3390  0.2335  4.3263  4.6495  4.2947  4.0504  3.7843  3.4509  3.2036  3.1928  4.1283  4.3626
 107  0.776216  3.8245  4.3240  0.2552  4.2699  4.5904  4.2393  3.9973  3.7333  3.4029  3.1579  3.1478  4.0744  4.3063
 108  0.779139  3.8257  4.3088  0.2768  4.2142  4.5318  4.1843  3.9444  3.6825  3.3549  3.1122  3.1025  4.0207  4.2504
 109  0.781986  3.8268  4.2934  0.2983  4.1590  4.4736  4.1296  3.8917  3.6318  3.3067  3.0662  3.0571  3.9673  4.1949
 110  0.784765  3.8279  4.2779  0.3196  4.1043  4.4159  4.0751  3.8392  3.5812  3.2586  3.0202  3.0115  3.9139  4.1397
 111  0.787487  3.8289  4.2621  0.3409  4.0501  4.3586  4.0210  3.7869  3.5307  3.2104  2.9739  2.9657  3.8609  4.0847
 112  0.788250  3.8291  4.2576  0.3469  4.0347  4.3425  4.0057  3.7721  3.5164  3.1967  2.9607  2.9526  3.8459  4.0692
 113  0.789014  3.8294  4.2530  0.3530  4.0192  4.3260  3.9901  3.7571  3.5018  3.1828  2.9473  2.9393  3.8307  4.0535
 114  0.789777  3.8297  4.2484  0.3590  4.0039  4.3099  3.9748  3.7422  3.4875  3.1690  2.9340  2.9261  3.8156  4.0379
 115  0.790536  3.8299  4.2438  0.3652  3.9881  4.2932  3.9590  3.7269  3.4728  3.1549  2.9206  2.9128  3.8002  4.0219
 116  0.791293  3.8303  4.2392  0.3715  3.9719  4.2760  3.9427  3.7113  3.4578  3.1408  2.9071  2.8995  3.7844  4.0054
 117  0.792046  3.8306  4.2347  0.3778  3.9559  4.2590  3.9267  3.6959  3.4430  3.1267  2.8937  2.8862  3.7688  3.9892
 118  0.792797  3.8310  4.2303  0.3842  3.9392  4.2412  3.9102  3.6801  3.4279  3.1126  2.8804  2.8731  3.7527  3.9724
 119  0.793546  3.8314  4.2259  0.3907  3.9226  4.2234  3.8937  3.6643  3.4129  3.0986  2.8672  2.8602  3.7366  3.9555
 120  0.794292  3.8319  4.2216  0.3972  3.9056  4.2054  3.8769  3.6484  3.3977  3.0845  2.8540  2.8471  3.7204  3.9385
 121  0.795038  3.8324  4.2173  0.4038  3.8886  4.1872  3.8601  3.6323  3.3825  3.0703  2.8408  2.8341  3.7040  3.9213
 122  0.795782  3.8328  4.2128  0.4104  3.8715  4.1689  3.8431  3.6161  3.3671  3.0559  2.8273  2.8208  3.6875  3.9040
 123  0.796523  3.8332  4.2081  0.4171  3.8544  4.1506  3.8259  3.5997  3.3514  3.0412  2.8134  2.8070  3.6708  3.8866
 124  0.797260  3.8335  4.2032  0.4238  3.8372  4.1323  3.8086  3.5831  3.3353  3.0259  2.7989  2.7926  3.6539  3.8690
 125  0.797990  3.8338  4.1980  0.4307  3.8198  4.1138  3.7911  3.5661  3.3189  3.0102  2.7838  2.7777  3.6368  3.8513
 126  0.798717  3.8341  4.1924  0.4376  3.8024  4.0953  3.7734  3.5489  3.3021  2.9941  2.7681  2.7620  3.6194  3.8334
 127  0.799438  3.8343  4.1866  0.4446  3.7849  4.0767  3.7556  3.5315  3.2851  2.9776  2.7519  2.7460  3.6018  3.8154
 128  0.800154  3.8345  4.1805  0.4517  3.7672  4.0580  3.7376  3.5139  3.2679  2.9606  2.7355  2.7297  3.5839  3.7972
 129  0.800864  3.8346  4.1743  0.4589  3.7494  4.0392  3.7193  3.4960  3.2503  2.9434  2.7186  2.7129  3.5659  3.7789
 130  0.801571  3.8347  4.1680  0.4661  3.7315  4.0202  3.7010  3.4778  3.2326  2.9260  2.7015  2.6958  3.5477  3.7604
 131  0.802273  3.8348  4.1615  0.4734  3.7135  4.0012  3.6825  3.4596  3.2146  2.9082  2.6839  2.6782  3.5293  3.7417
 132  0.802969  3.8349  4.1547  0.4808  3.6954  3.9821  3.6638  3.4411  3.1963  2.8901  2.6660  2.6604  3.5108  3.7229
 133  0.803660  3.8350  4.1479  0.4882  3.6772  3.9629  3.6449  3.4225  3.1778  2.8717  2.6478  2.6422  3.4920  3.7040
 134  0.804343  3.8350  4.1408  0.4957  3.6588  3.9435  3.6259  3.4036  3.1590  2.8530  2.6292  2.6236  3.4731  3.6849
 135  0.805020  3.8350  4.1335  0.5033  3.6404  3.9242  3.6068  3.3846  3.1400  2.8340  2.6100  2.6046  3.4540  3.6657
 136  0.805689  3.8348  4.1258  0.5109  3.6219  3.9049  3.5875  3.3653  3.1207  2.8143  2.5902  2.5848  3.4347  3.6465
 137  0.806350  3.8347  4.1178  0.5186  3.6034  3.8855  3.5681  3.3457  3.1010  2.7941  2.5698  2.5644  3.4152  3.6271
 138  0.807002  3.8345  4.1095  0.5264  3.5849  3.8662  3.5486  3.3260  3.0810  2.7737  2.5490  2.5436  3.3955  3.6077
 139  0.807646  3.8342  4.1011  0.5342  3.5662  3.8468  3.5289  3.3061  3.0608  2.7528  2.5277  2.5222  3.3757  3.5881
 140  0.808281  3.8339  4.0923  0.5421  3.5476  3.8275  3.5091  3.2859  3.0403  2.7315  2.5058  2.5003  3.3556  3.5684
 141  0.808907  3.8335  4.0832  0.5500  3.5289  3.8082  3.4892  3.2656  3.0195  2.7098  2.4834  2.4779  3.3355  3.5487
 142  0.809522  3.8331  4.0738  0.5580  3.5103  3.7889  3.4692  3.2451  2.9983  2.6876  2.4604  2.4547  3.3151  3.5289
 143  0.810127  3.8326  4.0640  0.5661  3.4916  3.7697  3.4492  3.2243  2.9769  2.6650  2.4368  2.4310  3.2946  3.5091
 144  0.810720  3.8320  4.0539  0.5742  3.4729  3.7506  3.4290  3.2034  2.9552  2.6418  2.4126  2.4067  3.2739  3.4892
 145  0.811302  3.8314  4.0435  0.5824  3.4543  3.7317  3.4087  3.1822  2.9331  2.6181  2.3876  2.3816  3.2530  3.4693
 146  0.811871  3.8307  4.0326  0.5906  3.4358  3.7128  3.3884  3.1608  2.9106  2.5939  2.3620  2.3558  3.2320  3.4493
 147  0.812428  3.8298  4.0214  0.5989  3.4173  3.6941  3.3679  3.1393  2.8879  2.5692  2.3356  2.3293  3.2108  3.4294
 148  0.812970  3.8289  4.0096  0.6072  3.3990  3.6755  3.3475  3.1175  2.8648  2.5438  2.3084  2.3019  3.1895  3.4094
 149  0.813498  3.8279  3.9975  0.6156  3.3807  3.6572  3.3270  3.0955  2.8413  2.5179  2.2805  2.2737  3.1681  3.3895
 150  0.814012  3.8267  3.9847  0.6240  3.3628  3.6393  3.3065  3.0733  2.8173  2.4911  2.2515  2.2443  3.1464  3.3697
 151  0.814511  3.8255  3.9715  0.6325  3.3450  3.6216  3.2860  3.0509  2.7930  2.4637  2.2216  2.2141  3.1247  3.3499
 152  0.814994  3.8241  3.9578  0.6409  3.3274  3.6041  3.2656  3.0286  2.7685  2.4358  2.1908  2.1830  3.1030  3.3303
 153  0.815461  3.8226  3.9434  0.6494  3.3101  3.5871  3.2451  3.0058  2.7435  2.4071  2.1592  2.1509  3.0811  3.3108
 154  0.815913  3.8209  3.9286  0.6580  3.2932  3.5705  3.2247  2.9828  2.7179  2.3776  2.1266  2.1178  3.0589  3.2914
 155  0.816347  3.8192  3.9132  0.6665  3.2768  3.5546  3.2041  2.9593  2.6916  2.3472  2.0930  2.0833  3.0366  3.2720
 156  0.816766  3.8172  3.8972  0.6751  3.2613  3.5396  3.1832  2.9349  2.6638  2.3155  2.0584  2.0475  3.0135  3.2524
 157  0.817169  3.8152  3.8805  0.6836  3.2462  3.5253  3.1623  2.9102  2.6356  2.2830  2.0228  2.0104  2.9902  3.2331
 158  0.817554  3.8129  3.8633  0.6922  3.2318  3.5114  3.1417  2.8855  2.6072  2.2499  1.9862  1.9723  2.9670  3.2140
 159  0.817925  3.8105  3.8454  0.7007  3.2182  3.4976  3.1218  2.8619  2.5798  2.2168  1.9487  1.9338  2.9447  3.1957
 160  0.818279  3.8080  3.8269  0.7092  3.2051  3.4842  3.1024  2.8386  2.5527  2.1833  1.9102  1.8944  2.9227  3.1779
 161  0.818620  3.8053  3.8078  0.7177  3.1928  3.4714  3.0833  2.8154  2.5254  2.1492  1.8707  1.8541  2.9008  3.1606
 162  0.818866  3.8032  3.7932  0.7240  3.1841  3.4624  3.0692  2.7980  2.5048  2.1234  1.8407  1.8234  2.8845  3.1479
 163  0.819108  3.8010  3.7782  0.7304  3.1757  3.4535  3.0550  2.7804  2.4839  2.0969  1.8097  1.7917  2.8680  3.1351
 164  0.819348  3.7987  3.7626  0.7369  3.1675  3.4448  3.0406  2.7624  2.4624  2.0696  1.7778  1.7590  2.8512  3.1222
 165  0.819585  3.7963  3.7464  0.7435  3.1599  3.4364  3.0263  2.7442  2.4404  2.0416  1.7448  1.7251  2.8342  3.1094
 166  0.819819  3.7937  3.7295  0.7502  3.1532  3.4286  3.0117  2.7256  2.4178  2.0125  1.7106  1.6898  2.8169  3.0966
 167  0.820051  3.7909  3.7118  0.7570  3.1481  3.4222  2.9970  2.7062  2.3938  1.9819  1.6751  1.6527  2.7991  3.0840
 168  0.820277  3.7876  3.6920  0.7637  3.1470  3.4188  2.9827  2.6857  2.3677  1.9481  1.6361  1.6113  2.7808  3.0724
 169  0.820501  3.7838  3.6704  0.7703  3.1480  3.4167  2.9691  2.6653  2.3411  1.9130  1.5947  1.5675  2.7626  3.0616
 170  0.820721  3.7800  3.6488  0.7770  3.1486  3.4137  2.9557  2.6458  2.3159  1.8786  1.5535  1.5244  2.7451  3.0509
 171  0.820942  3.7766  3.6282  0.7839  3.1490  3.4099  2.9419  2.6264  2.2910  1.8452  1.5139  1.4830  2.7273  3.0397
 172  0.821162  3.7733  3.6083  0.7908  3.1497  3.4059  2.9277  2.6064  2.2657  1.8122  1.4754  1.4424  2.7092  3.0282
 173  0.821377  3.7700  3.5881  0.7978  3.1512  3.4022  2.9136  2.5866  2.2404  1.7787  1.4360  1.4011  2.6911  3.0167
 174  0.821587  3.7666  3.5674  0.8050  3.1531  3.3983  2.8994  2.5666  2.2151  1.7449  1.3961  1.3592  2.6729  3.0052
 175  0.821794  3.7636  3.5482  0.8125  3.1522  3.3920  2.8840  2.5463  2.1901  1.7124  1.3581  1.3195  2.6540  2.9920
 176  0.821996  3.7610  3.5298  0.8204  3.1495  3.3838  2.8675  2.5253  2.1648  1.6803  1.3210  1.2809  2.6344  2.9777
 177  0.822189  3.7586  3.5119  0.8286  3.1451  3.3739  2.8499  2.5037  2.1393  1.6485  1.2849  1.2432  2.6139  2.9620
 178  0.822374  3.7564  3.4945  0.8372  3.1390  3.3625  2.8313  2.4813  2.1134  1.6169  1.2492  1.2061  2.5926  2.9453
 179  0.822547  3.7544  3.4778  0.8462  3.1305  3.3490  2.8115  2.4581  2.0872  1.5857  1.2142  1.1700  2.5705  2.9271
 180  0.822711  3.7525  3.4615  0.8552  3.1213  3.3349  2.7914  2.4349  2.0610  1.5547  1.1797  1.1344  2.5481  2.9085
 181  0.822868  3.7509  3.4460  0.8645  3.1099  3.3191  2.7702  2.4111  2.0346  1.5242  1.1462  1.1000  2.5251  2.8887
 182  0.823048  3.7492  3.4276  0.8762  3.0938  3.2978  2.7433  2.3811  2.0019  1.4871  1.1062  1.0588  2.4960  2.8632
 183  0.823227  3.7477  3.4093  0.8885  3.0757  3.2749  2.7149  2.3500  1.9682  1.4495  1.0661  1.0177  2.4656  2.8361
 184  0.823402  3.7463  3.3913  0.9011  3.0561  3.2504  2.6853  2.3177  1.9334  1.4115  1.0260  0.9767  2.4341  2.8077
 185  0.823574  3.7451  3.3735  0.9140  3.0345  3.2244  2.6547  2.2846  1.8982  1.3733  0.9860  0.9359  2.4018  2.7782
 186  0.823744  3.7440  3.3559  0.9273  3.0116  3.1973  2.6233  2.2510  1.8625  1.3350  0.9460  0.8951  2.3687  2.7477
 187  0.823912  3.7430  3.3384  0.9407  2.9871  3.1690  2.5911  2.2169  1.8266  1.2966  0.9060  0.8544  2.3351  2.7165
 188  0.824079  3.7420  3.3211  0.9544  2.9617  3.1399  2.5586  2.1825  1.7906  1.2582  0.8660  0.8138  2.3013  2.6848
 189  0.824245  3.7412  3.3040  0.9681  2.9351  3.1099  2.5254  2.1478  1.7544  1.2199  0.8263  0.7734  2.2670  2.6524
 190  0.824409  3.7404  3.2870  0.9820  2.9076  3.0793  2.4920  2.1129  1.7182  1.1816  0.7866  0.7332  2.2325  2.6196
 191  0.824573  3.7396  3.2702  0.9960  2.8794  3.0482  2.4583  2.0779  1.6820  1.1434  0.7468  0.6932  2.1978  2.5865
 192  0.824737  3.7389  3.2535  1.0100  2.8504  3.0165  2.4243  2.0428  1.6457  1.1052  0.7072  0.6533  2.1631  2.5531
 193  0.824899  3.7383  3.2369  1.0241  2.8211  2.9845  2.3902  2.0075  1.6094  1.0670  0.6677  0.6134  2.1282  2.5195
 194  0.825061  3.7377  3.2203  1.0383  2.7913  2.9522  2.3559  1.9722  1.5731  1.0290  0.6282  0.5737  2.0931  2.4857
 195  0.825224  3.7371  3.2041  1.0523  2.7612  2.9197  2.3215  1.9370  1.5370  0.9912  0.5892  0.5344  2.0581  2.4518
 196  0.825385  3.7366  3.1879  1.0665  2.7309  2.8870  2.2871  1.9017  1.5010  0.9534  0.5502  0.4951  2.0230  2.4179
