NUMBER OF AGES= 1 MAGS=10
----------------------------------------------------       
MIX-LEN  Y      Z          Zeff        [Fe/H] [a/Fe]
 1.9380  0.2452 1.3168E-04 1.7223E-04  -2.00  -0.20 
----------------------------------------------------       
**PHOTOMETRIC SYSTEM**: Bessell UBV(RI)c + 2MASS JHKs + Kepler (Vega)
----------------------------------------------------       
AGE= 6.000 EEPS=269
#EEP   M    LogTeff  LogG   LogL U       B       V       R       I       J       H       Ks      Kp      D51
  35  0.465239  3.6490  4.8694 -1.2145  9.9684  9.3544  8.2922  7.6818  7.1014  6.3230  5.8122  5.6727  7.8502  8.5845
  36  0.477148  3.6537  4.8558 -1.1708  9.7674  9.1956  8.1552  7.5601  6.9909  6.2276  5.7232  5.5881  7.7265  8.4332
  37  0.487815  3.6584  4.8439 -1.1308  9.5752  9.0483  8.0295  7.4489  6.8900  6.1413  5.6434  5.5128  7.6133  8.2941
  38  0.498060  3.6630  4.8331 -1.0923  9.3855  8.9052  7.9085  7.3418  6.7932  6.0589  5.5680  5.4417  7.5042  8.1604
  39  0.507784  3.6677  4.8233 -1.0556  9.2027  8.7682  7.7935  7.2402  6.7018  5.9817  5.4977  5.3756  7.4006  8.0340
  40  0.516550  3.6721  4.8150 -1.0220  9.0311  8.6413  7.6881  7.1472  6.6184  5.9118  5.4349  5.3169  7.3056  7.9184
  41  0.525185  3.6768  4.8073 -0.9884  8.8568  8.5141  7.5835  7.0551  6.5359  5.8433  5.3738  5.2598  7.2114  7.8039
  42  0.534703  3.6821  4.7991 -0.9515  8.6635  8.3737  7.4690  6.9541  6.4458  5.7688  5.3080  5.1985  7.1080  7.6788
  43  0.545806  3.6882  4.7900 -0.9086  8.4405  8.2106  7.3368  6.8380  6.3426  5.6840  5.2335  5.1292  6.9890  7.5357
  44  0.558760  3.6955  4.7794 -0.8589  8.1855  8.0242  7.1869  6.7054  6.2241  5.5863  5.1477  5.0493  6.8527  7.3744
  45  0.572697  3.7035  4.7685 -0.8052  7.9137  7.8246  7.0275  6.5641  6.0983  5.4829  5.0574  4.9651  6.7076  7.2035
  46  0.587051  3.7118  4.7573 -0.7501  7.6430  7.6235  6.8671  6.4217  5.9714  5.3786  4.9666  4.8805  6.5611  7.0325
  47  0.601386  3.7199  4.7458 -0.6958  7.3886  7.4312  6.7132  6.2841  5.8478  5.2764  4.8773  4.7970  6.4194  6.8690
  48  0.615504  3.7278  4.7341 -0.6428  7.1521  7.2482  6.5658  6.1518  5.7291  5.1777  4.7907  4.7160  6.2832  6.7133
  49  0.629163  3.7352  4.7225 -0.5919  6.9352  7.0756  6.4257  6.0260  5.6162  5.0837  4.7077  4.6384  6.1536  6.5658
  50  0.642156  3.7421  4.7111 -0.5439  6.7402  6.9165  6.2950  5.9085  5.5105  4.9949  4.6288  4.5644  6.0324  6.4285
  51  0.654323  3.7484  4.7000 -0.4992  6.5656  6.7721  6.1754  5.8003  5.4127  4.9124  4.5555  4.4954  5.9211  6.3029
  52  0.659866  3.7513  4.6947 -0.4790  6.4889  6.7076  6.1214  5.7515  5.3683  4.8747  4.5219  4.4638  5.8707  6.2465
  53  0.665347  3.7540  4.6894 -0.4590  6.4143  6.6444  6.0684  5.7033  5.3246  4.8375  4.4887  4.4325  5.8211  6.1911
  54  0.670765  3.7568  4.6840 -0.4392  6.3413  6.5821  6.0162  5.6560  5.2819  4.8011  4.4558  4.4016  5.7724  6.1365
  55  0.676128  3.7594  4.6787 -0.4198  6.2694  6.5205  5.9647  5.6096  5.2403  4.7655  4.4236  4.3714  5.7245  6.0825
  56  0.681440  3.7621  4.6734 -0.4005  6.1991  6.4598  5.9139  5.5640  5.1992  4.7303  4.3917  4.3414  5.6773  6.0293
  57  0.686704  3.7647  4.6681 -0.3815  6.1309  6.4006  5.8639  5.5188  5.1584  4.6954  4.3603  4.3119  5.6306  5.9771
  58  0.691927  3.7673  4.6629 -0.3626  6.0648  6.3426  5.8146  5.4739  5.1175  4.6606  4.3291  4.2825  5.5845  5.9256
  59  0.697114  3.7698  4.6577 -0.3438  6.0002  6.2856  5.7659  5.4295  5.0772  4.6262  4.2983  4.2535  5.5387  5.8748
  60  0.702260  3.7724  4.6526 -0.3253  5.9367  6.2291  5.7177  5.3856  5.0372  4.5922  4.2682  4.2250  5.4935  5.8245
  61  0.707346  3.7750  4.6477 -0.3070  5.8744  6.1735  5.6701  5.3423  4.9979  4.5588  4.2386  4.1971  5.4489  5.7750
  62  0.712370  3.7775  4.6429 -0.2889  5.8135  6.1188  5.6232  5.2998  4.9592  4.5259  4.2094  4.1696  5.4050  5.7261
  63  0.717335  3.7800  4.6382 -0.2710  5.7539  6.0649  5.5771  5.2578  4.9212  4.4935  4.1807  4.1425  5.3616  5.6780
  64  0.722244  3.7826  4.6335 -0.2534  5.6956  6.0117  5.5316  5.2164  4.8837  4.4616  4.1524  4.1158  5.3189  5.6305
  65  0.727090  3.7850  4.6288 -0.2359  5.6384  5.9594  5.4866  5.1756  4.8468  4.4302  4.1245  4.0895  5.2769  5.5836
  66  0.731886  3.7874  4.6241 -0.2187  5.5822  5.9076  5.4423  5.1354  4.8105  4.3993  4.0970  4.0637  5.2354  5.5375
  67  0.736627  3.7898  4.6193 -0.2018  5.5272  5.8565  5.3987  5.0959  4.7746  4.3686  4.0697  4.0379  5.1944  5.4919
  68  0.741314  3.7921  4.6143 -0.1848  5.4735  5.8064  5.3555  5.0566  4.7391  4.3381  4.0425  4.0122  5.1539  5.4472
  69  0.745953  3.7943  4.6093 -0.1682  5.4216  5.7573  5.3128  5.0175  4.7035  4.3075  4.0154  3.9864  5.1136  5.4027
  70  0.750545  3.7964  4.6040 -0.1517  5.3711  5.7091  5.2707  4.9788  4.6680  4.2769  3.9881  3.9604  5.0738  5.3590
  71  0.755085  3.7985  4.5986 -0.1353  5.3214  5.6614  5.2290  4.9406  4.6328  4.2465  3.9608  3.9344  5.0344  5.3158
  72  0.759566  3.8005  4.5931 -0.1192  5.2719  5.6141  5.1880  4.9032  4.5987  4.2165  3.9335  3.9085  4.9957  5.2732
  73  0.763993  3.8025  4.5874 -0.1032  5.2229  5.5672  5.1475  4.8664  4.5653  4.1870  3.9062  3.8828  4.9577  5.2312
  74  0.768363  3.8044  4.5816 -0.0873  5.1748  5.5209  5.1076  4.8300  4.5322  4.1576  3.8790  3.8571  4.9201  5.1897
  75  0.772674  3.8062  4.5758 -0.0717  5.1280  5.4753  5.0681  4.7940  4.4993  4.1284  3.8521  3.8316  4.8828  5.1488
  76  0.776927  3.8080  4.5700 -0.0563  5.0830  5.4310  5.0289  4.7577  4.4659  4.0990  3.8254  3.8059  4.8454  5.1082
  77  0.781108  3.8098  4.5641 -0.0411  5.0393  5.3876  4.9901  4.7219  4.4326  4.0697  3.7991  3.7805  4.8086  5.0684
  78  0.785228  3.8115  4.5583 -0.0262  4.9969  5.3449  4.9520  4.6863  4.3998  4.0408  3.7732  3.7554  4.7722  5.0292
  79  0.789275  3.8132  4.5525 -0.0114  4.9555  5.3031  4.9146  4.6514  4.3674  4.0123  3.7477  3.7306  4.7364  4.9906
  80  0.793250  3.8148  4.5467  0.0030  4.9149  5.2622  4.8778  4.6173  4.3358  3.9843  3.7225  3.7062  4.7014  4.9528
  81  0.797146  3.8163  4.5411  0.0171  4.8755  5.2220  4.8419  4.5839  4.3047  3.9569  3.6979  3.6824  4.6671  4.9158
  82  0.802853  3.8186  4.5327  0.0377  4.8180  5.1634  4.7894  4.5350  4.2595  3.9169  3.6620  3.6474  4.6169  4.8617
  83  0.808523  3.8209  4.5243  0.0580  4.7614  5.1053  4.7373  4.4865  4.2145  3.8769  3.6259  3.6124  4.5671  4.8081
  84  0.814198  3.8231  4.5156  0.0785  4.7053  5.0473  4.6851  4.4379  4.1693  3.8369  3.5897  3.5772  4.5172  4.7544
  85  0.819919  3.8252  4.5068  0.0991  4.6490  4.9888  4.6324  4.3889  4.1238  3.7963  3.5532  3.5416  4.4669  4.7004
  86  0.825707  3.8274  4.4979  0.1199  4.5923  4.9296  4.5791  4.3390  4.0777  3.7553  3.5160  3.5055  4.4159  4.6455
  87  0.831566  3.8297  4.4888  0.1412  4.5348  4.8693  4.5248  4.2885  4.0307  3.7136  3.4785  3.4689  4.3639  4.5898
  88  0.837488  3.8320  4.4796  0.1628  4.4765  4.8078  4.4695  4.2370  3.9830  3.6711  3.4404  3.4316  4.3109  4.5330
  89  0.843448  3.8344  4.4702  0.1847  4.4175  4.7451  4.4131  4.1845  3.9344  3.6281  3.4017  3.3939  4.2570  4.4751
  90  0.849404  3.8369  4.4609  0.2071  4.3578  4.6814  4.3558  4.1312  3.8851  3.5846  3.3630  3.3561  4.2023  4.4161
  91  0.855342  3.8394  4.4515  0.2297  4.2975  4.6166  4.2978  4.0773  3.8354  3.5409  3.3241  3.3180  4.1468  4.3564
  92  0.861238  3.8420  4.4421  0.2524  4.2370  4.5515  4.2393  4.0230  3.7855  3.4969  3.2852  3.2800  4.0910  4.2962
  93  0.867025  3.8446  4.4328  0.2751  4.1769  4.4862  4.1808  3.9690  3.7358  3.4533  3.2467  3.2423  4.0352  4.2360
  94  0.872666  3.8473  4.4235  0.2976  4.1172  4.4215  4.1229  3.9153  3.6866  3.4103  3.2086  3.2050  3.9799  4.1764
  95  0.878129  3.8498  4.4143  0.3198  4.0587  4.3576  4.0657  3.8624  3.6380  3.3678  3.1712  3.1683  3.9254  4.1175
  96  0.883396  3.8524  4.4052  0.3415  4.0012  4.2948  4.0094  3.8103  3.5903  3.3259  3.1343  3.1321  3.8715  4.0596
  97  0.888467  3.8548  4.3962  0.3631  3.9449  4.2330  3.9539  3.7590  3.5433  3.2847  3.0979  3.0965  3.8187  4.0027
  98  0.893341  3.8572  4.3873  0.3841  3.8898  4.1724  3.8995  3.7086  3.4971  3.2442  3.0622  3.0615  3.7667  3.9468
  99  0.898031  3.8596  4.3784  0.4049  3.8358  4.1129  3.8459  3.6589  3.4514  3.2041  3.0267  3.0265  3.7155  3.8917
 100  0.902540  3.8620  4.3696  0.4252  3.7829  4.0544  3.7933  3.6100  3.4066  3.1645  2.9917  2.9921  3.6651  3.8376
 101  0.906875  3.8643  4.3609  0.4453  3.7311  3.9970  3.7414  3.5621  3.3625  3.1259  2.9574  2.9584  3.6156  3.7843
 102  0.911047  3.8666  4.3524  0.4649  3.6804  3.9403  3.6905  3.5149  3.3195  3.0880  2.9240  2.9255  3.5669  3.7319
 103  0.915071  3.8689  4.3439  0.4844  3.6305  3.8842  3.6403  3.4686  3.2773  3.0509  2.8914  2.8934  3.5191  3.6804
 104  0.918961  3.8712  4.3357  0.5036  3.5820  3.8283  3.5910  3.4236  3.2367  3.0154  2.8602  2.8630  3.4722  3.6294
 105  0.922729  3.8735  4.3277  0.5226  3.5341  3.7729  3.5423  3.3794  3.1968  2.9806  2.8299  2.8335  3.4260  3.5791
 106  0.926387  3.8758  4.3197  0.5414  3.4866  3.7181  3.4941  3.3355  3.1574  2.9463  2.8000  2.8044  3.3803  3.5293
 107  0.929944  3.8781  4.3119  0.5599  3.4396  3.6638  3.4463  3.2920  3.1183  2.9123  2.7705  2.7756  3.3351  3.4799
 108  0.933413  3.8802  4.3041  0.5784  3.3926  3.6102  3.3989  3.2487  3.0793  2.8785  2.7410  2.7468  3.2900  3.4309
 109  0.936803  3.8824  4.2963  0.5967  3.3451  3.5577  3.3515  3.2049  3.0395  2.8439  2.7108  2.7170  3.2447  3.3822
 110  0.940123  3.8846  4.2882  0.6149  3.2976  3.5057  3.3044  3.1612  2.9996  2.8091  2.6803  2.6866  3.1995  3.3340
 111  0.943377  3.8867  4.2799  0.6329  3.2505  3.4544  3.2576  3.1177  2.9596  2.7742  2.6493  2.6558  3.1546  3.2861
 112  0.944301  3.8873  4.2778  0.6382  3.2367  3.4392  3.2439  3.1050  2.9481  2.7642  2.6407  2.6472  3.1415  3.2720
 113  0.945224  3.8881  4.2758  0.6436  3.2225  3.4237  3.2300  3.0922  2.9365  2.7545  2.6323  2.6389  3.1282  3.2577
 114  0.946147  3.8888  4.2738  0.6489  3.2083  3.4082  3.2160  3.0794  2.9249  2.7447  2.6240  2.6306  3.1150  3.2433
 115  0.947069  3.8896  4.2719  0.6544  3.1939  3.3925  3.2019  3.0665  2.9134  2.7350  2.6158  2.6225  3.1016  3.2288
 116  0.947991  3.8904  4.2700  0.6598  3.1795  3.3766  3.1878  3.0536  2.9018  2.7253  2.6076  2.6143  3.0881  3.2142
 117  0.948913  3.8912  4.2681  0.6654  3.1649  3.3606  3.1735  3.0405  2.8901  2.7155  2.5993  2.6061  3.0745  3.1995
 118  0.949833  3.8919  4.2659  0.6709  3.1501  3.3445  3.1591  3.0273  2.8782  2.7053  2.5906  2.5974  3.0607  3.1846
 119  0.950749  3.8927  4.2635  0.6766  3.1355  3.3282  3.1446  3.0139  2.8663  2.6951  2.5817  2.5886  3.0469  3.1696
 120  0.951662  3.8933  4.2609  0.6823  3.1207  3.3118  3.1299  3.0004  2.8540  2.6844  2.5722  2.5793  3.0328  3.1545
 121  0.952571  3.8940  4.2580  0.6882  3.1058  3.2954  3.1150  2.9866  2.8413  2.6733  2.5622  2.5695  3.0186  3.1392
 122  0.953475  3.8946  4.2549  0.6940  3.0907  3.2787  3.0998  2.9726  2.8285  2.6618  2.5519  2.5592  3.0041  3.1238
 123  0.954376  3.8951  4.2515  0.7000  3.0755  3.2620  3.0846  2.9584  2.8153  2.6498  2.5411  2.5484  2.9894  3.1082
 124  0.955270  3.8956  4.2480  0.7060  3.0602  3.2452  3.0692  2.9439  2.8020  2.6376  2.5299  2.5373  2.9745  3.0924
 125  0.956160  3.8961  4.2443  0.7121  3.0447  3.2283  3.0537  2.9293  2.7883  2.6252  2.5184  2.5259  2.9595  3.0766
 126  0.957044  3.8966  4.2405  0.7183  3.0291  3.2112  3.0380  2.9145  2.7745  2.6125  2.5065  2.5142  2.9443  3.0605
 127  0.957925  3.8971  4.2365  0.7245  3.0134  3.1941  3.0221  2.8996  2.7605  2.5994  2.4943  2.5022  2.9289  3.0444
 128  0.958798  3.8975  4.2323  0.7308  2.9976  3.1768  3.0061  2.8843  2.7462  2.5861  2.4819  2.4898  2.9134  3.0281
 129  0.959666  3.8979  4.2280  0.7372  2.9817  3.1595  2.9900  2.8690  2.7317  2.5726  2.4691  2.4771  2.8976  3.0117
 130  0.960529  3.8983  4.2235  0.7435  2.9656  3.1421  2.9737  2.8535  2.7169  2.5587  2.4559  2.4640  2.8817  2.9951
 131  0.961383  3.8986  4.2188  0.7500  2.9495  3.1247  2.9573  2.8378  2.7019  2.5445  2.4424  2.4506  2.8657  2.9784
 132  0.962231  3.8989  4.2139  0.7565  2.9332  3.1071  2.9408  2.8219  2.6867  2.5301  2.4286  2.4368  2.8495  2.9616
 133  0.963071  3.8992  4.2089  0.7630  2.9167  3.0895  2.9240  2.8058  2.6713  2.5153  2.4144  2.4227  2.8332  2.9447
 134  0.963903  3.8994  4.2035  0.7696  2.9003  3.0719  2.9072  2.7895  2.6555  2.5000  2.3995  2.4078  2.8166  2.9277
 135  0.964724  3.8995  4.1977  0.7763  2.8837  3.0543  2.8902  2.7728  2.6392  2.4839  2.3838  2.3921  2.7998  2.9105
 136  0.965536  3.8996  4.1916  0.7830  2.8671  3.0366  2.8730  2.7560  2.6226  2.4675  2.3676  2.3759  2.7828  2.8933
 137  0.966340  3.8996  4.1852  0.7898  2.8504  3.0189  2.8557  2.7389  2.6057  2.4507  2.3509  2.3592  2.7656  2.8759
 138  0.967133  3.8995  4.1786  0.7966  2.8336  3.0013  2.8383  2.7215  2.5885  2.4334  2.3337  2.3420  2.7481  2.8583
 139  0.967916  3.8994  4.1716  0.8035  2.8167  2.9836  2.8207  2.7039  2.5709  2.4156  2.3158  2.3242  2.7305  2.8408
 140  0.968689  3.8993  4.1643  0.8104  2.7998  2.9659  2.8030  2.6862  2.5530  2.3974  2.2974  2.3058  2.7128  2.8231
 141  0.969451  3.8990  4.1567  0.8173  2.7829  2.9483  2.7851  2.6682  2.5347  2.3787  2.2783  2.2867  2.6948  2.8053
 142  0.970200  3.8987  4.1487  0.8244  2.7658  2.9307  2.7671  2.6499  2.5161  2.3593  2.2585  2.2669  2.6767  2.7875
 143  0.970938  3.8983  4.1403  0.8314  2.7487  2.9132  2.7491  2.6314  2.4970  2.3393  2.2380  2.2463  2.6584  2.7696
 144  0.971662  3.8978  4.1315  0.8385  2.7317  2.8957  2.7309  2.6126  2.4776  2.3188  2.2167  2.2250  2.6398  2.7516
 145  0.972373  3.8972  4.1222  0.8457  2.7147  2.8784  2.7126  2.5935  2.4577  2.2976  2.1947  2.2027  2.6210  2.7335
 146  0.973069  3.8964  4.1125  0.8529  2.6976  2.8612  2.6942  2.5742  2.4373  2.2758  2.1717  2.1797  2.6021  2.7153
 147  0.973751  3.8956  4.1022  0.8601  2.6807  2.8442  2.6757  2.5546  2.4164  2.2531  2.1477  2.1556  2.5830  2.6973
 148  0.974417  3.8946  4.0914  0.8674  2.6638  2.8274  2.6570  2.5348  2.3952  2.2298  2.1227  2.1306  2.5637  2.6792
 149  0.975067  3.8935  4.0800  0.8746  2.6470  2.8109  2.6385  2.5147  2.3734  2.2056  2.0968  2.1045  2.5443  2.6611
 150  0.975700  3.8923  4.0680  0.8820  2.6302  2.7947  2.6199  2.4944  2.3511  2.1806  2.0698  2.0773  2.5247  2.6431
 151  0.976316  3.8909  4.0551  0.8894  2.6137  2.7788  2.6013  2.4738  2.3284  2.1547  2.0415  2.0489  2.5050  2.6252
 152  0.976913  3.8893  4.0417  0.8967  2.5974  2.7634  2.5827  2.4530  2.3051  2.1278  2.0121  2.0192  2.4851  2.6075
 153  0.977491  3.8875  4.0275  0.9040  2.5812  2.7485  2.5643  2.4320  2.2812  2.1000  1.9813  1.9880  2.4652  2.5899
 154  0.978048  3.8855  4.0125  0.9114  2.5653  2.7341  2.5459  2.4107  2.2567  2.0711  1.9489  1.9553  2.4452  2.5726
 155  0.978585  3.8833  3.9967  0.9187  2.5497  2.7206  2.5277  2.3891  2.2315  2.0410  1.9149  1.9210  2.4250  2.5556
 156  0.979102  3.8809  3.9799  0.9259  2.5345  2.7081  2.5098  2.3674  2.2058  2.0098  1.8794  1.8851  2.4049  2.5389
 157  0.979595  3.8782  3.9623  0.9331  2.5199  2.6964  2.4922  2.3456  2.1795  1.9774  1.8421  1.8473  2.3849  2.5230
 158  0.980067  3.8753  3.9437  0.9403  2.5058  2.6856  2.4751  2.3239  2.1528  1.9439  1.8033  1.8078  2.3650  2.5074
 159  0.980517  3.8722  3.9242  0.9473  2.4924  2.6759  2.4583  2.3022  2.1258  1.9095  1.7630  1.7670  2.3453  2.4925
 160  0.980944  3.8687  3.9038  0.9543  2.4797  2.6672  2.4421  2.2806  2.0983  1.8741  1.7212  1.7246  2.3260  2.4782
 161  0.981351  3.8651  3.8824  0.9612  2.4676  2.6597  2.4264  2.2591  2.0707  1.8381  1.6782  1.6809  2.3068  2.4646
 162  0.981641  3.8622  3.8658  0.9663  2.4591  2.6549  2.4150  2.2431  2.0499  1.8104  1.6449  1.6470  2.2926  2.4548
 163  0.981927  3.8590  3.8482  0.9714  2.4509  2.6507  2.4036  2.2268  2.0283  1.7815  1.6100  1.6114  2.2783  2.4454
 164  0.982208  3.8556  3.8296  0.9766  2.4431  2.6472  2.3924  2.2104  2.0061  1.7514  1.5734  1.5740  2.2639  2.4361
 165  0.982482  3.8521  3.8102  0.9818  2.4356  2.6444  2.3813  2.1936  1.9834  1.7202  1.5352  1.5350  2.2494  2.4272
 166  0.982753  3.8483  3.7900  0.9872  2.4286  2.6422  2.3704  2.1765  1.9602  1.6879  1.4955  1.4945  2.2347  2.4185
 167  0.983018  3.8445  3.7691  0.9925  2.4221  2.6406  2.3596  2.1594  1.9365  1.6548  1.4547  1.4526  2.2200  2.4100
 168  0.983278  3.8404  3.7475  0.9979  2.4165  2.6397  2.3490  2.1420  1.9123  1.6206  1.4123  1.4091  2.2051  2.4019
 169  0.983533  3.8361  3.7251  1.0033  2.4114  2.6397  2.3384  2.1245  1.8876  1.5856  1.3686  1.3643  2.1902  2.3940
 170  0.983784  3.8317  3.7022  1.0088  2.4070  2.6402  2.3279  2.1068  1.8624  1.5499  1.3239  1.3184  2.1751  2.3864
 171  0.984031  3.8272  3.6790  1.0144  2.4031  2.6406  2.3174  2.0892  1.8377  1.5141  1.2794  1.2725  2.1602  2.3787
 172  0.984278  3.8228  3.6556  1.0200  2.3997  2.6409  2.3070  2.0716  1.8129  1.4786  1.2348  1.2268  2.1451  2.3711
 173  0.984521  3.8181  3.6317  1.0256  2.3976  2.6422  2.2966  2.0535  1.7874  1.4421  1.1894  1.1796  2.1298  2.3636
 174  0.984760  3.8134  3.6073  1.0311  2.3968  2.6446  2.2862  2.0350  1.7610  1.4047  1.1429  1.1311  2.1142  2.3564
 175  0.984998  3.8086  3.5823  1.0366  2.3976  2.6475  2.2768  2.0178  1.7359  1.3673  1.0957  1.0821  2.0996  2.3501
 176  0.985234  3.8035  3.5568  1.0419  2.4003  2.6518  2.2682  2.0011  1.7111  1.3297  1.0475  1.0323  2.0858  2.3451
 177  0.985471  3.7983  3.5310  1.0471  2.4045  2.6571  2.2603  1.9847  1.6865  1.2920  0.9990  0.9820  2.0721  2.3406
 178  0.985711  3.7930  3.5048  1.0521  2.4115  2.6642  2.2533  1.9691  1.6623  1.2541  0.9501  0.9311  2.0594  2.3374
 179  0.985954  3.7875  3.4781  1.0568  2.4251  2.6765  2.2461  1.9510  1.6343  1.2137  0.9010  0.8776  2.0450  2.3348
 180  0.986203  3.7818  3.4514  1.0611  2.4402  2.6886  2.2408  1.9355  1.6095  1.1757  0.8533  0.8264  2.0329  2.3339
 181  0.986460  3.7761  3.4250  1.0649  2.4567  2.7010  2.2372  1.9228  1.5879  1.1400  0.8065  0.7771  2.0230  2.3345
 182  0.986698  3.7711  3.4013  1.0683  2.4746  2.7138  2.2348  1.9117  1.5688  1.1079  0.7646  0.7324  2.0146  2.3360
 183  0.986937  3.7663  3.3787  1.0720  2.4915  2.7243  2.2311  1.9000  1.5494  1.0765  0.7240  0.6892  2.0053  2.3359
 184  0.987175  3.7620  3.3571  1.0766  2.5062  2.7319  2.2250  1.8865  1.5289  1.0450  0.6846  0.6473  1.9941  2.3333
 185  0.987408  3.7583  3.3362  1.0828  2.5155  2.7339  2.2142  1.8690  1.5052  1.0123  0.6455  0.6057  1.9786  2.3257
 186  0.987633  3.7551  3.3160  1.0903  2.5189  2.7302  2.1994  1.8485  1.4794  0.9787  0.6066  0.5645  1.9599  2.3137
 187  0.987848  3.7526  3.2966  1.0996  2.5136  2.7189  2.1795  1.8242  1.4510  0.9437  0.5669  0.5232  1.9368  2.2959
 188  0.988053  3.7503  3.2778  1.1095  2.5056  2.7049  2.1579  1.7986  1.4218  0.9086  0.5276  0.4825  1.9124  2.2763
 189  0.988250  3.7485  3.2597  1.1205  2.4923  2.6864  2.1331  1.7707  1.3907  0.8728  0.4886  0.4424  1.8854  2.2531
 190  0.988441  3.7469  3.2420  1.1319  2.4767  2.6660  2.1069  1.7414  1.3588  0.8370  0.4502  0.4029  1.8570  2.2282
 191  0.988626  3.7455  3.2248  1.1437  2.4590  2.6436  2.0795  1.7114  1.3263  0.8011  0.4121  0.3638  1.8277  2.2020
 192  0.988807  3.7444  3.2082  1.1559  2.4381  2.6190  2.0507  1.6804  1.2934  0.7654  0.3744  0.3255  1.7973  2.1741
 193  0.988985  3.7433  3.1916  1.1681  2.4177  2.5945  2.0219  1.6495  1.2606  0.7297  0.3368  0.2871  1.7671  2.1465
