NUMBER OF AGES= 1 MAGS=10
----------------------------------------------------       
MIX-LEN  Y      Z          Zeff        [Fe/H] [a/Fe]
 1.9380  0.2452 1.3168E-04 1.7223E-04  -2.00  -0.20 
----------------------------------------------------       
**PHOTOMETRIC SYSTEM**: Bessell UBV(RI)c + 2MASS JHKs + Kepler (Vega)
----------------------------------------------------       
AGE= 1.000 EEPS=271
#EEP   M    LogTeff  LogG   LogL U       B       V       R       I       J       H       Ks      Kp      D51
  27  0.521320  3.6706  4.8365 -1.0455  9.1219  8.7152  7.7543  7.2088  6.6766  5.9656  5.4870  5.3674  7.3680  7.9885
  28  0.529258  3.6746  4.8300 -1.0166  8.9724  8.6056  7.6638  7.1291  6.6051  5.9062  5.4339  5.3177  7.2865  7.8893
  29  0.538548  3.6793  4.8229 -0.9829  8.7964  8.4778  7.5592  7.0370  6.5228  5.8380  5.3734  5.2614  7.1922  7.7747
  30  0.551184  3.6858  4.8137 -0.9380  8.5619  8.3065  7.4199  6.9145  6.4139  5.7483  5.2942  5.1878  7.0667  7.6234
  31  0.568335  3.6948  4.8023 -0.8770  8.2453  8.0756  7.2344  6.7510  6.2684  5.6289  5.1898  5.0907  6.8987  7.4231
  32  0.590013  3.7065  4.7887 -0.8005  7.8554  7.7900  7.0070  6.5500  6.0898  5.4829  5.0628  4.9726  6.6921  7.1794
  33  0.615578  3.7197  4.7730 -0.7134  7.4377  7.4774  6.7576  6.3279  5.8912  5.3196  4.9206  4.8401  6.4634  6.9139
  34  0.648299  3.7360  4.7532 -0.6061  6.9625  7.1064  6.4592  6.0611  5.6527  5.1226  4.7484  4.6794  6.1883  6.5988
  35  0.704048  3.7616  4.7190 -0.4336  6.2863  6.5454  5.9966  5.6455  5.2797  4.8105  4.4721  4.4212  5.7592  6.1127
  36  0.882430  3.8276  4.6093  0.0384  4.7905  5.1387  4.7849  4.5436  4.2812  3.9600  3.7215  3.7102  4.6211  4.8519
  37  0.899078  3.8331  4.5995  0.0782  4.6798  5.0230  4.6832  4.4506  4.1968  3.8881  3.6593  3.6501  4.5248  4.7468
  38  0.919223  3.8397  4.5891  0.1246  4.5511  4.8870  4.5646  4.3429  4.0998  3.8058  3.5885  3.5822  4.4130  4.6239
  39  0.941772  3.8472  4.5789  0.1752  4.4135  4.7386  4.4345  4.2245  3.9934  3.7168  3.5135  3.5095  4.2903  4.4890
  40  0.968605  3.8561  4.5676  0.2344  4.2539  4.5642  4.2820  4.0861  3.8697  3.6138  3.4275  3.4259  4.1465  4.3313
  41  0.996311  3.8655  4.5573  0.2944  4.0949  4.3877  4.1271  3.9457  3.7445  3.5099  3.3410  3.3417  4.0005  4.1710
  42  1.021773  3.8745  4.5507  0.3481  3.9571  4.2265  3.9900  3.8243  3.6391  3.4241  3.2718  3.2756  3.8725  4.0279
  43  1.044896  3.8831  4.5472  0.3958  3.8344  4.0827  3.8681  3.7169  3.5471  3.3510  3.2147  3.2208  3.7589  3.9006
  44  1.064790  3.8910  4.5467  0.4360  3.7251  3.9636  3.7633  3.6227  3.4651  3.2880  3.1665  3.1728  3.6605  3.7921
  45  1.082747  3.8985  4.5482  0.4717  3.6308  3.8557  3.6721  3.5432  3.3985  3.2388  3.1310  3.1384  3.5760  3.6967
  46  1.100172  3.9058  4.5501  0.5059  3.5421  3.7528  3.5861  3.4691  3.3374  3.1937  3.0987  3.1075  3.4965  3.6064
  47  1.117932  3.9131  4.5518  0.5404  3.4523  3.6506  3.4999  3.3945  3.2757  3.1477  3.0650  3.0749  3.4168  3.5161
  48  1.135355  3.9202  4.5537  0.5738  3.3628  3.5525  3.4179  3.3234  3.2168  3.1039  3.0324  3.0439  3.3406  3.4305
  49  1.151289  3.9266  4.5551  0.6038  3.2845  3.4665  3.3469  3.2620  3.1660  3.0658  3.0037  3.0162  3.2746  3.3559
  50  1.165349  3.9322  4.5562  0.6302  3.2220  3.3950  3.2881  3.2121  3.1250  3.0346  2.9797  2.9922  3.2199  3.2935
  51  1.178333  3.9371  4.5569  0.6544  3.1667  3.3321  3.2370  3.1689  3.0892  3.0072  2.9580  2.9705  3.1724  3.2392
  52  1.186924  3.9405  4.5574  0.6703  3.1305  3.2918  3.2044  3.1411  3.0661  2.9893  2.9436  2.9561  3.1419  3.2045
  53  1.195654  3.9438  4.5579  0.6864  3.0936  3.2520  3.1718  3.1133  3.0428  2.9713  2.9289  2.9416  3.1115  3.1701
  54  1.204606  3.9472  4.5583  0.7027  3.0558  3.2121  3.1392  3.0852  3.0192  2.9528  2.9139  2.9267  3.0808  3.1356
  55  1.213735  3.9507  4.5587  0.7194  3.0172  3.1725  3.1064  3.0570  2.9953  2.9341  2.8981  2.9114  3.0500  3.1012
  56  1.222918  3.9541  4.5590  0.7362  2.9783  3.1335  3.0742  3.0289  2.9714  2.9154  2.8824  2.8959  3.0196  3.0673
  57  1.232040  3.9575  4.5592  0.7528  2.9392  3.0954  3.0425  3.0010  2.9477  2.8966  2.8666  2.8805  2.9895  3.0341
  58  1.240991  3.9608  4.5594  0.7690  2.9009  3.0589  3.0118  2.9739  2.9245  2.8783  2.8509  2.8653  2.9605  3.0022
  59  1.249676  3.9640  4.5595  0.7847  2.8636  3.0241  2.9825  2.9479  2.9022  2.8605  2.8357  2.8506  2.9325  2.9718
  60  1.258059  3.9671  4.5596  0.7999  2.8276  2.9911  2.9547  2.9230  2.8808  2.8435  2.8209  2.8363  2.9061  2.9429
  61  1.266199  3.9701  4.5596  0.8146  2.7928  2.9595  2.9281  2.8992  2.8601  2.8269  2.8065  2.8223  2.8807  2.9154
  62  1.274158  3.9730  4.5595  0.8289  2.7587  2.9292  2.9024  2.8761  2.8399  2.8107  2.7924  2.8087  2.8561  2.8888
  63  1.282000  3.9758  4.5594  0.8431  2.7252  2.8998  2.8774  2.8535  2.8202  2.7948  2.7784  2.7951  2.8321  2.8631
  64  1.289768  3.9786  4.5593  0.8571  2.6921  2.8711  2.8531  2.8314  2.8008  2.7791  2.7645  2.7817  2.8087  2.8380
  65  1.297510  3.9814  4.5592  0.8711  2.6591  2.8428  2.8291  2.8095  2.7815  2.7635  2.7505  2.7682  2.7856  2.8133
  66  1.304958  3.9841  4.5590  0.8845  2.6275  2.8160  2.8062  2.7887  2.7631  2.7485  2.7370  2.7552  2.7635  2.7898
  67  1.311294  3.9865  4.5587  0.8961  2.6000  2.7930  2.7866  2.7706  2.7470  2.7353  2.7251  2.7438  2.7445  2.7697
  68  1.316775  3.9885  4.5583  0.9065  2.5756  2.7727  2.7692  2.7546  2.7327  2.7236  2.7145  2.7335  2.7277  2.7519
  69  1.321846  3.9904  4.5578  0.9163  2.5524  2.7535  2.7529  2.7395  2.7191  2.7123  2.7042  2.7236  2.7117  2.7351
  70  1.327180  3.9924  4.5573  0.9265  2.5283  2.7338  2.7359  2.7238  2.7050  2.7007  2.6935  2.7134  2.6952  2.7177
  71  1.334231  3.9949  4.5570  0.9393  2.4984  2.7096  2.7152  2.7047  2.6877  2.6865  2.6804  2.7009  2.6752  2.6965
  72  1.422613  4.0243  4.5508  1.0910  2.1492  2.4368  2.4797  2.4830  2.4838  2.5161  2.5211  2.5482  2.4440  2.4569
  73  1.425276  4.0255  4.5495  1.0979  2.1335  2.4246  2.4688  2.4725  2.4740  2.5075  2.5128  2.5402  2.4332  2.4457
  74  1.427650  4.0266  4.5480  1.1044  2.1185  2.4127  2.4582  2.4623  2.4643  2.4990  2.5046  2.5322  2.4227  2.4350
  75  1.430468  4.0277  4.5466  1.1114  2.1025  2.4001  2.4469  2.4515  2.4540  2.4900  2.4959  2.5239  2.4116  2.4236
  76  1.434636  4.0293  4.5455  1.1199  2.0831  2.3851  2.4336  2.4388  2.4420  2.4796  2.4859  2.5144  2.3984  2.4102
  77  1.442176  4.0316  4.5446  1.1324  2.0549  2.3637  2.4146  2.4207  2.4251  2.4652  2.4722  2.5012  2.3797  2.3910
  78  1.558774  4.0614  4.5003  1.3293  1.6076  2.0049  2.0837  2.0988  2.1160  2.1866  2.2009  2.2377  2.0512  2.0573
  79  1.578824  4.0652  4.4862  1.3643  1.5263  1.9355  2.0173  2.0336  2.0523  2.1264  2.1417  2.1795  1.9853  1.9907
  80  1.593471  4.0675  4.4738  1.3898  1.4663  1.8828  1.9665  1.9832  2.0028  2.0794  2.0951  2.1335  1.9345  1.9398
  81  1.604884  4.0689  4.4629  1.4093  1.4194  1.8404  1.9252  1.9424  1.9625  2.0405  2.0563  2.0953  1.8934  1.8985
  82  1.610508  4.0693  4.4568  1.4189  1.3958  1.8186  1.9039  1.9211  1.9414  2.0199  2.0359  2.0750  1.8721  1.8772
  83  1.615469  4.0697  4.4507  1.4275  1.3746  1.7985  1.8840  1.9014  1.9218  2.0006  2.0166  2.0559  1.8522  1.8572
  84  1.619925  4.0698  4.4447  1.4353  1.3547  1.7795  1.8652  1.8826  1.9030  1.9820  1.9980  2.0373  1.8334  1.8384
  85  1.623991  4.0698  4.4385  1.4427  1.3359  1.7612  1.8469  1.8642  1.8848  1.9638  1.9798  2.0192  1.8152  1.8202
  86  1.627749  4.0698  4.4323  1.4496  1.3180  1.7433  1.8291  1.8464  1.8669  1.9459  1.9618  2.0013  1.7973  1.8023
  87  1.631316  4.0696  4.4259  1.4563  1.3005  1.7258  1.8114  1.8286  1.8491  1.9281  1.9438  1.9833  1.7796  1.7847
  88  1.634763  4.0694  4.4193  1.4629  1.2833  1.7082  1.7937  1.8109  1.8313  1.9100  1.9258  1.9653  1.7619  1.7670
  89  1.638135  4.0690  4.4127  1.4693  1.2663  1.6907  1.7760  1.7932  1.8134  1.8919  1.9076  1.9471  1.7442  1.7494
  90  1.641465  4.0687  4.4058  1.4756  1.2492  1.6730  1.7582  1.7751  1.7954  1.8736  1.8891  1.9286  1.7263  1.7315
  91  1.644790  4.0683  4.3988  1.4820  1.2320  1.6550  1.7399  1.7568  1.7769  1.8548  1.8701  1.9098  1.7080  1.7134
  92  1.648174  4.0679  4.3916  1.4884  1.2146  1.6368  1.7215  1.7384  1.7583  1.8358  1.8510  1.8905  1.6896  1.6951
  93  1.651633  4.0674  4.3842  1.4949  1.1970  1.6182  1.7027  1.7194  1.7392  1.8164  1.8314  1.8709  1.6708  1.6762
  94  1.655151  4.0670  4.3765  1.5015  1.1789  1.5992  1.6833  1.6999  1.7195  1.7963  1.8112  1.8507  1.6514  1.6570
  95  1.658605  4.0664  4.3689  1.5082  1.1611  1.5803  1.6640  1.6806  1.7000  1.7763  1.7911  1.8306  1.6320  1.6378
  96  1.662000  4.0659  4.3611  1.5146  1.1432  1.5612  1.6446  1.6611  1.6803  1.7561  1.7707  1.8102  1.6128  1.6185
  97  1.665359  4.0653  4.3532  1.5210  1.1254  1.5421  1.6252  1.6415  1.6606  1.7359  1.7503  1.7897  1.5932  1.5992
  98  1.668679  4.0647  4.3453  1.5275  1.1076  1.5231  1.6057  1.6218  1.6407  1.7155  1.7298  1.7691  1.5737  1.5797
  99  1.671959  4.0641  4.3371  1.5339  1.0897  1.5037  1.5860  1.6020  1.6206  1.6949  1.7090  1.7482  1.5539  1.5601
 100  1.675187  4.0634  4.3289  1.5404  1.0718  1.4842  1.5662  1.5819  1.6003  1.6740  1.6879  1.7271  1.5340  1.5403
 101  1.678402  4.0628  4.3206  1.5469  1.0537  1.4647  1.5462  1.5617  1.5800  1.6531  1.6668  1.7059  1.5141  1.5204
 102  1.681600  4.0621  4.3122  1.5533  1.0355  1.4450  1.5262  1.5416  1.5596  1.6322  1.6456  1.6847  1.4939  1.5004
 103  1.684746  4.0615  4.3039  1.5600  1.0174  1.4253  1.5062  1.5214  1.5391  1.6111  1.6243  1.6634  1.4738  1.4804
 104  1.687841  4.0609  4.2957  1.5665  0.9991  1.4058  1.4862  1.5012  1.5188  1.5903  1.6033  1.6424  1.4539  1.4605
 105  1.690885  4.0603  4.2878  1.5731  0.9809  1.3865  1.4666  1.4816  1.4989  1.5700  1.5828  1.6219  1.4343  1.4411
 106  1.693852  4.0600  4.2803  1.5798  0.9629  1.3678  1.4477  1.4626  1.4799  1.5506  1.5634  1.6024  1.4154  1.4222
 107  1.696725  4.0598  4.2738  1.5866  0.9453  1.3502  1.4301  1.4449  1.4622  1.5329  1.5454  1.5845  1.3976  1.4045
 108  1.699441  4.0601  4.2686  1.5933  0.9284  1.3342  1.4143  1.4292  1.4465  1.5174  1.5301  1.5693  1.3819  1.3887
 109  1.701963  4.0608  4.2654  1.6001  0.9127  1.3207  1.4014  1.4165  1.4342  1.5058  1.5187  1.5581  1.3692  1.3759
 110  1.704089  4.0622  4.2650  1.6065  0.8990  1.3111  1.3928  1.4083  1.4265  1.4995  1.5126  1.5524  1.3607  1.3672
 111  1.705836  4.0642  4.2673  1.6127  0.8878  1.3056  1.3886  1.4047  1.4235  1.4984  1.5121  1.5523  1.3567  1.3627
 112  1.706000  4.0645  4.2678  1.6134  0.8865  1.3052  1.3885  1.4046  1.4237  1.4990  1.5126  1.5528  1.3566  1.3627
 113  1.706167  4.0649  4.2686  1.6142  0.8854  1.3052  1.3887  1.4049  1.4240  1.4997  1.5134  1.5537  1.3567  1.3628
 114  1.706336  4.0652  4.2693  1.6149  0.8842  1.3049  1.3887  1.4050  1.4243  1.5002  1.5142  1.5545  1.3568  1.3628
 115  1.706506  4.0656  4.2699  1.6157  0.8829  1.3048  1.3887  1.4051  1.4245  1.5008  1.5148  1.5552  1.3569  1.3629
 116  1.706678  4.0661  4.2709  1.6166  0.8817  1.3047  1.3890  1.4055  1.4252  1.5018  1.5159  1.5564  1.3572  1.3631
 117  1.706852  4.0664  4.2719  1.6175  0.8804  1.3047  1.3894  1.4059  1.4257  1.5028  1.5170  1.5577  1.3575  1.3633
 118  1.707027  4.0668  4.2727  1.6184  0.8792  1.3046  1.3896  1.4063  1.4262  1.5037  1.5180  1.5588  1.3577  1.3635
 119  1.707206  4.0673  4.2739  1.6193  0.8779  1.3047  1.3900  1.4069  1.4269  1.5049  1.5194  1.5602  1.3582  1.3639
 120  1.707386  4.0679  4.2753  1.6203  0.8765  1.3050  1.3907  1.4077  1.4280  1.5065  1.5211  1.5621  1.3590  1.3645
 121  1.707565  4.0685  4.2765  1.6214  0.8751  1.3052  1.3913  1.4084  1.4289  1.5081  1.5227  1.5638  1.3596  1.3650
 122  1.707745  4.0692  4.2781  1.6226  0.8737  1.3057  1.3922  1.4095  1.4302  1.5100  1.5249  1.5661  1.3606  1.3659
 123  1.707925  4.0699  4.2797  1.6237  0.8722  1.3062  1.3930  1.4105  1.4315  1.5120  1.5269  1.5683  1.3615  1.3668
 124  1.708102  4.0707  4.2815  1.6250  0.8707  1.3067  1.3941  1.4118  1.4331  1.5142  1.5294  1.5708  1.3626  1.3678
 125  1.708279  4.0715  4.2835  1.6263  0.8692  1.3074  1.3954  1.4132  1.4349  1.5167  1.5322  1.5738  1.3639  1.3690
 126  1.708453  4.0724  4.2857  1.6278  0.8676  1.3083  1.3968  1.4149  1.4368  1.5195  1.5351  1.5769  1.3655  1.3703
 127  1.708624  4.0734  4.2881  1.6293  0.8660  1.3092  1.3984  1.4168  1.4391  1.5226  1.5385  1.5805  1.3671  1.3719
 128  1.708790  4.0744  4.2906  1.6309  0.8642  1.3104  1.4002  1.4188  1.4414  1.5259  1.5421  1.5842  1.3689  1.3735
 129  1.708949  4.0755  4.2934  1.6327  0.8622  1.3114  1.4020  1.4209  1.4440  1.5295  1.5460  1.5884  1.3709  1.3752
 130  1.709099  4.0768  4.2965  1.6348  0.8599  1.3128  1.4041  1.4233  1.4468  1.5335  1.5503  1.5929  1.3730  1.3772
 131  1.709242  4.0781  4.2998  1.6370  0.8577  1.3141  1.4063  1.4259  1.4499  1.5379  1.5550  1.5979  1.3754  1.3793
 132  1.709378  4.0796  4.3033  1.6392  0.8554  1.3157  1.4087  1.4286  1.4532  1.5424  1.5599  1.6031  1.3779  1.3816
 133  1.709499  4.0811  4.3069  1.6418  0.8526  1.3169  1.4110  1.4313  1.4564  1.5470  1.5649  1.6083  1.3803  1.3838
 134  1.709606  4.0827  4.3105  1.6445  0.8494  1.3182  1.4131  1.4339  1.4596  1.5516  1.5699  1.6136  1.3826  1.3858
 135  1.709704  4.0843  4.3143  1.6475  0.8461  1.3193  1.4153  1.4364  1.4627  1.5563  1.5749  1.6189  1.3849  1.3878
 136  1.709787  4.0860  4.3178  1.6505  0.8424  1.3200  1.4171  1.4387  1.4655  1.5606  1.5796  1.6239  1.3868  1.3894
 137  1.709856  4.0877  4.3214  1.6536  0.8384  1.3205  1.4186  1.4404  1.4679  1.5645  1.5839  1.6285  1.3884  1.3907
 138  1.709915  4.0893  4.3246  1.6570  0.8341  1.3206  1.4197  1.4420  1.4700  1.5680  1.5880  1.6329  1.3897  1.3917
 139  1.709961  4.0909  4.3276  1.6604  0.8294  1.3202  1.4203  1.4429  1.4715  1.5710  1.5912  1.6364  1.3903  1.3922
 140  1.710000  4.0924  4.3303  1.6639  0.8244  1.3193  1.4203  1.4433  1.4725  1.5733  1.5939  1.6394  1.3904  1.3921
 141  1.710032  4.0940  4.3327  1.6675  0.8191  1.3179  1.4197  1.4432  1.4729  1.5749  1.5959  1.6416  1.3900  1.3914
 142  1.710061  4.0953  4.3346  1.6712  0.8135  1.3159  1.4186  1.4424  1.4725  1.5759  1.5972  1.6432  1.3890  1.3902
 143  1.710087  4.0967  4.3363  1.6750  0.8072  1.3134  1.4168  1.4409  1.4716  1.5762  1.5978  1.6441  1.3873  1.3882
 144  1.710134  4.0978  4.3367  1.6790  0.7999  1.3090  1.4132  1.4375  1.4685  1.5741  1.5961  1.6425  1.3838  1.3846
 145  1.710232  4.0964  4.3311  1.6792  0.7959  1.3015  1.4049  1.4290  1.4595  1.5638  1.5855  1.6317  1.3754  1.3764
 146  1.710272  4.0936  4.3228  1.6760  0.7963  1.2946  1.3963  1.4197  1.4492  1.5511  1.5720  1.6178  1.3666  1.3681
 147  1.710316  4.0901  4.3090  1.6756  0.7880  1.2774  1.3770  1.3995  1.4278  1.5266  1.5466  1.5918  1.3470  1.3490
 148  1.710340  4.0878  4.2967  1.6787  0.7742  1.2578  1.3560  1.3779  1.4054  1.5023  1.5217  1.5665  1.3258  1.3283
 149  1.710351  4.0863  4.2872  1.6824  0.7610  1.2410  1.3384  1.3600  1.3870  1.4826  1.5016  1.5463  1.3082  1.3108
 150  1.710360  4.0851  4.2787  1.6863  0.7482  1.2255  1.3221  1.3435  1.3702  1.4648  1.4835  1.5280  1.2919  1.2947
 151  1.710373  4.0841  4.2707  1.6902  0.7356  1.2103  1.3064  1.3275  1.3538  1.4475  1.4659  1.5103  1.2761  1.2790
 152  1.710392  4.0830  4.2624  1.6941  0.7229  1.1950  1.2905  1.3113  1.3373  1.4300  1.4481  1.4924  1.2600  1.2632
 153  1.710423  4.0818  4.2539  1.6978  0.7102  1.1794  1.2741  1.2946  1.3202  1.4119  1.4296  1.4738  1.2436  1.2469
 154  1.710470  4.0804  4.2448  1.7015  0.6975  1.1632  1.2572  1.2774  1.3025  1.3931  1.4104  1.4544  1.2266  1.2301
 155  1.710533  4.0790  4.2355  1.7050  0.6848  1.1469  1.2401  1.2600  1.2846  1.3739  1.3909  1.4345  1.2094  1.2132
 156  1.710619  4.0775  4.2261  1.7084  0.6726  1.1310  1.2232  1.2428  1.2667  1.3547  1.3713  1.4148  1.1923  1.1964
 157  1.710725  4.0760  4.2170  1.7115  0.6609  1.1154  1.2068  1.2260  1.2494  1.3361  1.3522  1.3955  1.1758  1.1801
 158  1.710854  4.0744  4.2082  1.7142  0.6501  1.1008  1.1912  1.2101  1.2331  1.3184  1.3341  1.3772  1.1602  1.1648
 159  1.711002  4.0730  4.2000  1.7167  0.6403  1.0873  1.1770  1.1955  1.2179  1.3020  1.3173  1.3601  1.1459  1.1506
 160  1.711165  4.0717  4.1926  1.7190  0.6315  1.0752  1.1640  1.1822  1.2041  1.2870  1.3020  1.3446  1.1328  1.1377
 161  1.711338  4.0705  4.1857  1.7209  0.6235  1.0639  1.1520  1.1699  1.1914  1.2732  1.2877  1.3303  1.1207  1.1259
 162  1.711704  4.0685  4.1743  1.7242  0.6102  1.0453  1.1322  1.1496  1.1704  1.2502  1.2643  1.3064  1.1008  1.1061
 163  1.712087  4.0664  4.1633  1.7274  0.5975  1.0274  1.1131  1.1301  1.1501  1.2282  1.2416  1.2835  1.0816  1.0873
 164  1.712487  4.0645  4.1527  1.7305  0.5856  1.0104  1.0949  1.1113  1.1307  1.2070  1.2201  1.2615  1.0631  1.0692
 165  1.712895  4.0627  4.1424  1.7333  0.5738  0.9937  1.0770  1.0931  1.1118  1.1864  1.1988  1.2400  1.0452  1.0516
 166  1.713305  4.0608  4.1322  1.7362  0.5623  0.9772  1.0594  1.0750  1.0930  1.1658  1.1778  1.2187  1.0274  1.0341
 167  1.713717  4.0590  4.1218  1.7390  0.5510  0.9607  1.0419  1.0569  1.0742  1.1453  1.1567  1.1973  1.0096  1.0166
 168  1.714127  4.0570  4.1114  1.7419  0.5396  0.9442  1.0241  1.0388  1.0553  1.1246  1.1354  1.1757  0.9918  0.9991
 169  1.714533  4.0550  4.1008  1.7447  0.5282  0.9274  1.0061  1.0202  1.0361  1.1034  1.1137  1.1536  0.9736  0.9812
 170  1.714937  4.0529  4.0900  1.7474  0.5167  0.9104  0.9878  1.0014  1.0165  1.0819  1.0916  1.1311  0.9552  0.9631
 171  1.715335  4.0508  4.0788  1.7503  0.5053  0.8931  0.9692  0.9823  0.9966  1.0599  1.0690  1.1081  0.9364  0.9446
 172  1.715727  4.0486  4.0672  1.7529  0.4938  0.8755  0.9501  0.9626  0.9761  1.0372  1.0457  1.0844  0.9171  0.9257
 173  1.716114  4.0462  4.0554  1.7557  0.4822  0.8575  0.9306  0.9427  0.9551  1.0140  1.0217  1.0601  0.8975  0.9065
 174  1.716494  4.0438  4.0430  1.7584  0.4706  0.8392  0.9107  0.9220  0.9336  0.9901  0.9972  1.0351  0.8773  0.8868
 175  1.716867  4.0413  4.0304  1.7611  0.4589  0.8205  0.8904  0.9010  0.9116  0.9656  0.9719  1.0093  0.8568  0.8666
 176  1.717232  4.0388  4.0173  1.7637  0.4472  0.8014  0.8696  0.8795  0.8890  0.9404  0.9459  0.9828  0.8357  0.8460
 177  1.717589  4.0360  4.0038  1.7663  0.4355  0.7819  0.8483  0.8576  0.8658  0.9144  0.9191  0.9555  0.8143  0.8251
 178  1.717937  4.0331  3.9900  1.7689  0.4238  0.7622  0.8267  0.8352  0.8422  0.8879  0.8917  0.9275  0.7924  0.8037
 179  1.718276  4.0302  3.9757  1.7714  0.4124  0.7423  0.8047  0.8124  0.8180  0.8607  0.8635  0.8987  0.7701  0.7820
 180  1.718607  4.0271  3.9609  1.7739  0.4010  0.7220  0.7824  0.7892  0.7934  0.8329  0.8347  0.8692  0.7475  0.7599
 181  1.718927  4.0239  3.9459  1.7763  0.3898  0.7016  0.7597  0.7656  0.7685  0.8044  0.8053  0.8391  0.7245  0.7376
 182  1.719215  4.0209  3.9317  1.7785  0.3796  0.6826  0.7386  0.7435  0.7450  0.7778  0.7775  0.8107  0.7030  0.7167
 183  1.719500  4.0177  3.9170  1.7807  0.3694  0.6631  0.7169  0.7207  0.7208  0.7501  0.7488  0.7813  0.6808  0.6952
 184  1.719784  4.0144  3.9015  1.7828  0.3591  0.6431  0.6944  0.6972  0.6956  0.7213  0.7188  0.7505  0.6579  0.6730
 185  1.720064  4.0109  3.8853  1.7850  0.3488  0.6225  0.6712  0.6729  0.6694  0.6912  0.6876  0.7185  0.6343  0.6503
 186  1.720342  4.0072  3.8684  1.7871  0.3388  0.6016  0.6473  0.6477  0.6424  0.6600  0.6551  0.6850  0.6099  0.6267
