NUMBER OF AGES= 1 MAGS=10
----------------------------------------------------       
MIX-LEN  Y      Z          Zeff        [Fe/H] [a/Fe]
 1.9380  0.2452 1.3168E-04 1.7223E-04  -2.00  -0.20 
----------------------------------------------------       
**PHOTOMETRIC SYSTEM**: Bessell UBV(RI)c + 2MASS JHKs + Kepler (Vega)
----------------------------------------------------       
AGE= 4.000 EEPS=270
#EEP   M    LogTeff  LogG   LogL U       B       V       R       I       J       H       Ks      Kp      D51
  20  0.308887  3.6159  5.0184 -1.6736 11.7753 10.8785  9.6554  8.9277  8.2677  7.3822  6.8408  6.6790  9.1087 10.0709
  21  0.314175  3.6166  5.0161 -1.6613 11.7301 10.8394  9.6200  8.8948  8.2364  7.3532  6.8122  6.6506  9.0756 10.0324
  22  0.317758  3.6170  5.0125 -1.6511 11.6941 10.8078  9.5910  8.8675  8.2103  7.3286  6.7878  6.6261  9.0481 10.0012
  23  0.320312  3.6173  5.0114 -1.6451 11.6723 10.7889  9.5739  8.8518  8.1954  7.3148  6.7741  6.6126  9.0323  9.9827
  24  0.322653  3.6177  5.0096 -1.6389 11.6498 10.7694  9.5561  8.8352  8.1795  7.3000  6.7594  6.5979  9.0155  9.9635
  25  0.324816  3.6180  5.0068 -1.6319 11.6256 10.7480  9.5364  8.8168  8.1618  7.2833  6.7429  6.5814  8.9970  9.9423
  26  0.327397  3.6184  5.0039 -1.6241 11.5985 10.7243  9.5146  8.7964  8.1423  7.2649  6.7245  6.5632  8.9765  9.9189
  27  0.331005  3.6187  5.0008 -1.6145 11.5641 10.6942  9.4870  8.7707  8.1176  7.2418  6.7017  6.5404  8.9505  9.8892
  28  0.336716  3.6195  4.9970 -1.6003 11.5138 10.6505  9.4471  8.7333  8.0820  7.2086  6.6688  6.5077  8.9129  9.8460
  29  0.347380  3.6208  4.9903 -1.5746 11.4206 10.5695  9.3732  8.6647  8.0166  7.1478  6.6087  6.4481  8.8437  9.7664
  30  0.444253  3.6411  4.9005 -1.2974 10.3286  9.6474  8.5484  7.9111  7.3115  6.5077  5.9871  5.8402  8.0828  8.8665
  31  0.460068  3.6462  4.8828 -1.2438 10.0942  9.4566  8.3817  7.7623  7.1752  6.3883  5.8741  5.7319  7.9318  8.6828
  32  0.473304  3.6512  4.8679 -1.1968  9.8823  9.2869  8.2347  7.6314  7.0561  6.2848  5.7771  5.6397  7.7989  8.5205
  33  0.484844  3.6559  4.8553 -1.1547  9.6840  9.1326  8.1023  7.5140  6.9497  6.1934  5.6922  5.5593  7.6795  8.3742
  34  0.495711  3.6607  4.8439 -1.1146  9.4892  8.9847  7.9767  7.4029  6.8491  6.1075  5.6133  5.4846  7.5663  8.2351
  35  0.506042  3.6654  4.8336 -1.0766  9.3008  8.8432  7.8574  7.2974  6.7540  6.0269  5.5398  5.4155  7.4588  8.1036
  36  0.515034  3.6698  4.8253 -1.0430  9.1307  8.7166  7.7519  7.2045  6.6706  5.9568  5.4765  5.3562  7.3639  7.9877
  37  0.523475  3.6741  4.8179 -1.0112  8.9661  8.5958  7.6521  7.1165  6.5917  5.8912  5.4177  5.3013  7.2740  7.8783
  38  0.532531  3.6789  4.8104 -0.9770  8.7874  8.4659  7.5457  7.0227  6.5079  5.8218  5.3560  5.2438  7.1781  7.7618
  39  0.543503  3.6849  4.8018 -0.9359  8.5728  8.3096  7.4185  6.9109  6.4084  5.7399  5.2839  5.1767  7.0635  7.6234
  40  0.557492  3.6924  4.7912 -0.8841  8.3043  8.1132  7.2602  6.7714  6.2841  5.6378  5.1942  5.0933  6.9202  7.4524
  41  0.573719  3.7014  4.7795 -0.8236  7.9952  7.8874  7.0798  6.6116  6.1419  5.5208  5.0922  4.9983  6.7562  7.2588
  42  0.591481  3.7114  4.7670 -0.7580  7.6700  7.6465  6.8880  6.4417  5.9906  5.3968  4.9844  4.8979  6.5812  7.0540
  43  0.610052  3.7214  4.7537 -0.6910  7.3559  7.4093  6.6981  6.2720  5.8384  5.2711  4.8747  4.7954  6.4065  6.8522
  44  0.629048  3.7316  4.7397 -0.6235  7.0573  7.1765  6.5108  6.1041  5.6879  5.1465  4.7655  4.6934  6.2335  6.6546
  45  0.648084  3.7413  4.7252 -0.5571  6.7817  6.9538  6.3289  5.9410  5.5418  5.0244  4.6575  4.5924  6.0653  6.4632
  46  0.666381  3.7504  4.7108 -0.4943  6.5357  6.7504  6.1606  5.7889  5.4043  4.9087  4.5548  4.4961  5.9086  6.2865
  47  0.683490  3.7586  4.6967 -0.4364  6.3185  6.5663  6.0069  5.6502  5.2792  4.8027  4.4600  4.4071  5.7655  6.1256
  48  0.699322  3.7661  4.6837 -0.3835  6.1261  6.4002  5.8678  5.5249  5.1666  4.7071  4.3742  4.3267  5.6361  5.9799
  49  0.713732  3.7729  4.6724 -0.3359  5.9599  6.2540  5.7436  5.4122  5.0645  4.6210  4.2981  4.2551  5.5200  5.8502
  50  0.726830  3.7792  4.6624 -0.2930  5.8139  6.1233  5.6323  5.3114  4.9734  4.5439  4.2302  4.1913  5.4158  5.7340
  51  0.738776  3.7848  4.6531 -0.2542  5.6852  6.0064  5.5323  5.2206  4.8912  4.4744  4.1687  4.1334  5.3221  5.6296
  52  0.744769  3.7875  4.6482 -0.2348  5.6218  5.9482  5.4825  5.1756  4.8506  4.4398  4.1380  4.1046  5.2756  5.5777
  53  0.750750  3.7902  4.6432 -0.2156  5.5595  5.8905  5.4332  5.1310  4.8103  4.4055  4.1073  4.0757  5.2294  5.5264
  54  0.756701  3.7928  4.6379 -0.1965  5.4987  5.8338  5.3844  5.0866  4.7701  4.3709  4.0766  4.0466  5.1835  5.4756
  55  0.762613  3.7953  4.6325 -0.1776  5.4399  5.7780  5.3359  5.0421  4.7295  4.3361  4.0458  4.0173  5.1377  5.4252
  56  0.768489  3.7978  4.6269 -0.1588  5.3822  5.7230  5.2879  4.9981  4.6892  4.3015  4.0150  3.9879  5.0924  5.3754
  57  0.774339  3.8003  4.6213 -0.1401  5.3249  5.6682  5.2406  4.9550  4.6499  4.2674  3.9842  3.9588  5.0478  5.3261
  58  0.780166  3.8026  4.6156 -0.1217  5.2678  5.6138  5.1939  4.9128  4.6117  4.2339  3.9535  3.9299  5.0040  5.2776
  59  0.785956  3.8050  4.6099 -0.1034  5.2118  5.5602  5.1478  4.8710  4.5739  4.2007  3.9230  3.9013  4.9608  5.2296
  60  0.791723  3.8073  4.6042 -0.0854  5.1577  5.5075  5.1021  4.8293  4.5359  4.1675  3.8930  3.8728  4.9177  5.1822
  61  0.797447  3.8095  4.5985 -0.0676  5.1057  5.4561  5.0568  4.7876  4.4977  4.1343  3.8635  3.8445  4.8748  5.1355
  62  0.803124  3.8117  4.5929 -0.0502  5.0554  5.4058  5.0123  4.7464  4.4598  4.1015  3.8345  3.8165  4.8324  5.0894
  63  0.808714  3.8138  4.5872 -0.0331  5.0067  5.3569  4.9688  4.7062  4.4228  4.0693  3.8060  3.7889  4.7910  5.0446
  64  0.814214  3.8158  4.5817 -0.0165  4.9594  5.3092  4.9264  4.6670  4.3867  4.0379  3.7780  3.7619  4.7507  5.0009
  65  0.819633  3.8178  4.5760 -0.0002  4.9133  5.2626  4.8848  4.6285  4.3512  4.0070  3.7505  3.7353  4.7111  4.9580
  66  0.824972  3.8197  4.5705  0.0158  4.8684  5.2167  4.8440  4.5907  4.3164  3.9766  3.7235  3.7092  4.6723  4.9159
  67  0.830254  3.8216  4.5651  0.0315  4.8243  5.1715  4.8037  4.5535  4.2821  3.9465  3.6969  3.6834  4.6340  4.8743
  68  0.835493  3.8234  4.5597  0.0472  4.7807  5.1266  4.7638  4.5165  4.2481  3.9169  3.6705  3.6578  4.5960  4.8332
  69  0.840698  3.8253  4.5543  0.0627  4.7376  5.0819  4.7241  4.4798  4.2144  3.8874  3.6443  3.6324  4.5582  4.7922
  70  0.845906  3.8272  4.5490  0.0783  4.6945  5.0371  4.6842  4.4430  4.1806  3.8579  3.6183  3.6072  4.5203  4.7512
  71  0.851131  3.8291  4.5437  0.0940  4.6513  4.9920  4.6441  4.4059  4.1466  3.8284  3.5922  3.5819  4.4822  4.7098
  72  0.856415  3.8310  4.5384  0.1099  4.6077  4.9463  4.6034  4.3684  4.1123  3.7986  3.5660  3.5565  4.4435  4.6679
  73  0.861762  3.8330  4.5331  0.1259  4.5637  4.8999  4.5623  4.3305  4.0776  3.7686  3.5397  3.5310  4.4044  4.6255
  74  0.867132  3.8351  4.5280  0.1421  4.5196  4.8531  4.5209  4.2927  4.0430  3.7386  3.5135  3.5056  4.3652  4.5828
  75  0.872491  3.8372  4.5228  0.1582  4.4757  4.8064  4.4795  4.2547  4.0083  3.7088  3.4874  3.4803  4.3259  4.5401
  76  0.877807  3.8393  4.5178  0.1742  4.4323  4.7600  4.4385  4.2169  3.9739  3.6791  3.4618  3.4554  4.2869  4.4977
  77  0.883041  3.8413  4.5129  0.1900  4.3898  4.7142  4.3980  4.1797  3.9401  3.6501  3.4367  3.4309  4.2485  4.4558
  78  0.888158  3.8434  4.5081  0.2054  4.3482  4.6693  4.3582  4.1432  3.9069  3.6217  3.4122  3.4071  4.2108  4.4147
  79  0.893122  3.8454  4.5035  0.2204  4.3080  4.6258  4.3196  4.1077  3.8747  3.5941  3.3884  3.3839  4.1741  4.3747
  80  0.897903  3.8473  4.4989  0.2349  4.2691  4.5836  4.2822  4.0734  3.8436  3.5676  3.3654  3.3615  4.1387  4.3363
  81  0.902474  3.8491  4.4945  0.2489  4.2319  4.5431  4.2463  4.0405  3.8139  3.5420  3.3434  3.3400  4.1047  4.2992
  82  0.909155  3.8518  4.4880  0.2693  4.1773  4.4835  4.1936  3.9921  3.7700  3.5043  3.3109  3.3083  4.0546  4.2448
  83  0.915633  3.8544  4.4816  0.2893  4.1242  4.4253  4.1420  3.9448  3.7271  3.4675  3.2791  3.2773  4.0055  4.1916
  84  0.921954  3.8570  4.4751  0.3090  4.0720  4.3679  4.0910  3.8980  3.6846  3.4311  3.2478  3.2465  3.9572  4.1391
  85  0.928163  3.8596  4.4688  0.3287  4.0204  4.3111  4.0404  3.8515  3.6423  3.3947  3.2162  3.2157  3.9090  4.0869
  86  0.934289  3.8622  4.4625  0.3482  3.9693  4.2545  3.9900  3.8051  3.6003  3.3586  3.1849  3.1850  3.8610  4.0349
  87  0.940357  3.8649  4.4563  0.3677  3.9184  4.1977  3.9395  3.7588  3.5583  3.3226  3.1541  3.1547  3.8131  3.9828
  88  0.946386  3.8676  4.4503  0.3874  3.8674  4.1404  3.8888  3.7126  3.5167  3.2871  3.1236  3.1249  3.7651  3.9306
  89  0.952384  3.8704  4.4445  0.4071  3.8169  4.0823  3.8380  3.6667  3.4759  3.2525  3.0942  3.0965  3.7171  3.8780
  90  0.958306  3.8733  4.4388  0.4269  3.7670  4.0233  3.7875  3.6216  3.4362  3.2190  3.0661  3.0694  3.6696  3.8254
  91  0.964141  3.8761  4.4334  0.4468  3.7172  3.9642  3.7369  3.5767  3.3969  3.1860  3.0387  3.0432  3.6224  3.7727
  92  0.969878  3.8792  4.4284  0.4665  3.6671  3.9050  3.6863  3.5318  3.3579  3.1535  3.0119  3.0174  3.5750  3.7201
  93  0.975509  3.8823  4.4236  0.4862  3.6159  3.8468  3.6355  3.4860  3.3175  3.1203  2.9846  2.9907  3.5271  3.6674
  94  0.981025  3.8854  4.4192  0.5057  3.5637  3.7896  3.5846  3.4396  3.2762  3.0866  2.9570  2.9633  3.4789  3.6149
  95  0.986407  3.8886  4.4149  0.5251  3.5117  3.7332  3.5341  3.3936  3.2353  3.0534  2.9298  2.9361  3.4311  3.5628
  96  0.991654  3.8918  4.4107  0.5441  3.4605  3.6774  3.4846  3.3483  3.1952  3.0210  2.9033  2.9097  3.3841  3.5117
  97  0.996748  3.8949  4.4065  0.5630  3.4114  3.6221  3.4364  3.3052  3.1577  2.9905  2.8787  2.8855  3.3387  3.4617
  98  1.001678  3.8979  4.4023  0.5814  3.3636  3.5678  3.3895  3.2633  3.1214  2.9611  2.8547  2.8622  3.2946  3.4130
  99  1.006426  3.9009  4.3981  0.5994  3.3172  3.5149  3.3439  3.2227  3.0861  2.9326  2.8315  2.8396  3.2518  3.3656
 100  1.011000  3.9037  4.3939  0.6169  3.2718  3.4636  3.2995  3.1832  3.0519  2.9046  2.8085  2.8171  3.2101  3.3195
 101  1.015410  3.9065  4.3897  0.6341  3.2276  3.4138  3.2561  3.1445  3.0182  2.8768  2.7855  2.7946  3.1692  3.2744
 102  1.019672  3.9091  4.3853  0.6509  3.1841  3.3651  3.2136  3.1065  2.9850  2.8494  2.7627  2.7721  3.1292  3.2303
 103  1.023803  3.9116  4.3807  0.6675  3.1413  3.3175  3.1719  3.0691  2.9524  2.8224  2.7400  2.7498  3.0898  3.1871
 104  1.027818  3.9141  4.3761  0.6837  3.0987  3.2707  3.1309  3.0323  2.9202  2.7955  2.7172  2.7275  3.0511  3.1447
 105  1.031734  3.9165  4.3713  0.6997  3.0563  3.2248  3.0908  2.9961  2.8882  2.7688  2.6943  2.7052  3.0131  3.1032
 106  1.035570  3.9188  4.3664  0.7155  3.0144  3.1798  3.0514  2.9604  2.8567  2.7423  2.6714  2.6828  2.9757  3.0625
 107  1.039342  3.9211  4.3612  0.7311  2.9731  3.1355  3.0127  2.9254  2.8257  2.7159  2.6484  2.6603  2.9388  3.0226
 108  1.043066  3.9232  4.3558  0.7468  2.9325  3.0921  2.9749  2.8911  2.7950  2.6896  2.6254  2.6377  2.9027  2.9835
 109  1.046760  3.9254  4.3503  0.7622  2.8927  3.0495  2.9376  2.8572  2.7647  2.6635  2.6021  2.6148  2.8672  2.9450
 110  1.050426  3.9274  4.3444  0.7778  2.8539  3.0074  2.9008  2.8237  2.7347  2.6372  2.5785  2.5913  2.8320  2.9069
 111  1.054029  3.9294  4.3384  0.7933  2.8158  2.9659  2.8645  2.7909  2.7051  2.6112  2.5550  2.5680  2.7972  2.8693
 112  1.055239  3.9301  4.3365  0.7986  2.8030  2.9518  2.8523  2.7799  2.6952  2.6027  2.5474  2.5604  2.7855  2.8567
 113  1.056452  3.9309  4.3347  0.8040  2.7899  2.9377  2.8401  2.7689  2.6854  2.5941  2.5399  2.5529  2.7739  2.8439
 114  1.057669  3.9317  4.3329  0.8095  2.7768  2.9233  2.8276  2.7577  2.6756  2.5856  2.5322  2.5452  2.7621  2.8310
 115  1.058885  3.9325  4.3310  0.8150  2.7636  2.9090  2.8153  2.7465  2.6656  2.5769  2.5244  2.5375  2.7501  2.8181
 116  1.060100  3.9332  4.3290  0.8207  2.7502  2.8944  2.8027  2.7352  2.6553  2.5680  2.5164  2.5293  2.7381  2.8049
 117  1.061313  3.9340  4.3268  0.8263  2.7364  2.8798  2.7898  2.7234  2.6448  2.5585  2.5078  2.5209  2.7258  2.7917
 118  1.062522  3.9347  4.3244  0.8320  2.7226  2.8649  2.7768  2.7116  2.6340  2.5489  2.4990  2.5121  2.7132  2.7783
 119  1.063727  3.9354  4.3218  0.8378  2.7086  2.8500  2.7636  2.6994  2.6229  2.5389  2.4898  2.5029  2.7005  2.7646
 120  1.064926  3.9360  4.3190  0.8437  2.6944  2.8349  2.7501  2.6870  2.6114  2.5286  2.4802  2.4933  2.6876  2.7508
 121  1.066120  3.9367  4.3161  0.8496  2.6800  2.8197  2.7366  2.6744  2.5998  2.5180  2.4702  2.4833  2.6743  2.7367
 122  1.067308  3.9373  4.3131  0.8556  2.6654  2.8045  2.7228  2.6616  2.5879  2.5070  2.4599  2.4731  2.6610  2.7226
 123  1.068490  3.9379  4.3099  0.8616  2.6507  2.7890  2.7088  2.6486  2.5758  2.4958  2.4493  2.4626  2.6475  2.7083
 124  1.069666  3.9384  4.3065  0.8677  2.6359  2.7735  2.6947  2.6353  2.5633  2.4844  2.4385  2.4519  2.6337  2.6938
 125  1.070836  3.9390  4.3031  0.8738  2.6209  2.7579  2.6805  2.6219  2.5508  2.4727  2.4274  2.4408  2.6198  2.6792
 126  1.071997  3.9395  4.2995  0.8801  2.6057  2.7421  2.6662  2.6084  2.5381  2.4608  2.4161  2.4295  2.6058  2.6646
 127  1.073151  3.9400  4.2957  0.8863  2.5905  2.7262  2.6515  2.5946  2.5251  2.4485  2.4044  2.4178  2.5916  2.6497
 128  1.074296  3.9405  4.2918  0.8926  2.5751  2.7103  2.6368  2.5806  2.5119  2.4361  2.3925  2.4059  2.5772  2.6347
 129  1.075434  3.9409  4.2878  0.8988  2.5597  2.6942  2.6220  2.5665  2.4985  2.4234  2.3802  2.3938  2.5627  2.6196
 130  1.076561  3.9414  4.2836  0.9052  2.5440  2.6781  2.6069  2.5521  2.4847  2.4104  2.3677  2.3813  2.5480  2.6043
 131  1.077679  3.9418  4.2793  0.9116  2.5282  2.6619  2.5918  2.5376  2.4709  2.3972  2.3549  2.3686  2.5331  2.5889
 132  1.078787  3.9421  4.2749  0.9180  2.5123  2.6455  2.5765  2.5229  2.4568  2.3837  2.3418  2.3555  2.5180  2.5733
 133  1.079882  3.9424  4.2700  0.9244  2.4963  2.6290  2.5609  2.5078  2.4422  2.3696  2.3281  2.3418  2.5026  2.5575
 134  1.080965  3.9427  4.2649  0.9309  2.4801  2.6124  2.5449  2.4924  2.4273  2.3551  2.3138  2.3276  2.4869  2.5415
 135  1.082035  3.9429  4.2596  0.9375  2.4638  2.5956  2.5288  2.4766  2.4119  2.3401  2.2990  2.3129  2.4710  2.5251
 136  1.083092  3.9431  4.2541  0.9441  2.4473  2.5785  2.5125  2.4607  2.3962  2.3248  2.2838  2.2978  2.4548  2.5087
 137  1.084138  3.9432  4.2484  0.9507  2.4306  2.5615  2.4960  2.4445  2.3803  2.3090  2.2682  2.2822  2.4383  2.4921
 138  1.085172  3.9432  4.2424  0.9575  2.4139  2.5443  2.4792  2.4279  2.3640  2.2929  2.2522  2.2662  2.4217  2.4753
 139  1.086191  3.9433  4.2362  0.9641  2.3971  2.5270  2.4621  2.4111  2.3474  2.2762  2.2356  2.2497  2.4048  2.4582
 140  1.087197  3.9432  4.2296  0.9709  2.3801  2.5095  2.4449  2.3939  2.3304  2.2591  2.2186  2.2325  2.3876  2.4410
 141  1.088188  3.9431  4.2229  0.9776  2.3631  2.4918  2.4274  2.3765  2.3129  2.2416  2.2010  2.2150  2.3702  2.4234
 142  1.089164  3.9429  4.2157  0.9844  2.3459  2.4740  2.4097  2.3588  2.2950  2.2235  2.1827  2.1968  2.3524  2.4057
 143  1.090126  3.9427  4.2083  0.9913  2.3285  2.4561  2.3917  2.3406  2.2767  2.2049  2.1639  2.1780  2.3342  2.3877
 144  1.091070  3.9424  4.2005  0.9981  2.3111  2.4380  2.3734  2.3221  2.2580  2.1857  2.1444  2.1586  2.3158  2.3695
 145  1.091999  3.9420  4.1924  1.0050  2.2934  2.4197  2.3548  2.3032  2.2388  2.1659  2.1243  2.1384  2.2971  2.3510
 146  1.092908  3.9415  4.1838  1.0120  2.2757  2.4013  2.3359  2.2838  2.2190  2.1453  2.1034  2.1175  2.2780  2.3323
 147  1.093802  3.9409  4.1748  1.0189  2.2580  2.3828  2.3166  2.2641  2.1987  2.1241  2.0816  2.0956  2.2585  2.3132
 148  1.094676  3.9402  4.1654  1.0259  2.2401  2.3641  2.2971  2.2439  2.1779  2.1022  2.0590  2.0731  2.2387  2.2939
 149  1.095531  3.9394  4.1555  1.0329  2.2221  2.3453  2.2771  2.2233  2.1562  2.0794  2.0355  2.0495  2.2184  2.2744
 150  1.096365  3.9384  4.1451  1.0400  2.2040  2.3264  2.2569  2.2022  2.1341  2.0559  2.0111  2.0251  2.1978  2.2545
 151  1.097178  3.9374  4.1341  1.0470  2.1859  2.3074  2.2364  2.1806  2.1113  2.0314  1.9856  1.9995  2.1768  2.2344
 152  1.097970  3.9362  4.1224  1.0541  2.1677  2.2884  2.2156  2.1586  2.0878  2.0061  1.9591  1.9728  2.1554  2.2141
 153  1.098738  3.9348  4.1102  1.0612  2.1496  2.2694  2.1946  2.1360  2.0637  1.9797  1.9313  1.9451  2.1336  2.1936
 154  1.099483  3.9333  4.0973  1.0682  2.1314  2.2504  2.1732  2.1129  2.0387  1.9523  1.9023  1.9160  2.1114  2.1728
 155  1.100203  3.9316  4.0837  1.0753  2.1133  2.2316  2.1516  2.0894  2.0130  1.9238  1.8720  1.8856  2.0889  2.1520
 156  1.100897  3.9297  4.0694  1.0823  2.0952  2.2132  2.1298  2.0653  1.9865  1.8942  1.8404  1.8539  2.0660  2.1310
 157  1.101566  3.9276  4.0542  1.0893  2.0776  2.1954  2.1079  2.0408  1.9593  1.8634  1.8072  1.8205  2.0429  2.1101
 158  1.102207  3.9252  4.0382  1.0963  2.0612  2.1786  2.0863  2.0163  1.9317  1.8317  1.7729  1.7859  2.0199  2.0897
 159  1.102819  3.9227  4.0213  1.1032  2.0462  2.1632  2.0655  1.9921  1.9039  1.7991  1.7373  1.7499  1.9976  2.0700
 160  1.103399  3.9198  4.0033  1.1100  2.0326  2.1495  2.0456  1.9684  1.8760  1.7655  1.7002  1.7122  1.9758  2.0516
 161  1.103951  3.9168  3.9844  1.1167  2.0202  2.1376  2.0268  1.9451  1.8479  1.7311  1.6615  1.6731  1.9548  2.0344
 162  1.104344  3.9143  3.9699  1.1217  2.0113  2.1297  2.0136  1.9282  1.8270  1.7050  1.6320  1.6432  1.9395  2.0224
 163  1.104732  3.9116  3.9542  1.1267  2.0021  2.1222  2.0001  1.9105  1.8047  1.6771  1.6002  1.6109  1.9239  2.0104
 164  1.105116  3.9087  3.9374  1.1318  1.9927  2.1151  1.9864  1.8921  1.7813  1.6475  1.5661  1.5765  1.9076  1.9984
 165  1.105494  3.9053  3.9194  1.1369  1.9831  2.1082  1.9723  1.8728  1.7565  1.6160  1.5296  1.5396  1.8909  1.9862
 166  1.105865  3.9017  3.9000  1.1422  1.9738  2.1018  1.9580  1.8529  1.7306  1.5825  1.4904  1.4999  1.8736  1.9738
 167  1.106229  3.8979  3.8793  1.1475  1.9651  2.0963  1.9438  1.8327  1.7039  1.5474  1.4492  1.4580  1.8561  1.9618
 168  1.106585  3.8936  3.8570  1.1528  1.9568  2.0921  1.9299  1.8121  1.6761  1.5102  1.4049  1.4131  1.8386  1.9505
 169  1.106931  3.8889  3.8331  1.1581  1.9490  2.0893  1.9166  1.7912  1.6472  1.4711  1.3579  1.3652  1.8210  1.9397
 170  1.107266  3.8838  3.8071  1.1635  1.9420  2.0885  1.9038  1.7702  1.6171  1.4293  1.3071  1.3134  1.8037  1.9300
 171  1.107589  3.8783  3.7803  1.1688  1.9360  2.0890  1.8920  1.7495  1.5870  1.3868  1.2547  1.2599  1.7867  1.9212
 172  1.107899  3.8724  3.7514  1.1740  1.9312  2.0918  1.8811  1.7290  1.5563  1.3423  1.1990  1.2032  1.7702  1.9138
 173  1.108195  3.8659  3.7202  1.1791  1.9281  2.0972  1.8715  1.7089  1.5248  1.2955  1.1399  1.1427  1.7545  1.9081
 174  1.108478  3.8592  3.6886  1.1840  1.9257  2.1041  1.8627  1.6892  1.4935  1.2483  1.0797  1.0811  1.7392  1.9032
 175  1.108746  3.8518  3.6547  1.1888  1.9254  2.1142  1.8556  1.6700  1.4619  1.1994  1.0164  1.0161  1.7248  1.9005
 176  1.109009  3.8444  3.6206  1.1935  1.9266  2.1254  1.8492  1.6515  1.4309  1.1504  0.9527  0.9507  1.7109  1.8987
 177  1.109264  3.8369  3.5858  1.1981  1.9299  2.1384  1.8435  1.6332  1.3997  1.1008  0.8876  0.8835  1.6974  1.8978
 178  1.109524  3.8294  3.5513  1.2028  1.9346  2.1520  1.8381  1.6153  1.3692  1.0519  0.8235  0.8173  1.6842  1.8972
 179  1.109789  3.8220  3.5172  1.2074  1.9405  2.1649  1.8329  1.5981  1.3399  1.0046  0.7612  0.7528  1.6713  1.8968
 180  1.110061  3.8146  3.4831  1.2120  1.9486  2.1786  1.8283  1.5814  1.3110  0.9576  0.6992  0.6885  1.6588  1.8968
 181  1.110338  3.8071  3.4492  1.2163  1.9593  2.1945  1.8247  1.5655  1.2829  0.9109  0.6371  0.6238  1.6472  1.8983
 182  1.110596  3.8004  3.4186  1.2200  1.9719  2.2103  1.8225  1.5518  1.2581  0.8691  0.5812  0.5654  1.6375  1.9007
 183  1.110859  3.7937  3.3889  1.2230  1.9877  2.2279  1.8222  1.5405  1.2360  0.8299  0.5279  0.5097  1.6298  1.9052
 184  1.111125  3.7871  3.3608  1.2249  2.0111  2.2508  1.8233  1.5290  1.2129  0.7914  0.4781  0.4554  1.6226  1.9116
 185  1.111395  3.7806  3.3333  1.2265  2.0362  2.2738  1.8263  1.5205  1.1936  0.7563  0.4311  0.4048  1.6178  1.9196
 186  1.111670  3.7745  3.3086  1.2268  2.0638  2.2977  1.8327  1.5167  1.1802  0.7275  0.3901  0.3609  1.6172  1.9306
 187  1.111950  3.7686  3.2851  1.2270  2.0938  2.3223  1.8399  1.5140  1.1680  0.7002  0.3511  0.3189  1.6175  1.9422
 188  1.112235  3.7634  3.2638  1.2273  2.1227  2.3442  1.8457  1.5109  1.1564  0.6750  0.3153  0.2804  1.6171  1.9522
 189  1.112519  3.7588  3.2434  1.2294  2.1473  2.3608  1.8460  1.5027  1.1404  0.6479  0.2808  0.2425  1.6116  1.9566
 190  1.112797  3.7550  3.2239  1.2340  2.1625  2.3682  1.8395  1.4892  1.1203  0.6189  0.2459  0.2046  1.6002  1.9534
 191  1.113059  3.7523  3.2057  1.2415  2.1633  2.3628  1.8247  1.4694  1.0962  0.5877  0.2097  0.1667  1.5819  1.9410
